
13,2015-11-05,7:30 PM,,Winnipeg Jets,3,2,W,SO,7,4,2,W 2,,31,4,0,3,0,,40,6,0,2,0,17195,2:43,
14,2015-11-07,7:00 PM,@,Carolina Hurricanes,2,3,L,OT,7,4,3,L 1,,21,6,1,2,0,,46,4,1,3,0,10005,2:33,
15,2015-11-10,8:00 PM,@,Nashville Predators,5,7,L,,7,5,3,L 2,,26,6,2,3,1,,38,6,1,3,0,16963,2:41,
16,2015-11-12,7:30 PM,,Vancouver Canucks,3,2,W,,8,5,3,W 1,,25,6,2,4,0,,35,8,1,3,0,19229,2:23,
17,2015-11-14,1:00 PM,,New York Rangers,1,2,L,SO,8,5,4,L 1,,23,11,1,3,0,,34,23,1,2,0,19310,2:33,
18,2015-11-16,7:30 PM,,Detroit Red Wings,3,4,L,OT,8,5,5,L 2,,25,4,1,2,0,,37,4,0,2,0,16718,2:36,
19,2015-11-19,7:30 PM,,Columbus Blue Jackets,3,0,W,,9,5,5,W 1,,29,17,1,5,0,,25,32,0,3,0,16925,2:37,
20,2015-11-21,7:00 PM,,Philadelphia Flyers,4,0,W,,10,5,5,W 2,,31,35,0,3,0,,36,33,0,4,0,18578,2:29,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-24,8:30 PM,@,Dallas Stars,7,4,W,,11,5,5,W 3,,20,4,1,3,1,,37,6,0,2,1,18532,2:31,
22,2015-11-25,9:30 PM,@,Colorado Avalanche,5,3,W,,12,5,5,W 4,,29,27,0,1,1,,43,7,1,6,0,16570,2:30,
23,2015-11-28,10:00 PM,@,Arizona Coyotes,3,4,L,,12,6,5,L 1,,38,4,1,3,0,,19,6,0,2,0,12727,2:34,
24,2015-12-01,7:30 PM,,Philadelphia Flyers,2,4,L,,12,7,5,L 2,,25,8,0,2,0,,33,4,0,4,0,17010,2:34,
25,2015-12-03,7:30 PM,,Chicago Blackhawks,4,3,W,OT,13,7,5,W 1,,27,8,2,4,0,,38,6,1,3,0,17171,2:41,
26,2015-12-05,7:00 PM,,New York Islanders,3,2,W,OT,14,7,5,W 2,,29,2,0,3,0,,31,6,1,1,0,17281,2:37,
27,2015-12-06,7:00 PM,@,New York Rangers,1,4,L,,14,8,5,L 1,,24,2,0,2,0,,31,4,2,2,0,18006,2:30,
28,2015-12-08,7:30 PM,@,Florida Panthers,4,2,W,,15,8,5,W 1,,23,8,2,5,1,,27,20,0,4,0,11571,2:21,
29,2015-12-10,7:30 PM,@,Tampa Bay Lightning,1,4,L,,15,9,5,L 1,,31,8,0,3,0,,30,8,1,3,0,19092,2:32,
30,2015-12-12,7:00 PM,@,Montreal Canadiens,1,3,L,,15,10,5,L 2,,26,8,0,2,0,,42,4,0,4,0,21288,2:36,
31,2015-12-14,7:30 PM,,Los Angeles Kings,5,3,W,,16,10,5,W 1,,21,6,0,4,0,,36,6,1,3,0,17829,2:32,
32,2015-12-16,7:00 PM,@,Washington Capitals,1,2,L,,16,11,5,L 1,,27,6,1,3,0,,25,14,0,2,0,18506,2:27,
33,2015-12-18,7:30 PM,,San Jose Sharks,4,2,W,,17,11,5,W 1,,35,8,0,3,0,,33,6,1,4,0,17990,2:34,
34,2015-12-20,5:00 PM,@,Tampa Bay Lightning,2,5,L,,17,12,5,L 1,,25,22,0,5,1,,35,27,2,3,0,19092,2:32,
35,2015-12-22,7:30 PM,@,Florida Panthers,1,2,L,SO,17,12,6,L 2,,16,10,1,2,0,,40,2,0,5,0,14538,2:41,
36,2015-12-27,5:00 PM,,Boston Bruins,3,1,W,,18,12,6,W 1,,22,9,1,2,0,,39,19,0,2,0,20061,2:25,
37,2015-12-29,7:00 PM,@,Boston Bruins,3,7,L,,18,13,6,L 1,,32,58,0,4,0,,37,52,4,7,0,17565,2:47,
38,2015-12-30,7:30 PM,,New Jersey Devils,0,3,L,,18,14,6,L 2,,36,13,0,4,0,,21,13,1,4,1,19825,2:15,
39,2016-01-03,7:00 PM,@,Chicago Blackhawks,0,3,L,,18,15,6,L 3,,26,2,0,2,0,,30,4,0,1,0,22016,2:21,
40,2016-01-04,8:00 PM,@,St. Louis Blues,3,2,W,OT,19,15,6,W 1,,32,11,2,3,0,,38,11,1,3,0,19152,2:39,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-07,7:30 PM,,Florida Panthers,2,3,L,,19,16,6,L 1,,32,6,0,4,0,,16,8,0,4,0,17150,2:25,
42,2016-01-09,7:00 PM,,Boston Bruins,2,1,W,OT,20,16,6,W 1,,40,4,0,2,0,,34,6,0,1,0,19125,2:38,
43,2016-01-10,7:00 PM,@,Washington Capitals,1,7,L,,20,17,6,L 1,,33,8,0,4,0,,36,10,2,3,0,18506,2:32,
44,2016-01-13,10:00 PM,@,Anaheim Ducks,1,4,L,,20,18,6,L 2,,25,16,0,2,0,,38,14,1,3,0,15791,2:26,
45,2016-01-16,4:00 PM,@,Los Angeles Kings,5,3,W,,21,18,6,W 1,,23,6,1,4,0,,33,8,1,3,0,18230,2:29,
46,2016-01-18,10:30 PM,@,San Jose Sharks,4,3,W,SO,22,18,6,W 2,,17,4,1,1,1,,35,2,0,2,0,16619,2:38,
47,2016-01-21,7:00 PM,@,New Jersey Devils,3,6,L,,22,19,6,L 1,,32,4,1,4,0,,20,8,2,2,0,14772,2:29,
48,2016-01-22,7:30 PM,,New York Islanders,2,5,L,,22,20,6,L 2,,30,13,0,2,0,,34,9,1,4,0,18305,2:26,
49,2016-01-24,3:00 PM,,New York Rangers,3,0,W,,23,20,6,W 1,,33,6,0,2,1,,35,4,0,3,0,18940,2:20,
50,2016-01-26,7:30 PM,,Buffalo Sabres,2,3,L,,23,21,6,L 1,,36,11,0,2,0,,22,11,1,2,0,16815,2:36,
51,2016-02-02,7:00 PM,@,Pittsburgh Penguins,5,6,L,,23,22,6,L 2,,23,14,0,1,0,,44,6,2,5,0,18420,2:41,
52,2016-02-04,7:30 PM,,Edmonton Oilers,2,7,L,,23,23,6,L 3,,38,21,1,4,0,,28,23,3,3,0,18564,2:38,
53,2016-02-06,7:00 PM,,Toronto Maple Leafs,6,1,W,,24,23,6,W 1,,25,12,0,3,0,,27,8,0,4,0,19379,2:29,
54,2016-02-08,7:30 PM,,Tampa Bay Lightning,5,1,W,,25,23,6,W 2,,29,13,1,6,0,,32,19,0,3,0,17078,2:25,
55,2016-02-10,7:00 PM,@,Detroit Red Wings,1,3,L,,25,24,6,L 1,,23,4,1,7,0,,29,12,0,2,0,20027,2:28,
56,2016-02-11,7:30 PM,,Colorado Avalanche,3,4,L,,25,25,6,L 2,,29,8,2,4,0,,27,8,3,4,0,17632,2:25,
57,2016-02-13,7:00 PM,@,Columbus Blue Jackets,2,4,L,,25,26,6,L 3,,35,13,1,3,0,,40,15,0,2,0,16164,2:35,
58,2016-02-16,7:30 PM,,Buffalo Sabres,2,1,W,SO,26,26,6,W 1,,26,9,0,2,0,,39,9,0,2,0,15893,2:36,
59,2016-02-18,7:30 PM,,Carolina Hurricanes,4,2,W,,27,26,6,W 2,,22,4,0,4,0,,32,16,1,2,0,16994,2:30,
60,2016-02-20,7:00 PM,,Detroit Red Wings,3,2,W,SO,28,26,6,W 3,,27,6,0,2,0,,31,6,0,2,0,18930,2:44,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-23,9:00 PM,@,Edmonton Oilers,4,1,W,,29,26,6,W 4,,25,8,1,2,0,,32,6,0,3,0,16839,2:20,
62,2016-02-25,10:00 PM,@,Vancouver Canucks,3,5,L,,29,27,6,L 1,,30,10,0,3,1,,36,10,1,3,0,18570,2:29,
63,2016-02-27,10:00 PM,@,Calgary Flames,6,4,W,,30,27,6,W 1,,26,6,1,3,0,,38,6,1,3,0,19289,2:36,
64,2016-03-01,7:30 PM,,St. Louis Blues,3,4,L,SO,30,27,7,L 1,,43,12,1,3,0,,48,10,2,4,0,17207,2:51,
65,2016-03-03,7:30 PM,,Tampa Bay Lightning,1,4,L,,30,28,7,L 2,,34,4,0,4,0,,29,10,0,1,0,17943,2:27,
66,2016-03-05,7:00 PM,@,Toronto Maple Leafs,3,2,W,,31,28,7,W 1,,31,11,0,1,0,,43,7,1,3,0,19339,2:32,
67,2016-03-06,5:00 PM,,Dallas Stars,1,2,L,,31,29,7,L 1,,24,4,0,3,0,,25,6,1,2,0,19419,2:33,
68,2016-03-08,7:00 PM,@,Carolina Hurricanes,3,4,L,SO,31,29,8,L 2,,24,13,0,1,1,,37,11,0,2,1,10743,2:37,
69,2016-03-10,7:30 PM,@,Florida Panthers,2,6,L,,31,30,8,L 3,,28,6,0,2,0,,31,6,0,2,0,15051,2:33,
70,2016-03-12,7:00 PM,,Toronto Maple Leafs,4,0,W,,32,30,8,W 1,,17,10,0,3,0,,29,6,0,4,0,18557,2:27,
71,2016-03-15,7:30 PM,,Minnesota Wild,3,2,W,OT,33,30,8,W 2,,20,11,0,3,0,,25,11,0,3,0,18966,2:34,
72,2016-03-18,7:00 PM,@,Buffalo Sabres,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-19,7:00 PM,,Montreal Canadiens,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-22,7:30 PM,,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-23,7:00 PM,@,New York Islanders,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-26,7:00 PM,,Anaheim Ducks,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-30,7:30 PM,@,Winnipeg Jets,,,,,,,,,,,,,,,,,,,,,,,
78,2016-03-31,8:00 PM,@,Minnesota Wild,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-02,1:00 PM,@,Philadelphia Flyers,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-05,7:30 PM,,Pittsburgh Penguins,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,7:30 PM,,Florida Panthers,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,12:30 PM,@,Boston Bruins,,,,,,,,,,,,,,,,,,,,,,,
