
14,2015-11-07,10:00 PM,@,Calgary Flames,2,5,L,,9,5,0,L 1,,25,6,1,2,0,,31,4,1,3,0,19289,2:31,
15,2015-11-11,7:30 PM,,Montreal Canadiens,4,3,W,SO,10,5,0,W 1,,34,8,0,4,0,,38,6,1,4,0,18455,2:44,
16,2015-11-13,7:00 PM,,Columbus Blue Jackets,1,2,L,,10,6,0,L 1,,29,8,0,6,0,,28,12,1,4,0,18610,2:40,
17,2015-11-14,7:00 PM,@,New Jersey Devils,0,4,L,,10,7,0,L 2,,21,12,0,3,0,,37,8,1,4,0,16514,2:29,
18,2015-11-17,7:30 PM,,Minnesota Wild,4,3,W,,11,7,0,W 1,,29,14,2,6,0,,29,14,2,6,0,18495,2:43,
19,2015-11-19,7:00 PM,,Colorado Avalanche,4,3,W,,12,7,0,W 2,,30,12,1,4,0,,31,10,1,5,0,18430,2:29,
20,2015-11-21,7:00 PM,,San Jose Sharks,1,3,L,,12,8,0,L 1,,39,8,1,6,0,,29,12,0,4,0,18534,2:29,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-25,7:00 PM,,St. Louis Blues,4,3,W,OT,13,8,0,W 1,,34,4,1,4,0,,32,8,1,2,0,18569,2:26,
22,2015-11-27,7:00 PM,@,Columbus Blue Jackets,1,2,L,OT,13,8,1,L 1,,25,17,1,4,0,,43,17,0,4,0,18205,2:43,
23,2015-11-28,7:00 PM,,Edmonton Oilers,2,3,L,SO,13,8,2,L 2,,41,8,1,4,0,,36,8,1,4,0,18656,2:45,
24,2015-12-01,10:30 PM,@,San Jose Sharks,5,1,W,,14,8,2,W 1,,29,8,1,2,0,,34,4,1,3,0,16624,2:27,
25,2015-12-05,4:00 PM,@,Los Angeles Kings,3,5,L,,14,9,2,L 1,,20,6,0,2,0,,37,4,1,3,0,18230,2:28,
26,2015-12-06,8:00 PM,@,Anaheim Ducks,1,2,L,,14,10,2,L 2,,24,4,0,2,0,,25,6,0,1,0,15836,2:29,
27,2015-12-09,10:00 PM,@,Colorado Avalanche,4,2,W,,15,10,2,W 1,,33,8,0,2,0,,26,4,0,5,0,15838,2:29,
28,2015-12-11,7:00 PM,,Los Angeles Kings,2,3,L,SO,15,10,3,L 1,,42,6,0,3,0,,40,8,0,2,0,18489,2:51,
29,2015-12-14,7:00 PM,,Washington Capitals,1,4,L,,15,11,3,L 2,,45,13,0,2,0,,34,9,1,4,0,18520,2:36,
30,2015-12-16,8:00 PM,@,Boston Bruins,0,3,L,,15,12,3,L 3,,34,8,0,3,0,,29,6,1,4,0,17565,2:34,
31,2015-12-18,7:00 PM,,Boston Bruins,2,6,L,,15,13,3,L 4,,32,10,0,5,0,,34,12,1,4,1,18585,2:34,
32,2015-12-19,7:00 PM,,Carolina Hurricanes,1,2,L,,15,14,3,L 5,,38,8,1,2,0,,26,4,2,4,0,18590,2:17,
33,2015-12-21,7:00 PM,,Columbus Blue Jackets,5,2,W,,16,14,3,W 1,,35,16,2,4,0,,24,20,0,3,0,18602,2:35,
34,2015-12-26,8:00 PM,@,Minnesota Wild,3,1,W,,17,14,3,W 2,,32,8,1,3,0,,26,4,0,4,0,19234,2:30,
35,2015-12-27,8:00 PM,@,Winnipeg Jets,0,1,L,,17,15,3,L 1,,30,4,0,2,0,,28,4,0,2,0,15294,2:20,
36,2015-12-30,7:00 PM,,Toronto Maple Leafs,2,3,L,SO,17,15,4,L 2,,41,10,1,5,0,,36,16,0,2,0,18662,2:47,
37,2015-12-31,6:00 PM,@,Detroit Red Wings,5,2,W,,18,15,4,W 1,,37,12,2,3,0,,35,10,0,3,0,20027,2:38,
38,2016-01-02,7:00 PM,,New York Islanders,5,2,W,,19,15,4,W 2,,43,2,2,4,1,,40,8,0,1,0,18665,2:28,
39,2016-01-05,7:00 PM,,Chicago Blackhawks,2,3,L,OT,19,15,5,L 1,,36,4,0,1,0,,30,2,0,2,0,18658,2:28,
40,2016-01-06,8:00 PM,@,Chicago Blackhawks,1,3,L,,19,16,5,L 2,,18,8,1,3,0,,37,8,0,3,0,21908,2:27,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-09,7:00 PM,@,Montreal Canadiens,3,1,W,,20,16,5,W 1,,32,8,1,4,1,,34,8,0,4,0,21288,2:34,
42,2016-01-12,7:00 PM,@,Carolina Hurricanes,2,3,L,OT,20,16,6,L 1,,25,8,0,2,0,,21,6,1,3,0,13012,2:21,
43,2016-01-15,7:30 PM,@,Tampa Bay Lightning,4,5,L,OT,20,16,7,L 2,,40,10,1,4,0,,25,8,2,5,0,19092,2:42,
44,2016-01-17,3:00 PM,,Carolina Hurricanes,5,0,W,,21,16,7,W 1,,32,8,1,4,0,,22,8,0,4,0,18528,2:28,
45,2016-01-18,8:00 PM,@,St. Louis Blues,2,5,L,,21,17,7,L 1,,38,6,0,3,0,,25,8,0,2,0,19312,2:30,
46,2016-01-21,7:00 PM,,Philadelphia Flyers,4,3,W,,22,17,7,W 1,,45,10,2,4,0,,32,8,3,6,0,18652,2:39,
47,2016-01-23,12:30 PM,,Vancouver Canucks,5,4,W,,23,17,7,W 2,,30,2,1,5,0,,32,10,0,1,1,18539,2:18,
48,2016-01-26,7:00 PM,,New Jersey Devils,2,0,W,,24,17,7,W 3,,31,8,1,2,0,,25,4,0,4,0,18442,2:28,
49,2016-02-02,7:00 PM,,Ottawa Senators,6,5,W,,25,17,7,W 4,,44,6,2,5,0,,23,14,0,1,0,18420,2:41,
50,2016-02-05,7:30 PM,@,Tampa Bay Lightning,3,6,L,,25,18,7,L 1,,30,4,0,3,0,,29,6,1,2,1,19092,2:38,
51,2016-02-06,7:00 PM,@,Florida Panthers,3,2,W,OT,26,18,7,W 1,,35,10,1,5,0,,44,10,1,5,1,20295,2:38,
52,2016-02-08,7:00 PM,,Anaheim Ducks,6,2,W,,27,18,7,W 2,,35,4,0,1,0,,38,12,0,2,0,18418,2:34,
53,2016-02-10,8:00 PM,,New York Rangers,0,3,L,,27,19,7,L 1,,34,2,0,2,0,,22,4,0,1,0,18539,2:21,
54,2016-02-12,7:00 PM,@,Carolina Hurricanes,2,1,W,SO,28,19,7,W 1,,26,6,0,1,0,,30,2,0,3,0,15783,2:32,
55,2016-02-15,7:30 PM,@,Florida Panthers,1,2,L,SO,28,19,8,L 1,,32,6,0,2,0,,28,4,0,3,0,15595,2:45,
56,2016-02-18,7:00 PM,,Detroit Red Wings,6,3,W,,29,19,8,W 1,,39,2,0,1,0,,38,2,0,1,0,18584,2:30,
57,2016-02-20,12:30 PM,,Tampa Bay Lightning,2,4,L,,29,20,8,L 1,,39,16,0,4,1,,20,14,0,5,0,18643,2:34,
58,2016-02-21,12:30 PM,@,Buffalo Sabres,4,3,W,,30,20,8,W 1,,31,6,0,4,1,,27,8,2,3,0,19070,2:36,
59,2016-02-24,7:30 PM,@,Boston Bruins,1,5,L,,30,21,8,L 1,,42,5,0,1,0,,29,7,0,0,0,17565,2:26,
60,2016-02-27,3:00 PM,,Winnipeg Jets,4,1,W,,31,21,8,W 1,,33,4,0,1,0,,28,2,1,2,0,18650,2:23,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-29,7:00 PM,,Arizona Coyotes,6,0,W,,32,21,8,W 2,,33,6,1,5,0,,30,10,0,3,0,18435,2:29,
62,2016-03-01,7:30 PM,@,Washington Capitals,2,3,L,,32,22,8,L 1,,30,10,0,2,0,,37,8,1,3,0,18506,2:30,
63,2016-03-03,7:00 PM,,New York Rangers,4,1,W,,33,22,8,W 1,,26,4,1,3,0,,28,6,0,2,0,18492,2:22,
64,2016-03-05,3:00 PM,,Calgary Flames,2,4,L,,33,23,8,L 1,,31,6,0,2,0,,30,4,0,3,0,18663,2:26,
65,2016-03-06,5:00 PM,@,New Jersey Devils,6,1,W,,34,23,8,W 1,,30,10,1,4,0,,18,12,0,3,0,15856,2:27,
66,2016-03-08,7:30 PM,@,New York Islanders,1,2,L,,34,24,8,L 1,,35,10,0,3,0,,27,8,2,4,0,14724,2:34,
67,2016-03-11,7:00 PM,@,Columbus Blue Jackets,3,2,W,,35,24,8,W 1,,31,8,1,3,0,,27,10,0,2,0,18205,2:31,
68,2016-03-13,12:30 PM,@,New York Rangers,5,3,W,,36,24,8,W 2,,33,15,1,3,0,,27,13,1,4,0,18006,2:25,
69,2016-03-15,7:00 PM,,New York Islanders,2,1,W,SO,37,24,8,W 3,,34,8,0,3,0,,26,8,1,3,0,18456,2:41,
70,2016-03-17,7:00 PM,,Carolina Hurricanes,,,,,,,,,,,,,,,,,,,,,,,
71,2016-03-19,1:00 PM,@,Philadelphia Flyers,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-20,6:00 PM,,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-24,7:00 PM,,New Jersey Devils,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-26,2:00 PM,@,Detroit Red Wings,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-27,7:30 PM,@,New York Rangers,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-29,7:00 PM,,Buffalo Sabres,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-31,7:00 PM,,Nashville Predators,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-02,1:00 PM,@,New York Islanders,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-03,5:00 PM,,Philadelphia Flyers,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-05,7:30 PM,@,Ottawa Senators,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,7:00 PM,@,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,3:00 PM,@,Philadelphia Flyers,,,,,,,,,,,,,,,,,,,,,,,
