
14,2015-11-07,7:00 PM,@,Winnipeg Jets,3,0,W,,5,6,3,W 1,,23,17,2,5,0,,28,17,0,5,0,15294,2:27,
15,2015-11-10,7:00 PM,,Colorado Avalanche,0,4,L,,5,7,3,L 1,,25,4,0,1,0,,40,2,1,2,0,18587,2:25,
16,2015-11-12,7:00 PM,,Washington Capitals,2,5,L,,5,8,3,L 2,,20,11,1,4,0,,32,13,2,3,0,19414,2:34,
17,2015-11-14,7:00 PM,@,Carolina Hurricanes,3,2,W,OT,6,8,3,W 1,,19,8,0,1,0,,21,4,1,3,0,13758,2:21,
18,2015-11-17,7:00 PM,,Los Angeles Kings,2,3,L,SO,6,8,4,L 1,,38,4,1,5,0,,40,10,1,2,0,18846,2:36,
19,2015-11-19,7:00 PM,,San Jose Sharks,0,1,L,OT,6,8,5,L 2,,34,8,0,2,0,,21,4,0,4,0,18229,2:37,
20,2015-11-21,7:00 PM,@,Ottawa Senators,0,4,L,,6,9,5,L 3,,36,33,0,4,0,,31,35,0,3,0,18578,2:29,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-23,7:00 PM,,Carolina Hurricanes,3,2,W,OT,7,9,5,W 1,,36,15,2,4,1,,33,13,0,5,0,18636,2:33,
22,2015-11-25,7:30 PM,@,New York Islanders,1,3,L,,7,10,5,L 1,,18,24,1,5,0,,36,20,0,2,1,13027,2:24,
23,2015-11-27,3:30 PM,,Nashville Predators,3,2,W,OT,8,10,5,W 1,,36,9,1,2,0,,35,7,0,2,0,19818,2:41,
24,2015-11-28,1:30 PM,@,New York Rangers,3,0,W,,9,10,5,W 2,,34,19,0,2,0,,24,9,0,2,0,18006,2:19,
25,2015-12-01,7:30 PM,@,Ottawa Senators,4,2,W,,10,10,5,W 3,,33,4,0,4,0,,25,8,0,2,0,17010,2:34,
26,2015-12-04,7:00 PM,@,New Jersey Devils,4,3,W,OT,11,10,5,W 4,,25,17,2,3,0,,18,15,1,4,0,14825,2:34,
27,2015-12-05,7:30 PM,,Columbus Blue Jackets,1,4,L,,11,11,5,L 1,,28,11,0,2,0,,34,9,1,3,0,18202,2:30,
28,2015-12-08,7:00 PM,,New York Islanders,3,4,L,SO,11,11,6,L 2,,46,4,0,2,1,,26,4,1,1,0,18108,2:43,
29,2015-12-10,8:00 PM,@,St. Louis Blues,4,2,W,,12,11,6,W 1,,29,6,0,1,0,,37,4,1,2,0,14428,2:27,
30,2015-12-11,8:30 PM,@,Dallas Stars,1,3,L,,12,12,6,L 1,,20,12,1,2,0,,44,4,0,6,0,18532,2:35,
31,2015-12-15,7:00 PM,,Carolina Hurricanes,4,3,W,OT,13,12,6,W 1,,31,25,0,2,0,,32,11,1,4,0,18205,2:29,
32,2015-12-17,7:00 PM,,Vancouver Canucks,2,0,W,,14,12,6,W 2,,31,10,0,4,0,,36,12,0,3,0,17943,2:33,
33,2015-12-19,7:00 PM,@,Columbus Blue Jackets,2,3,L,SO,14,12,7,L 1,,32,31,0,2,0,,37,13,1,6,0,14030,2:44,
34,2015-12-21,7:00 PM,,St. Louis Blues,4,3,W,,15,12,7,W 1,,31,6,1,3,1,,29,6,1,2,0,19676,2:31,
35,2015-12-27,8:00 PM,@,Anaheim Ducks,2,4,L,,15,13,7,L 1,,26,23,1,5,0,,37,25,2,3,1,17322,2:29,
36,2015-12-30,10:30 PM,@,San Jose Sharks,2,4,L,,15,14,7,L 2,,19,31,0,3,0,,33,15,3,6,0,17562,2:32,
37,2016-01-02,4:00 PM,@,Los Angeles Kings,1,2,L,,15,15,7,L 3,,30,6,1,4,0,,32,8,1,3,0,18230,2:33,
38,2016-01-05,7:30 PM,,Montreal Canadiens,4,3,W,,16,15,7,W 1,,31,8,1,3,0,,24,6,0,4,0,19163,2:37,
39,2016-01-07,8:00 PM,@,Minnesota Wild,4,3,W,OT,17,15,7,W 2,,36,4,0,2,0,,34,6,0,1,0,19125,2:34,
40,2016-01-09,1:00 PM,,New York Islanders,4,0,W,,18,15,7,W 3,,31,11,0,5,0,,20,15,0,3,0,19874,2:25,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-13,8:00 PM,,Boston Bruins,3,2,W,,19,15,7,W 4,,21,9,0,3,0,,32,11,1,2,0,19704,2:22,
42,2016-01-16,1:00 PM,,New York Rangers,2,3,L,SO,19,15,8,L 1,,36,10,1,3,0,,31,8,1,4,0,19843,2:36,
43,2016-01-17,7:30 PM,@,Detroit Red Wings,2,1,W,SO,20,15,8,W 1,,31,18,0,5,0,,30,12,0,4,0,20027,2:39,
44,2016-01-19,7:00 PM,,Toronto Maple Leafs,2,3,L,,20,16,8,L 1,,33,13,1,3,0,,35,13,0,3,0,19319,2:38,
45,2016-01-21,7:00 PM,@,Pittsburgh Penguins,3,4,L,,20,17,8,L 2,,32,8,3,6,0,,45,10,2,4,0,18652,2:39,
46,2016-01-25,7:00 PM,,Boston Bruins,2,3,L,,20,18,8,L 3,,36,8,1,4,0,,31,10,2,4,0,19738,2:36,
47,2016-01-27,8:00 PM,@,Washington Capitals,4,3,W,OT,21,18,8,W 1,,32,4,1,5,0,,30,12,0,2,0,18506,2:38,
48,2016-02-02,7:00 PM,,Montreal Canadiens,4,2,W,,22,18,8,W 2,,36,25,2,4,0,,32,12,1,4,0,19031,2:31,
49,2016-02-04,8:00 PM,@,Nashville Predators,6,3,W,,23,18,8,W 3,,19,14,1,3,0,,40,6,1,7,0,17113,2:27,
50,2016-02-06,1:00 PM,,New York Rangers,2,3,L,SO,23,18,9,L 1,,28,29,1,4,0,,28,19,0,2,0,19819,2:35,
51,2016-02-07,12:00 PM,@,Washington Capitals,2,3,L,,23,19,9,L 2,,35,4,0,5,0,,30,8,0,2,0,18506,2:36,
52,2016-02-09,7:00 PM,,Anaheim Ducks,1,4,L,,23,20,9,L 3,,29,19,1,7,0,,26,23,1,4,0,18717,2:37,
53,2016-02-11,7:00 PM,,Buffalo Sabres,5,1,W,,24,20,9,W 1,,28,25,0,3,0,,42,28,0,6,0,19019,2:24,
54,2016-02-13,1:00 PM,,New Jersey Devils,1,2,L,OT,24,20,10,L 1,,32,8,1,4,0,,24,10,2,2,0,19775,2:31,
55,2016-02-14,7:30 PM,@,New York Rangers,1,3,L,,24,21,10,L 2,,22,22,1,5,0,,30,22,1,4,0,18006,2:36,
56,2016-02-16,7:00 PM,@,New Jersey Devils,6,3,W,,25,21,10,W 1,,26,24,2,4,0,,24,22,1,7,0,15482,2:39,
57,2016-02-19,7:30 PM,@,Montreal Canadiens,2,3,L,SO,25,21,11,L 1,,37,8,0,3,0,,31,6,1,4,0,21288,2:50,
58,2016-02-20,7:00 PM,@,Toronto Maple Leafs,5,4,W,OT,26,21,11,W 1,,28,4,0,1,0,,24,2,0,2,0,19060,2:47,
59,2016-02-23,7:00 PM,@,Carolina Hurricanes,1,3,L,,26,22,11,L 1,,37,6,0,3,0,,18,6,0,3,0,10896,2:23,
60,2016-02-25,7:00 PM,,Minnesota Wild,3,2,W,,27,22,11,W 1,,31,6,1,1,0,,26,2,1,3,0,18631,2:29,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-27,1:00 PM,,Arizona Coyotes,4,2,W,,28,22,11,W 2,,33,13,1,4,0,,31,13,0,4,0,19773,2:30,
62,2016-02-29,7:00 PM,,Calgary Flames,5,3,W,,29,22,11,W 3,,29,10,2,3,0,,32,8,1,4,0,19065,2:37,
63,2016-03-03,7:00 PM,,Edmonton Oilers,0,4,L,,29,23,11,L 1,,35,18,0,7,0,,31,30,0,1,1,18636,2:32,
64,2016-03-05,7:00 PM,,Columbus Blue Jackets,6,0,W,,30,23,11,W 1,,36,20,0,4,0,,19,24,0,2,0,19645,2:23,
65,2016-03-07,7:00 PM,,Tampa Bay Lightning,4,2,W,,31,23,11,W 2,,40,4,1,5,0,,18,10,0,2,0,17906,2:30,
66,2016-03-11,7:30 PM,@,Tampa Bay Lightning,3,1,W,,32,23,11,W 3,,22,4,2,3,0,,19,8,0,1,0,19092,2:20,
67,2016-03-12,7:00 PM,@,Florida Panthers,4,5,L,SO,32,23,12,L 1,,26,6,1,5,0,,29,8,1,3,0,19404,2:50,
68,2016-03-15,7:30 PM,,Detroit Red Wings,4,3,W,,33,23,12,W 1,,46,4,0,6,0,,37,12,0,2,0,19806,2:43,
69,2016-03-16,8:00 PM,@,Chicago Blackhawks,3,2,W,,34,23,12,W 2,,29,6,1,2,0,,26,4,0,3,1,22113,2:20,
70,2016-03-19,1:00 PM,,Pittsburgh Penguins,,,,,,,,,,,,,,,,,,,,,,,
71,2016-03-21,7:30 PM,@,New York Islanders,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-22,7:00 PM,@,Columbus Blue Jackets,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-24,9:00 PM,@,Colorado Avalanche,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-26,10:00 PM,@,Arizona Coyotes,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-28,7:00 PM,,Winnipeg Jets,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-30,8:00 PM,,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
77,2016-04-02,1:00 PM,,Ottawa Senators,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-03,5:00 PM,@,Pittsburgh Penguins,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-06,8:00 PM,@,Detroit Red Wings,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-07,7:00 PM,,Toronto Maple Leafs,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-09,3:00 PM,,Pittsburgh Penguins,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-10,7:00 PM,@,New York Islanders,,,,,,,,,,,,,,,,,,,,,,,
