
13,2015-11-06,7:00 PM,,Detroit Red Wings,1,2,L,OT,2,8,3,L 2,,33,6,0,4,0,,24,8,0,3,0,19680,2:40,
14,2015-11-07,7:00 PM,@,Washington Capitals,2,3,L,SO,2,8,4,L 3,,25,14,1,3,0,,31,10,1,6,0,18506,2:52,
15,2015-11-10,8:30 PM,@,Dallas Stars,3,2,W,,3,8,4,W 1,,30,2,1,1,0,,38,2,0,1,0,18266,2:31,
16,2015-11-12,8:00 PM,@,Nashville Predators,2,1,W,SO,4,8,4,W 2,,23,8,0,3,0,,22,6,1,4,0,17231,2:37,
17,2015-11-14,7:00 PM,,Vancouver Canucks,4,2,W,,5,8,4,W 3,,40,6,1,4,0,,45,10,1,3,0,19798,2:41,
18,2015-11-15,7:00 PM,@,New York Rangers,3,4,L,,5,9,4,L 1,,26,2,0,3,0,,30,6,0,2,0,18006,2:38,
19,2015-11-17,7:30 PM,,Colorado Avalanche,5,1,W,,6,9,4,W 1,,30,8,4,5,1,,35,10,0,4,0,19238,2:25,
20,2015-11-20,7:00 PM,@,Carolina Hurricanes,2,1,W,SO,7,9,4,W 2,,25,8,1,4,0,,34,12,0,2,0,10327,2:52,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-21,7:00 PM,@,Boston Bruins,0,2,L,,7,10,4,L 1,,22,2,0,1,0,,37,2,0,1,0,17565,2:33,
22,2015-11-23,7:30 PM,,Boston Bruins,3,4,L,SO,7,10,5,L 2,,42,10,0,6,0,,29,16,0,3,1,19609,2:58,
23,2015-11-28,7:00 PM,,Washington Capitals,2,4,L,,7,11,5,L 3,,34,6,1,2,0,,23,4,2,3,0,19053,2:25,
24,2015-11-30,7:30 PM,,Edmonton Oilers,3,0,W,,8,11,5,W 1,,26,6,1,3,0,,24,6,0,3,0,19559,2:27,
25,2015-12-02,7:30 PM,@,Winnipeg Jets,1,6,L,,8,12,5,L 1,,33,10,0,3,0,,35,6,1,5,0,15294,2:27,
26,2015-12-03,8:00 PM,@,Minnesota Wild,0,1,L,,8,13,5,L 2,,28,6,0,2,0,,28,4,1,3,0,18880,2:26,
27,2015-12-05,7:00 PM,@,St. Louis Blues,4,1,W,,9,13,5,W 1,,29,11,0,4,0,,28,13,0,2,0,18698,2:31,
28,2015-12-08,7:30 PM,,New Jersey Devils,3,2,W,SO,10,13,5,W 2,,37,10,1,5,0,,27,10,2,5,0,19043,2:46,
29,2015-12-15,7:30 PM,,Tampa Bay Lightning,4,5,L,OT,10,13,6,L 1,,37,6,1,3,0,,27,6,0,3,0,18989,2:38,
30,2015-12-17,7:30 PM,,San Jose Sharks,4,5,L,OT,10,13,7,L 2,,31,6,0,3,0,,44,4,2,3,0,18966,2:41,
31,2015-12-19,7:00 PM,,Los Angeles Kings,5,0,W,,11,13,7,W 1,,34,2,0,0,0,,26,0,0,1,0,19362,2:28,
32,2015-12-21,9:00 PM,@,Colorado Avalanche,7,4,W,,12,13,7,W 2,,22,8,3,3,0,,28,6,1,4,0,16084,2:35,
33,2015-12-22,9:00 PM,@,Arizona Coyotes,2,3,L,,12,14,7,L 1,,39,13,1,2,0,,26,9,0,4,0,12234,2:39,
34,2015-12-27,6:00 PM,@,New York Islanders,3,1,W,,13,14,7,W 1,,38,2,0,2,0,,26,4,0,1,0,15795,2:20,
35,2015-12-29,7:00 PM,,New York Islanders,3,6,L,,13,15,7,L 1,,33,8,0,4,0,,21,8,0,4,0,19899,2:32,
36,2015-12-30,7:00 PM,@,Pittsburgh Penguins,3,2,W,SO,14,15,7,W 1,,36,16,0,2,0,,41,10,1,5,0,18662,2:47,
37,2016-01-02,7:00 PM,,St. Louis Blues,4,1,W,,15,15,7,W 2,,33,4,1,5,0,,40,10,1,1,0,19221,2:37,
38,2016-01-06,10:00 PM,@,Anaheim Ducks,4,0,W,,16,15,7,W 3,,38,13,0,6,0,,39,31,0,2,0,16283,2:35,
39,2016-01-07,10:30 PM,@,Los Angeles Kings,1,2,L,,16,16,7,L 1,,26,19,1,4,0,,41,10,0,2,0,18230,2:35,
40,2016-01-09,7:00 PM,@,San Jose Sharks,0,7,L,,16,17,7,L 2,,28,13,0,3,0,,31,11,0,4,1,17281,2:26,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-13,7:00 PM,,Columbus Blue Jackets,1,3,L,,16,18,7,L 3,,42,4,0,3,0,,22,6,1,2,0,18903,2:32,
42,2016-01-15,7:00 PM,,Chicago Blackhawks,1,4,L,,16,19,7,L 4,,29,12,0,3,0,,29,6,2,6,0,20049,2:30,
43,2016-01-16,7:00 PM,@,Boston Bruins,2,3,L,,16,20,7,L 5,,29,11,0,5,0,,45,17,0,1,0,17565,2:41,
44,2016-01-19,7:00 PM,@,Philadelphia Flyers,3,2,W,,17,20,7,W 1,,35,13,0,3,0,,33,13,1,3,0,19319,2:38,
45,2016-01-21,7:30 PM,,Carolina Hurricanes,0,1,L,OT,17,20,8,L 1,,32,10,0,2,0,,41,6,0,4,0,18981,2:29,
46,2016-01-23,7:00 PM,,Montreal Canadiens,2,3,L,SO,17,20,9,L 2,,19,8,0,2,0,,29,4,0,4,0,19807,2:49,
47,2016-01-26,7:30 PM,@,Florida Panthers,1,5,L,,17,21,9,L 3,,23,22,0,2,0,,27,16,2,5,0,14585,2:31,
48,2016-01-27,7:00 PM,@,Tampa Bay Lightning,0,1,L,,17,22,9,L 4,,30,14,0,3,0,,29,8,1,6,0,19092,2:30,
49,2016-02-02,7:00 PM,@,Boston Bruins,4,3,W,OT,18,22,9,W 1,,35,8,1,3,0,,42,8,0,4,0,17565,2:41,
50,2016-02-04,7:30 PM,,New Jersey Devils,3,2,W,SO,19,22,9,W 2,,39,10,0,4,0,,34,8,1,6,0,18947,3:00,
51,2016-02-06,7:00 PM,@,Ottawa Senators,1,6,L,,19,23,9,L 1,,27,8,0,4,0,,25,12,0,3,0,19379,2:29,
52,2016-02-09,9:00 PM,@,Calgary Flames,3,4,L,,19,24,9,L 2,,36,6,1,3,0,,22,6,1,3,1,19289,2:37,
53,2016-02-11,9:00 PM,@,Edmonton Oilers,2,5,L,,19,25,9,L 3,,36,22,0,5,0,,35,12,1,5,0,16839,2:30,
54,2016-02-13,7:00 PM,@,Vancouver Canucks,5,2,W,,20,25,9,W 1,,38,10,0,4,0,,19,12,0,3,0,18570,2:30,
55,2016-02-15,8:30 PM,@,Chicago Blackhawks,2,7,L,,20,26,9,L 1,,37,14,1,4,0,,32,8,4,7,0,21767,2:26,
56,2016-02-18,7:30 PM,,New York Rangers,2,4,L,,20,27,9,L 2,,37,16,0,5,0,,20,14,1,3,0,18952,2:36,
57,2016-02-20,7:00 PM,,Philadelphia Flyers,4,5,L,OT,20,27,10,L 3,,24,2,0,2,0,,28,4,0,1,0,19060,2:47,
58,2016-02-23,7:30 PM,,Nashville Predators,2,3,L,,20,28,10,L 4,,27,2,1,4,0,,26,8,1,2,0,18844,2:30,
59,2016-02-25,7:30 PM,,Carolina Hurricanes,3,1,W,,21,28,10,W 1,,29,12,1,4,0,,31,12,0,4,0,18862,2:40,
60,2016-02-27,7:00 PM,@,Montreal Canadiens,1,4,L,,21,29,10,L 1,,32,6,0,2,0,,36,4,0,4,0,21288,2:40,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-29,7:30 PM,,Tampa Bay Lightning,1,2,L,,21,30,10,L 2,,32,9,0,2,0,,28,11,0,1,0,18933,2:28,
62,2016-03-02,7:00 PM,@,Washington Capitals,2,3,L,,21,31,10,L 3,,29,10,0,4,0,,23,10,1,4,0,18506,2:32,
63,2016-03-03,7:30 PM,,Minnesota Wild,1,2,L,,21,32,10,L 4,,22,6,0,0,0,,22,0,2,4,0,18915,2:27,
64,2016-03-05,7:00 PM,,Ottawa Senators,2,3,L,,21,33,10,L 5,,43,7,1,3,0,,31,11,0,1,0,19339,2:32,
65,2016-03-07,7:30 PM,,Buffalo Sabres,3,4,L,SO,21,33,11,L 6,,33,14,1,3,0,,27,12,0,4,0,18950,2:50,
66,2016-03-09,7:00 PM,,New York Islanders,4,3,W,SO,22,33,11,W 1,,36,4,2,4,0,,27,10,0,1,0,18889,2:49,
67,2016-03-12,7:00 PM,@,Ottawa Senators,0,4,L,,22,34,11,L 1,,29,6,0,4,0,,17,10,0,3,0,18557,2:27,
68,2016-03-13,7:30 PM,@,Detroit Red Wings,1,0,W,,23,34,11,W 1,,27,6,0,2,0,,38,4,0,3,0,20027,2:40,
69,2016-03-15,7:30 PM,,Tampa Bay Lightning,4,1,W,,24,34,11,W 2,,24,8,0,3,0,,27,10,0,3,0,18874,2:27,
70,2016-03-17,7:30 PM,,Florida Panthers,,,,,,,,,,,,,,,,,,,,,,,
71,2016-03-19,7:00 PM,,Buffalo Sabres,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-21,7:30 PM,,Calgary Flames,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-24,7:30 PM,,Anaheim Ducks,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-26,7:00 PM,,Boston Bruins,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-28,7:30 PM,@,Tampa Bay Lightning,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-29,7:30 PM,@,Florida Panthers,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-31,7:00 PM,@,Buffalo Sabres,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-02,7:00 PM,,Detroit Red Wings,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-04,7:30 PM,,Florida Panthers,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-06,7:00 PM,,Columbus Blue Jackets,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,7:00 PM,@,Philadelphia Flyers,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,7:00 PM,@,New Jersey Devils,,,,,,,,,,,,,,,,,,,,,,,
