
14,2015-11-05,10:30 PM,@,Los Angeles Kings,3,2,W,,4,10,0,W 2,,25,26,1,4,0,,33,26,1,4,0,18230,2:37,
15,2015-11-06,10:00 PM,@,Anaheim Ducks,2,4,L,,4,11,0,L 1,,36,10,0,2,0,,34,8,1,3,0,17174,2:26,
16,2015-11-10,7:00 PM,,Vancouver Canucks,3,5,L,,4,12,0,L 2,,45,8,2,3,1,,30,6,0,3,0,14148,2:27,
17,2015-11-13,7:00 PM,@,Pittsburgh Penguins,2,1,W,,5,12,0,W 1,,28,12,1,4,0,,29,8,0,6,0,18610,2:40,
18,2015-11-14,7:00 PM,,Arizona Coyotes,5,2,W,,6,12,0,W 2,,21,30,2,4,0,,29,38,0,5,0,13702,2:38,
19,2015-11-17,7:00 PM,,St. Louis Blues,3,1,W,,7,12,0,W 3,,38,4,0,4,0,,20,8,0,2,0,12161,2:27,
20,2015-11-19,7:30 PM,@,Ottawa Senators,0,3,L,,7,13,0,L 1,,25,32,0,3,0,,29,17,1,5,0,16925,2:37,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-20,7:00 PM,,Nashville Predators,4,0,W,,8,13,0,W 1,,18,6,0,1,0,,39,2,0,3,0,13584,2:24,
22,2015-11-22,5:00 PM,,San Jose Sharks,3,5,L,,8,14,0,L 1,,31,30,0,3,0,,29,16,1,5,0,13397,2:34,
23,2015-11-25,7:00 PM,@,New Jersey Devils,2,1,W,,9,14,0,W 1,,25,12,0,2,0,,28,6,0,5,0,13567,2:20,
24,2015-11-27,7:00 PM,,Pittsburgh Penguins,2,1,W,OT,10,14,0,W 2,,43,17,0,4,0,,25,17,1,4,0,18205,2:43,
25,2015-11-28,8:00 PM,@,St. Louis Blues,1,3,L,,10,15,0,L 1,,24,6,0,1,0,,32,2,1,3,0,19227,2:22,
26,2015-12-01,7:30 PM,@,Montreal Canadiens,1,2,L,,10,16,0,L 2,,23,13,0,1,0,,26,20,1,4,0,21288,2:28,
27,2015-12-04,7:00 PM,,Florida Panthers,1,2,L,SO,10,16,1,L 3,,23,2,0,4,0,,32,8,0,2,0,14062,2:43,
28,2015-12-05,7:30 PM,@,Philadelphia Flyers,4,1,W,,11,16,1,W 1,,34,9,1,3,0,,28,11,0,2,0,18202,2:30,
29,2015-12-08,7:00 PM,,Los Angeles Kings,2,3,L,OT,11,16,2,L 1,,23,6,1,2,0,,41,4,0,3,0,15633,2:35,
30,2015-12-10,8:00 PM,@,Winnipeg Jets,4,6,L,,11,17,2,L 2,,29,23,1,4,0,,35,15,1,3,0,15294,2:34,
31,2015-12-12,7:00 PM,,New York Islanders,2,3,L,OT,11,17,3,L 3,,30,6,0,0,0,,19,0,1,3,0,12342,2:29,
32,2015-12-14,7:00 PM,,Tampa Bay Lightning,1,2,L,,11,18,3,L 4,,26,7,0,2,0,,29,9,0,2,1,12494,2:27,
33,2015-12-15,8:30 PM,@,Dallas Stars,1,5,L,,11,19,3,L 5,,35,23,1,2,0,,34,21,0,3,0,18232,2:31,
34,2015-12-17,9:00 PM,@,Arizona Coyotes,7,5,W,,12,19,3,W 1,,21,11,0,1,0,,32,7,1,3,0,11120,2:32,
35,2015-12-19,7:00 PM,,Philadelphia Flyers,3,2,W,SO,13,19,3,W 2,,37,13,1,6,0,,32,31,0,2,0,14030,2:44,
36,2015-12-21,7:00 PM,@,Pittsburgh Penguins,2,5,L,,13,20,3,L 1,,24,20,0,3,0,,35,16,2,4,0,18602,2:35,
37,2015-12-26,7:00 PM,@,Tampa Bay Lightning,2,5,L,,13,21,3,L 2,,32,32,0,3,0,,25,13,3,8,0,19092,2:38,
38,2015-12-27,6:00 PM,@,Florida Panthers,2,3,L,,13,22,3,L 3,,17,17,1,4,0,,32,13,0,6,0,16902,2:27,
39,2015-12-29,7:00 PM,,Dallas Stars,6,3,W,,14,22,3,W 1,,33,8,0,2,0,,43,6,0,3,0,15836,2:38,
40,2016-01-02,7:00 PM,,Washington Capitals,5,4,W,SO,15,22,3,W 2,,29,12,2,3,0,,33,6,2,6,0,17170,2:48,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-05,7:00 PM,,Minnesota Wild,2,4,L,,15,23,3,L 1,,31,6,0,1,0,,33,4,0,2,0,12411,2:29,
42,2016-01-08,7:00 PM,@,Carolina Hurricanes,1,4,L,,15,24,3,L 2,,36,13,1,5,0,,29,15,1,4,0,14241,2:36,
43,2016-01-09,7:00 PM,,Carolina Hurricanes,3,4,L,OT,15,24,4,L 3,,24,13,0,2,1,,30,9,1,4,0,16532,2:36,
44,2016-01-12,7:00 PM,@,New York Islanders,2,5,L,,15,25,4,L 4,,20,16,0,6,0,,33,16,1,8,0,13115,2:25,
45,2016-01-13,7:00 PM,@,Toronto Maple Leafs,3,1,W,,16,25,4,W 1,,22,6,1,2,0,,42,4,0,3,0,18903,2:32,
46,2016-01-16,7:00 PM,,Colorado Avalanche,2,1,W,,17,25,4,W 2,,21,4,0,3,0,,30,6,0,3,0,17776,2:28,
47,2016-01-19,7:00 PM,,Washington Capitals,3,6,L,,17,26,4,L 1,,35,11,1,3,0,,28,13,2,2,0,12291,2:28,
48,2016-01-21,7:00 PM,,Calgary Flames,2,4,L,,17,27,4,L 2,,29,2,0,1,0,,27,4,0,0,0,12492,2:12,
49,2016-01-23,7:00 PM,@,Boston Bruins,2,3,L,SO,17,27,5,L 3,,33,8,0,4,0,,34,8,0,5,0,17565,2:44,
50,2016-01-25,7:00 PM,,Montreal Canadiens,5,2,W,,18,27,5,W 1,,25,6,0,2,0,,34,4,1,3,0,11927,2:30,
51,2016-01-26,7:30 PM,@,Montreal Canadiens,5,2,W,,19,27,5,W 2,,26,12,2,3,0,,30,6,1,6,0,21288,2:33,
52,2016-02-02,9:00 PM,@,Edmonton Oilers,1,5,L,,19,28,5,L 1,,37,10,0,5,0,,35,14,2,3,0,16839,2:34,
53,2016-02-04,10:00 PM,@,Vancouver Canucks,2,1,W,SO,20,28,5,W 1,,28,6,1,3,0,,38,4,1,3,0,18199,2:34,
54,2016-02-05,9:00 PM,@,Calgary Flames,2,1,W,,21,28,5,W 2,,18,4,0,0,0,,31,2,0,1,0,19289,2:29,
55,2016-02-09,7:00 PM,,New York Islanders,2,3,L,SO,21,28,6,L 1,,31,4,0,1,0,,46,2,1,2,0,14303,2:51,
56,2016-02-11,7:00 PM,,Anaheim Ducks,4,3,W,SO,22,28,6,W 1,,34,9,1,4,0,,27,13,0,2,0,12117,2:34,
57,2016-02-13,7:00 PM,,Ottawa Senators,4,2,W,,23,28,6,W 2,,40,15,0,2,0,,35,13,1,3,0,16164,2:35,
58,2016-02-16,7:00 PM,,Boston Bruins,1,2,L,OT,23,28,7,L 1,,29,8,0,3,0,,30,6,0,4,0,13140,2:35,
59,2016-02-19,7:00 PM,,Buffalo Sabres,0,4,L,,23,29,7,L 2,,38,28,0,6,0,,35,16,1,5,1,14923,2:27,
60,2016-02-22,7:00 PM,@,Boston Bruins,6,4,W,,24,29,7,W 1,,35,9,2,3,0,,30,21,0,2,0,17565,2:37,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-23,7:30 PM,@,Detroit Red Wings,1,2,L,SO,24,29,8,L 1,,29,2,0,3,0,,28,6,0,1,1,20027,2:32,
62,2016-02-25,7:00 PM,,New Jersey Devils,6,1,W,,25,29,8,W 1,,24,13,1,2,0,,26,9,0,4,0,12590,2:23,
63,2016-02-27,3:00 PM,,Florida Panthers,4,3,W,SO,26,29,8,W 2,,25,17,1,4,0,,31,13,1,6,0,15400,2:55,
64,2016-02-29,7:00 PM,@,New York Rangers,1,2,L,,26,30,8,L 1,,27,7,0,1,0,,23,7,0,1,1,18006,2:26,
65,2016-03-04,7:00 PM,,Edmonton Oilers,6,3,W,,27,30,8,W 1,,27,16,1,3,0,,36,16,1,3,0,15010,2:38,
66,2016-03-05,7:00 PM,@,Philadelphia Flyers,0,6,L,,27,31,8,L 1,,19,24,0,2,0,,36,20,0,4,0,19645,2:23,
67,2016-03-08,7:00 PM,,Detroit Red Wings,5,3,W,,28,31,8,W 1,,32,19,2,5,0,,35,19,1,5,0,14426,2:34,
68,2016-03-11,7:00 PM,,Pittsburgh Penguins,2,3,L,,28,32,8,L 1,,27,10,0,2,0,,31,8,1,3,0,18205,2:31,
69,2016-03-13,3:00 PM,,Tampa Bay Lightning,0,4,L,,28,33,8,L 2,,37,32,0,5,0,,37,14,0,3,2,14701,2:26,
70,2016-03-17,7:00 PM,,Detroit Red Wings,,,,,,,,,,,,,,,,,,,,,,,
71,2016-03-19,7:00 PM,,New Jersey Devils,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-20,5:00 PM,@,New Jersey Devils,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-22,7:00 PM,,Philadelphia Flyers,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-24,7:00 PM,,Carolina Hurricanes,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-26,8:00 PM,@,Nashville Predators,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-28,7:00 PM,@,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-31,7:00 PM,@,New York Islanders,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-02,7:00 PM,@,Carolina Hurricanes,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-04,7:00 PM,,New York Rangers,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-06,7:00 PM,@,Toronto Maple Leafs,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-08,7:00 PM,@,Buffalo Sabres,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,7:00 PM,,Chicago Blackhawks,,,,,,,,,,,,,,,,,,,,,,,
