
14,2015-11-07,4:00 PM,@,Los Angeles Kings,1,4,L,,5,6,3,L 5,,19,2,0,3,0,,35,6,1,1,0,18230,2:32,
15,2015-11-10,7:30 PM,,Calgary Flames,4,3,W,,6,6,3,W 1,,31,7,1,2,0,,28,9,1,1,0,11242,2:24,
16,2015-11-12,7:30 PM,,Buffalo Sabres,2,3,L,,6,7,3,L 1,,38,2,1,3,0,,19,6,1,1,0,11271,2:32,
17,2015-11-14,7:00 PM,@,Tampa Bay Lightning,5,4,W,SO,7,7,3,W 1,,23,18,1,4,0,,28,22,0,2,0,19092,2:53,
18,2015-11-16,7:30 PM,,Tampa Bay Lightning,1,0,W,,8,7,3,W 2,,20,8,0,3,0,,39,8,0,3,0,12067,2:26,
19,2015-11-19,7:30 PM,,Anaheim Ducks,1,3,L,,8,8,3,L 1,,25,11,0,3,0,,41,11,1,3,1,10947,2:30,
20,2015-11-21,7:00 PM,,New York Rangers,4,5,L,OT,8,8,4,L 2,,43,4,2,6,0,,31,14,1,2,0,17866,2:48,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-23,7:30 PM,,Los Angeles Kings,1,3,L,,8,9,4,L 3,,34,8,1,5,0,,32,10,0,4,0,10997,2:33,
22,2015-11-27,7:30 PM,,New York Islanders,3,2,W,SO,9,9,4,W 1,,27,4,0,1,0,,25,6,0,1,0,14598,2:36,
23,2015-11-29,2:00 PM,@,Detroit Red Wings,2,1,W,OT,10,9,4,W 2,,32,14,0,5,0,,29,16,0,4,0,20027,2:38,
24,2015-12-01,8:00 PM,@,St. Louis Blues,3,1,W,,11,9,4,W 3,,23,6,0,1,0,,30,2,0,3,0,15395,2:28,
25,2015-12-03,8:00 PM,@,Nashville Predators,2,1,W,,12,9,4,W 4,,16,6,1,1,0,,33,4,0,2,0,15405,2:26,
26,2015-12-04,7:00 PM,@,Columbus Blue Jackets,2,1,W,SO,13,9,4,W 5,,32,8,0,2,0,,23,2,0,4,0,14062,2:43,
27,2015-12-06,7:00 PM,@,New Jersey Devils,2,4,L,,13,10,4,L 1,,36,10,0,2,0,,18,10,0,2,0,13643,2:28,
28,2015-12-08,7:30 PM,,Ottawa Senators,2,4,L,,13,11,4,L 2,,27,20,0,4,0,,23,8,2,5,1,11571,2:21,
29,2015-12-10,7:30 PM,,Washington Capitals,4,1,W,,14,11,4,W 1,,26,14,1,6,0,,21,25,0,5,0,12810,2:47,
30,2015-12-12,1:00 PM,@,Boston Bruins,1,3,L,,14,12,4,L 1,,27,8,0,1,0,,25,8,1,1,0,17565,2:31,
31,2015-12-15,7:00 PM,@,New York Islanders,5,1,W,,15,12,4,W 1,,16,10,0,3,1,,34,8,0,4,0,13656,2:27,
32,2015-12-17,7:00 PM,@,New Jersey Devils,5,1,W,,16,12,4,W 2,,26,6,1,3,0,,16,6,1,3,0,12512,2:21,
33,2015-12-18,7:00 PM,@,Carolina Hurricanes,2,0,W,,17,12,4,W 3,,18,4,0,3,0,,24,6,0,2,0,10511,2:24,
34,2015-12-20,4:00 PM,,Vancouver Canucks,5,4,W,SO,18,12,4,W 4,,42,4,2,4,0,,34,8,0,2,0,13459,4:31,
35,2015-12-22,7:30 PM,,Ottawa Senators,2,1,W,SO,19,12,4,W 5,,40,2,0,5,0,,16,10,1,2,0,14538,2:41,
36,2015-12-27,6:00 PM,,Columbus Blue Jackets,3,2,W,,20,12,4,W 6,,32,13,0,6,0,,17,17,1,4,0,16902,2:27,
37,2015-12-29,7:30 PM,,Montreal Canadiens,3,1,W,,21,12,4,W 7,,30,13,1,5,0,,30,17,1,3,0,19822,2:29,
38,2016-01-02,7:00 PM,,New York Rangers,3,0,W,,22,12,4,W 8,,20,17,1,4,0,,40,15,0,5,0,20289,2:25,
39,2016-01-03,6:00 PM,,Minnesota Wild,2,1,W,,23,12,4,W 9,,29,8,0,5,0,,40,8,0,4,0,15426,2:33,
40,2016-01-05,7:00 PM,@,Buffalo Sabres,5,1,W,,24,12,4,W 10,,27,12,0,1,0,,32,4,1,5,0,18560,2:27,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-07,7:30 PM,@,Ottawa Senators,3,2,W,,25,12,4,W 11,,16,8,0,4,0,,32,6,0,4,0,17150,2:25,
42,2016-01-10,9:30 PM,@,Edmonton Oilers,2,1,W,,26,12,4,W 12,,14,31,0,0,0,,25,15,0,3,0,16839,2:25,
43,2016-01-11,10:00 PM,@,Vancouver Canucks,2,3,L,OT,26,12,5,L 1,,28,8,0,1,0,,30,0,1,4,0,18570,2:28,
44,2016-01-13,9:30 PM,@,Calgary Flames,0,6,L,,26,13,5,L 2,,15,4,0,2,0,,36,4,0,2,0,18702,2:21,
45,2016-01-17,5:00 PM,@,Tampa Bay Lightning,1,3,L,,26,14,5,L 3,,27,9,0,5,0,,32,15,0,2,0,19092,2:24,
46,2016-01-18,7:30 PM,,Edmonton Oilers,2,4,L,,26,15,5,L 4,,33,7,0,4,0,,24,11,0,1,0,14897,2:27,
47,2016-01-22,7:30 PM,,Chicago Blackhawks,4,0,W,,27,15,5,W 1,,32,11,0,3,0,,27,13,0,2,0,19343,2:21,
48,2016-01-23,7:00 PM,,Tampa Bay Lightning,5,2,W,,28,15,5,W 2,,35,10,1,4,0,,40,6,1,5,0,19626,2:30,
49,2016-01-26,7:30 PM,,Toronto Maple Leafs,5,1,W,,29,15,5,W 3,,27,16,2,5,0,,23,22,0,2,0,14585,2:31,
50,2016-02-02,7:30 PM,@,Washington Capitals,5,2,W,,30,15,5,W 4,,19,16,2,4,0,,38,8,0,8,0,18506,2:35,
51,2016-02-04,7:30 PM,,Detroit Red Wings,6,3,W,,31,15,5,W 5,,33,16,2,4,0,,39,10,2,7,0,16991,2:32,
52,2016-02-06,7:00 PM,,Pittsburgh Penguins,2,3,L,OT,31,15,6,L 1,,44,10,1,5,1,,35,10,1,5,0,20295,2:38,
53,2016-02-08,7:30 PM,@,Detroit Red Wings,0,3,L,,31,16,6,L 2,,23,15,0,5,0,,31,17,1,4,0,20027,2:38,
54,2016-02-09,7:00 PM,@,Buffalo Sabres,7,4,W,,32,16,6,W 1,,35,37,0,1,0,,34,31,2,4,0,18521,2:36,
55,2016-02-12,7:30 PM,,St. Louis Blues,3,5,L,,32,17,6,L 1,,32,4,0,3,0,,28,6,1,1,0,13904,2:28,
56,2016-02-13,7:00 PM,,Nashville Predators,0,5,L,,32,18,6,L 2,,22,14,0,4,0,,28,16,2,3,1,15591,2:32,
57,2016-02-15,7:30 PM,,Pittsburgh Penguins,2,1,W,SO,33,18,6,W 1,,28,4,0,3,0,,32,6,0,2,0,15595,2:45,
58,2016-02-18,7:30 PM,,San Jose Sharks,1,2,L,SO,33,18,7,L 1,,20,8,0,1,0,,18,2,0,4,0,13019,2:37,
59,2016-02-20,7:00 PM,,Winnipeg Jets,3,1,W,,34,18,7,W 1,,32,8,1,4,0,,30,8,1,4,0,16210,2:27,
60,2016-02-25,7:30 PM,,Arizona Coyotes,3,2,W,,35,18,7,W 2,,25,6,1,4,0,,24,10,1,3,0,13134,2:35,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-27,3:00 PM,@,Columbus Blue Jackets,3,4,L,SO,35,18,8,L 1,,31,13,1,6,0,,25,17,1,4,0,15400,2:55,
62,2016-02-28,3:00 PM,@,Minnesota Wild,1,3,L,,35,19,8,L 2,,18,12,1,3,0,,27,10,1,5,0,19093,2:37,
63,2016-03-01,8:00 PM,@,Winnipeg Jets,3,2,W,,36,19,8,W 1,,22,8,1,3,0,,32,6,0,4,0,15294,2:21,
64,2016-03-03,9:00 PM,@,Colorado Avalanche,2,3,L,,36,20,8,L 1,,40,6,0,3,0,,26,6,1,3,0,16194,2:24,
65,2016-03-05,9:00 PM,@,Arizona Coyotes,1,5,L,,36,21,8,L 2,,33,13,0,5,0,,26,17,1,3,1,14825,2:31,
66,2016-03-07,7:30 PM,,Boston Bruins,4,5,L,OT,36,21,9,L 3,,51,23,1,4,0,,32,15,0,2,0,19194,3:00,
67,2016-03-10,7:30 PM,,Ottawa Senators,6,2,W,,37,21,9,W 1,,31,6,0,2,0,,28,6,0,2,0,15051,2:33,
68,2016-03-12,7:00 PM,,Philadelphia Flyers,5,4,W,SO,38,21,9,W 2,,29,8,1,3,0,,26,6,1,5,0,19404,2:50,
69,2016-03-14,7:00 PM,@,New York Islanders,2,3,L,,38,22,9,L 1,,25,21,1,2,0,,28,11,0,2,0,14106,2:18,
70,2016-03-15,7:30 PM,@,Montreal Canadiens,4,1,W,,39,22,9,W 1,,36,14,1,4,0,,28,20,0,0,0,21288,2:31,
71,2016-03-17,7:30 PM,@,Toronto Maple Leafs,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-19,7:00 PM,,Detroit Red Wings,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-21,7:00 PM,@,New York Rangers,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-24,7:00 PM,@,Boston Bruins,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-26,7:00 PM,@,Tampa Bay Lightning,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-29,7:30 PM,,Toronto Maple Leafs,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-31,7:30 PM,,New Jersey Devils,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-02,7:00 PM,,Montreal Canadiens,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-04,7:30 PM,@,Toronto Maple Leafs,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-05,7:30 PM,@,Montreal Canadiens,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,7:30 PM,@,Ottawa Senators,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,7:00 PM,,Carolina Hurricanes,,,,,,,,,,,,,,,,,,,,,,,
