
14,2015-11-05,7:30 PM,@,Montreal Canadiens,1,4,L,,7,4,3,L 1,,18,4,0,3,0,,24,8,1,2,0,21288,2:24,
15,2015-11-08,5:00 PM,,Boston Bruins,1,2,L,,7,5,3,L 2,,37,8,1,7,0,,27,16,1,3,0,13197,2:30,
16,2015-11-10,10:30 PM,@,San Jose Sharks,4,2,W,,8,5,3,W 1,,25,6,0,2,0,,36,6,0,2,0,16558,2:27,
17,2015-11-12,10:30 PM,@,Los Angeles Kings,1,2,L,,8,6,3,L 1,,32,6,0,3,0,,22,6,1,3,0,18230,2:27,
18,2015-11-13,10:00 PM,@,Anaheim Ducks,4,1,W,,9,6,3,W 1,,29,13,0,5,0,,25,17,1,3,0,17174,2:28,
19,2015-11-16,7:00 PM,,Arizona Coyotes,5,2,W,,10,6,3,W 2,,32,6,1,4,0,,33,8,1,3,0,11841,2:24,
20,2015-11-20,7:30 PM,,Montreal Canadiens,3,5,L,,10,7,3,L 1,,36,4,0,3,0,,28,8,0,1,0,15171,2:35,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-22,7:00 PM,@,Montreal Canadiens,2,4,L,,10,8,3,L 2,,23,18,0,5,0,,27,10,3,5,1,21288,2:28,
22,2015-11-25,7:30 PM,,Philadelphia Flyers,3,1,W,,11,8,3,W 1,,36,20,0,2,1,,18,24,1,5,0,13027,2:24,
23,2015-11-27,7:30 PM,@,Florida Panthers,2,3,L,SO,11,8,4,L 1,,25,6,0,1,0,,27,4,0,1,0,14598,2:36,
24,2015-11-28,7:00 PM,@,Tampa Bay Lightning,3,2,W,,12,8,4,W 1,,22,18,2,3,0,,31,16,0,4,0,19092,2:23,
25,2015-11-30,7:00 PM,,Colorado Avalanche,5,3,W,,13,8,4,W 2,,28,6,1,3,0,,28,6,0,3,0,11585,2:26,
26,2015-12-02,8:00 PM,,New York Rangers,2,1,W,SO,14,8,4,W 3,,37,6,1,2,0,,34,6,0,3,0,15795,2:38,
27,2015-12-04,7:30 PM,,St. Louis Blues,2,1,W,SO,15,8,4,W 4,,25,6,0,2,0,,32,6,0,2,0,12873,2:34,
28,2015-12-05,7:00 PM,@,Ottawa Senators,2,3,L,OT,15,8,5,L 1,,31,6,1,1,0,,29,2,0,3,0,17281,2:37,
29,2015-12-08,7:00 PM,@,Philadelphia Flyers,4,3,W,SO,16,8,5,W 1,,26,4,1,1,0,,46,4,0,2,1,18108,2:43,
30,2015-12-12,7:00 PM,@,Columbus Blue Jackets,3,2,W,OT,17,8,5,W 2,,19,0,1,3,0,,30,6,0,0,0,12342,2:29,
31,2015-12-13,5:00 PM,,New Jersey Devils,4,0,W,,18,8,5,W 3,,30,13,0,4,0,,27,25,0,3,0,13259,2:25,
32,2015-12-15,7:00 PM,,Florida Panthers,1,5,L,,18,9,5,L 1,,34,8,0,4,0,,16,10,0,3,1,13656,2:27,
33,2015-12-17,9:00 PM,@,Colorado Avalanche,1,2,L,,18,10,5,L 2,,34,4,1,5,0,,30,8,0,2,0,15811,2:23,
34,2015-12-19,9:00 PM,@,Arizona Coyotes,0,1,L,,18,11,5,L 3,,25,4,0,3,0,,29,6,0,2,0,11878,2:23,
35,2015-12-21,7:00 PM,,Anaheim Ducks,5,2,W,,19,11,5,W 1,,31,9,0,3,0,,29,13,0,1,0,13578,2:26,
36,2015-12-27,6:00 PM,,Toronto Maple Leafs,1,3,L,,19,12,5,L 1,,26,4,0,1,0,,38,2,0,2,0,15795,2:20,
37,2015-12-29,7:00 PM,@,Toronto Maple Leafs,6,3,W,,20,12,5,W 1,,21,8,0,4,0,,33,8,0,4,0,19899,2:32,
38,2015-12-31,6:00 PM,@,Buffalo Sabres,2,1,W,,21,12,5,W 2,,33,8,1,2,0,,43,4,1,4,0,19070,2:27,
39,2016-01-02,7:00 PM,@,Pittsburgh Penguins,2,5,L,,21,13,5,L 1,,40,8,0,1,0,,43,2,2,4,1,18665,2:28,
40,2016-01-03,5:00 PM,,Dallas Stars,6,5,W,,22,13,5,W 1,,44,8,2,7,1,,41,25,1,4,0,14054,2:36,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-07,7:00 PM,,Washington Capitals,1,4,L,,22,14,5,L 1,,35,6,0,2,0,,38,6,0,2,0,14261,2:22,
42,2016-01-09,1:00 PM,@,Philadelphia Flyers,0,4,L,,22,15,5,L 2,,20,15,0,3,0,,31,11,0,5,0,19874,2:25,
43,2016-01-12,7:00 PM,,Columbus Blue Jackets,5,2,W,,23,15,5,W 1,,33,16,1,8,0,,20,16,0,6,0,13115,2:25,
44,2016-01-14,7:00 PM,,New York Rangers,3,1,W,,24,15,5,W 2,,32,8,1,2,0,,35,8,0,3,0,15795,2:22,
45,2016-01-17,4:00 PM,,Vancouver Canucks,1,2,L,SO,24,15,6,L 1,,48,23,0,3,0,,26,10,0,4,0,15795,2:50,
46,2016-01-22,7:30 PM,@,Ottawa Senators,5,2,W,,25,15,6,W 1,,34,9,1,4,0,,30,13,0,2,0,18305,2:26,
47,2016-01-25,7:00 PM,,Detroit Red Wings,2,4,L,,25,16,6,L 1,,29,2,0,2,0,,26,4,1,1,0,12086,2:21,
48,2016-02-02,7:00 PM,,Minnesota Wild,5,3,W,,26,16,6,W 1,,38,6,1,1,0,,43,2,1,4,0,13331,2:39,
49,2016-02-04,7:30 PM,@,Washington Capitals,2,3,L,,26,17,6,L 1,,26,4,0,2,0,,23,4,0,2,0,18506,2:23,
50,2016-02-06,2:00 PM,@,Detroit Red Wings,1,5,L,,26,18,6,L 2,,29,8,1,5,0,,20,12,1,3,0,20027,2:49,
51,2016-02-07,2:30 PM,,Edmonton Oilers,8,1,W,,27,18,6,W 1,,31,18,2,4,0,,31,34,0,1,0,14030,2:35,
52,2016-02-09,7:00 PM,@,Columbus Blue Jackets,3,2,W,SO,28,18,6,W 2,,46,2,1,2,0,,31,4,0,1,0,14303,2:51,
53,2016-02-11,7:00 PM,,Los Angeles Kings,5,2,W,,29,18,6,W 3,,30,6,1,4,1,,30,8,0,3,0,13643,2:29,
54,2016-02-13,7:00 PM,@,Carolina Hurricanes,3,6,L,,29,19,6,L 1,,26,6,1,2,0,,31,6,1,2,0,16520,2:20,
55,2016-02-15,1:00 PM,,Detroit Red Wings,4,1,W,,30,19,6,W 1,,32,8,1,5,0,,29,10,0,4,0,15795,2:21,
56,2016-02-18,7:00 PM,,Washington Capitals,2,3,L,OT,30,19,7,L 1,,22,14,0,2,0,,35,8,1,5,0,15795,2:44,
57,2016-02-19,7:00 PM,@,New Jersey Devils,1,0,W,,31,19,7,W 1,,24,2,0,4,0,,27,21,0,1,0,16514,2:17,
58,2016-02-23,8:00 PM,@,Minnesota Wild,4,1,W,,32,19,7,W 2,,31,10,2,3,1,,31,6,0,5,0,19085,2:33,
59,2016-02-25,9:00 PM,@,Calgary Flames,2,1,W,OT,33,19,7,W 3,,34,19,0,2,0,,32,19,0,2,0,19289,2:34,
60,2016-02-28,9:30 PM,@,Edmonton Oilers,1,3,L,,33,20,7,L 1,,37,0,0,4,0,,26,8,0,1,0,16839,2:23,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-03-01,10:00 PM,@,Vancouver Canucks,3,2,W,,34,20,7,W 1,,24,12,0,1,0,,33,12,1,2,0,18264,2:29,
62,2016-03-03,8:00 PM,@,Winnipeg Jets,4,3,W,OT,35,20,7,W 2,,27,8,0,4,0,,29,8,1,4,0,15294,2:32,
63,2016-03-06,5:00 PM,@,New York Rangers,6,4,W,,36,20,7,W 3,,32,6,1,3,0,,26,6,1,3,0,18006,2:28,
64,2016-03-08,7:30 PM,,Pittsburgh Penguins,2,1,W,,37,20,7,W 4,,27,8,2,4,0,,35,10,0,3,0,14724,2:34,
65,2016-03-09,7:00 PM,@,Toronto Maple Leafs,3,4,L,SO,37,20,8,L 1,,27,10,0,1,0,,36,4,2,4,0,18889,2:49,
66,2016-03-12,1:00 PM,@,Boston Bruins,1,3,L,,37,21,8,L 2,,26,4,0,0,0,,31,2,1,1,0,17565,2:27,
67,2016-03-14,7:00 PM,,Florida Panthers,3,2,W,,38,21,8,W 1,,28,11,0,2,0,,25,21,1,2,0,14106,2:18,
68,2016-03-15,7:00 PM,@,Pittsburgh Penguins,1,2,L,SO,38,21,9,L 1,,26,8,1,3,0,,34,8,0,3,0,18456,2:41,
69,2016-03-17,8:00 PM,@,Nashville Predators,,,,,,,,,,,,,,,,,,,,,,,
70,2016-03-19,8:00 PM,@,Dallas Stars,,,,,,,,,,,,,,,,,,,,,,,
71,2016-03-21,7:30 PM,,Philadelphia Flyers,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-23,7:00 PM,,Ottawa Senators,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-25,7:30 PM,@,Tampa Bay Lightning,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-26,7:00 PM,@,Carolina Hurricanes,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-29,7:00 PM,,Carolina Hurricanes,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-31,7:00 PM,,Columbus Blue Jackets,,,,,,,,,,,,,,,,,,,,,,,
77,2016-04-02,1:00 PM,,Pittsburgh Penguins,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-04,7:00 PM,,Tampa Bay Lightning,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-05,7:00 PM,@,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-07,7:00 PM,@,New York Rangers,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-09,7:30 PM,,Buffalo Sabres,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-10,7:00 PM,,Philadelphia Flyers,,,,,,,,,,,,,,,,,,,,,,,
