
14,2015-11-07,7:00 PM,,Ottawa Senators,3,2,W,OT,6,8,0,W 1,,46,4,1,3,0,,21,6,1,2,0,10005,2:33,
15,2015-11-10,7:00 PM,@,New York Rangers,0,3,L,,6,9,0,L 1,,33,4,0,6,0,,23,12,0,2,0,18006,2:27,
16,2015-11-12,7:00 PM,,Minnesota Wild,2,3,L,OT,6,9,1,L 2,,39,0,1,3,0,,21,6,0,0,0,9511,2:33,
17,2015-11-14,7:00 PM,,Philadelphia Flyers,2,3,L,OT,6,9,2,L 3,,21,4,1,3,0,,19,8,0,1,0,13758,2:21,
18,2015-11-16,7:00 PM,,Anaheim Ducks,1,4,L,,6,10,2,L 4,,25,0,0,3,0,,20,6,0,0,0,9305,2:22,
19,2015-11-20,7:00 PM,,Toronto Maple Leafs,1,2,L,SO,6,10,3,L 5,,34,12,0,2,0,,25,8,1,4,0,10327,2:52,
20,2015-11-22,1:00 PM,,Los Angeles Kings,4,3,W,,7,10,3,W 1,,29,11,2,6,0,,29,17,1,3,0,10154,2:33,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-23,7:00 PM,@,Philadelphia Flyers,2,3,L,OT,7,10,4,L 1,,33,13,0,5,0,,36,15,2,4,1,18636,2:33,
22,2015-11-25,7:00 PM,,Edmonton Oilers,4,1,W,,8,10,4,W 1,,27,8,0,1,0,,31,2,1,4,0,10911,2:18,
23,2015-11-27,7:00 PM,@,Buffalo Sabres,1,4,L,,8,11,4,L 1,,28,4,0,2,0,,21,6,0,1,0,18052,2:18,
24,2015-11-30,7:00 PM,@,New York Rangers,3,4,L,,8,12,4,L 2,,36,10,0,3,0,,22,8,2,4,0,18006,2:26,
25,2015-12-03,7:00 PM,,New Jersey Devils,1,5,L,,8,13,4,L 3,,31,22,0,2,0,,27,18,1,4,0,9254,2:35,
26,2015-12-05,7:00 PM,,Montreal Canadiens,3,2,W,,9,13,4,W 1,,29,8,1,4,0,,38,8,0,4,0,10687,2:36,
27,2015-12-06,5:00 PM,,Arizona Coyotes,5,4,W,,10,13,4,W 2,,18,8,1,4,0,,23,8,1,4,0,9021,2:27,
28,2015-12-08,8:30 PM,@,Dallas Stars,5,6,L,,10,14,4,L 1,,30,4,2,3,0,,20,4,2,3,0,18287,2:34,
29,2015-12-11,10:00 PM,@,Anaheim Ducks,5,1,W,,11,14,4,W 1,,24,9,1,3,0,,32,22,0,1,0,17174,2:27,
30,2015-12-12,9:00 PM,@,Arizona Coyotes,5,4,W,OT,12,14,4,W 2,,33,4,2,3,0,,29,6,0,2,0,12668,2:34,
31,2015-12-15,7:00 PM,@,Philadelphia Flyers,3,4,L,OT,12,14,5,L 1,,32,11,1,4,0,,31,25,0,2,0,18205,2:29,
32,2015-12-18,7:00 PM,,Florida Panthers,0,2,L,,12,15,5,L 2,,24,6,0,2,0,,18,4,0,3,0,10511,2:24,
33,2015-12-19,7:00 PM,@,Pittsburgh Penguins,2,1,W,,13,15,5,W 1,,26,4,2,4,0,,38,8,1,2,0,18590,2:17,
34,2015-12-21,7:00 PM,,Washington Capitals,1,2,L,,13,16,5,L 1,,32,4,0,3,0,,21,4,0,2,0,13228,2:17,
35,2015-12-26,7:00 PM,,New Jersey Devils,3,1,W,,14,16,5,W 1,,25,2,0,1,0,,20,2,0,1,0,11654,2:15,
36,2015-12-27,7:00 PM,@,Chicago Blackhawks,2,1,W,,15,16,5,W 2,,27,6,0,0,0,,36,4,0,1,0,22157,2:22,
37,2015-12-29,7:00 PM,@,New Jersey Devils,2,3,L,,15,17,5,L 1,,28,4,0,1,0,,24,2,0,2,0,16514,2:25,
38,2015-12-31,6:00 PM,,Washington Capitals,4,2,W,,16,17,5,W 1,,37,2,0,3,0,,32,8,0,0,0,14134,2:26,
39,2016-01-02,7:00 PM,,Nashville Predators,1,2,L,OT,16,17,6,L 1,,28,6,0,3,0,,21,6,0,4,1,12149,2:36,
40,2016-01-04,9:00 PM,@,Edmonton Oilers,0,1,L,OT,16,17,7,L 2,,29,4,0,1,0,,27,2,0,2,0,16839,2:24,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-06,10:00 PM,@,Vancouver Canucks,2,3,L,,16,18,7,L 3,,28,10,0,2,1,,21,4,1,5,0,18364,2:23,
42,2016-01-08,7:00 PM,,Columbus Blue Jackets,4,1,W,,17,18,7,W 1,,29,15,1,4,0,,36,13,1,5,0,14241,2:36,
43,2016-01-09,7:00 PM,@,Columbus Blue Jackets,4,3,W,OT,18,18,7,W 2,,30,9,1,4,0,,24,13,0,2,1,16532,2:36,
44,2016-01-12,7:00 PM,,Pittsburgh Penguins,3,2,W,OT,19,18,7,W 3,,21,6,1,3,0,,25,8,0,2,0,13012,2:21,
45,2016-01-14,8:00 PM,@,St. Louis Blues,4,1,W,,20,18,7,W 4,,28,10,1,3,0,,24,8,0,4,0,19282,2:23,
46,2016-01-15,7:00 PM,,Vancouver Canucks,2,3,L,OT,20,18,8,L 1,,40,0,1,3,0,,22,6,0,0,0,11657,2:30,
47,2016-01-17,3:00 PM,@,Pittsburgh Penguins,0,5,L,,20,19,8,L 2,,22,8,0,4,0,,32,8,1,4,0,18528,2:28,
48,2016-01-21,7:30 PM,@,Toronto Maple Leafs,1,0,W,OT,21,19,8,W 1,,41,6,0,4,0,,32,10,0,2,0,18981,2:29,
49,2016-01-22,7:00 PM,,New York Rangers,1,4,L,,21,20,8,L 1,,31,2,0,1,0,,32,2,0,1,0,14102,2:20,
50,2016-01-24,6:00 PM,,Calgary Flames,5,2,W,,22,20,8,W 1,,36,10,1,5,0,,35,10,0,5,0,9934,2:34,
51,2016-01-26,7:30 PM,,Chicago Blackhawks,5,0,W,,23,20,8,W 2,,40,8,0,2,0,,26,4,0,4,0,14588,2:27,
52,2016-02-03,9:30 PM,@,Calgary Flames,1,4,L,,23,21,8,L 1,,29,8,0,5,0,,24,10,2,4,0,18895,2:22,
53,2016-02-05,8:00 PM,@,Winnipeg Jets,5,3,W,,24,21,8,W 1,,29,4,1,4,0,,36,8,1,2,0,15294,2:20,
54,2016-02-07,2:30 PM,@,Montreal Canadiens,1,2,L,SO,24,21,9,L 1,,35,4,0,2,0,,34,4,0,2,0,21288,2:57,
55,2016-02-12,7:00 PM,,Pittsburgh Penguins,1,2,L,SO,24,21,10,L 2,,30,2,0,3,0,,26,6,0,1,0,15783,2:32,
56,2016-02-13,7:00 PM,,New York Islanders,6,3,W,,25,21,10,W 1,,31,6,1,2,0,,26,6,1,2,0,16520,2:20,
57,2016-02-16,7:00 PM,,Winnipeg Jets,2,1,W,,26,21,10,W 2,,29,6,2,5,0,,21,10,0,4,0,10489,2:18,
58,2016-02-18,7:30 PM,@,Ottawa Senators,2,4,L,,26,22,10,L 1,,32,16,1,2,0,,22,4,0,4,0,16994,2:30,
59,2016-02-19,7:00 PM,,San Jose Sharks,5,2,W,,27,22,10,W 1,,37,4,1,2,0,,24,8,0,0,0,11756,2:21,
60,2016-02-21,7:00 PM,,Tampa Bay Lightning,2,4,L,,27,23,10,L 1,,31,10,0,2,1,,18,6,1,4,0,10422,2:20,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-23,7:00 PM,,Philadelphia Flyers,3,1,W,,28,23,10,W 1,,18,6,0,3,0,,37,6,0,3,0,10896,2:23,
62,2016-02-25,7:30 PM,@,Toronto Maple Leafs,1,3,L,,28,24,10,L 1,,31,12,0,4,0,,29,12,1,4,0,18862,2:40,
63,2016-02-26,7:00 PM,,Boston Bruins,1,4,L,,28,25,10,L 2,,40,4,1,3,0,,22,8,0,1,0,17917,2:27,
64,2016-02-28,3:00 PM,,St. Louis Blues,2,5,L,,28,26,10,L 3,,34,4,0,3,0,,40,6,0,2,1,15128,2:30,
65,2016-03-01,7:00 PM,@,New Jersey Devils,3,1,W,,29,26,10,W 1,,19,6,1,2,0,,30,4,0,2,0,14251,2:26,
66,2016-03-05,7:00 PM,@,Tampa Bay Lightning,3,4,L,OT,29,26,11,L 1,,27,8,1,3,0,,30,6,0,4,0,19092,2:31,
67,2016-03-08,7:00 PM,,Ottawa Senators,4,3,W,SO,30,26,11,W 1,,37,11,0,2,1,,24,13,0,1,1,10743,2:37,
68,2016-03-10,7:00 PM,@,Boston Bruins,3,2,W,OT,31,26,11,W 2,,28,4,1,3,0,,32,6,1,2,0,17565,2:34,
69,2016-03-12,1:00 PM,@,Buffalo Sabres,2,3,L,OT,31,26,12,L 1,,30,6,1,3,0,,24,6,0,4,0,19070,2:35,
70,2016-03-15,7:00 PM,@,Washington Capitals,1,2,L,OT,31,26,13,L 2,,26,2,0,2,0,,31,4,0,1,0,18506,2:22,
71,2016-03-17,7:00 PM,@,Pittsburgh Penguins,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-19,2:00 PM,@,Minnesota Wild,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-22,7:00 PM,,Buffalo Sabres,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-24,7:00 PM,@,Columbus Blue Jackets,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-26,7:00 PM,,New York Islanders,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-27,5:00 PM,,New Jersey Devils,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-29,7:00 PM,@,New York Islanders,,,,,,,,,,,,,,,,,,,,,,,
78,2016-03-31,7:00 PM,,New York Rangers,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-02,7:00 PM,,Columbus Blue Jackets,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-05,7:00 PM,@,Boston Bruins,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,7:00 PM,,Montreal Canadiens,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,7:00 PM,@,Florida Panthers,,,,,,,,,,,,,,,,,,,,,,,
