
13,2015-11-06,7:00 PM,@,Toronto Maple Leafs,2,1,W,OT,7,5,1,W 3,,24,8,0,3,0,,33,6,0,4,0,19680,2:40,
14,2015-11-08,3:00 PM,,Dallas Stars,1,4,L,,7,6,1,L 1,,22,6,1,5,0,,26,8,1,3,1,20027,2:31,
15,2015-11-10,7:30 PM,,Washington Capitals,1,0,W,,8,6,1,W 1,,27,6,0,1,0,,38,2,0,3,0,20027,2:21,
16,2015-11-13,7:30 PM,,San Jose Sharks,2,3,L,,8,7,1,L 1,,28,4,0,2,0,,14,6,0,1,0,20027,2:17,
17,2015-11-14,7:00 PM,@,Boston Bruins,1,3,L,,8,8,1,L 2,,23,2,1,3,0,,31,6,0,1,0,17565,2:24,
18,2015-11-16,7:30 PM,@,Ottawa Senators,4,3,W,OT,9,8,1,W 1,,37,4,0,2,0,,25,4,1,2,0,16718,2:36,
19,2015-11-18,8:00 PM,,Washington Capitals,1,2,L,OT,9,8,2,L 1,,26,10,0,2,0,,27,4,1,6,0,20027,2:26,
20,2015-11-20,7:30 PM,,Los Angeles Kings,3,2,W,,10,8,2,W 1,,29,8,1,5,0,,37,10,0,4,1,20027,2:28,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-21,8:00 PM,@,St. Louis Blues,4,3,W,OT,11,8,2,W 2,,32,4,1,2,0,,33,4,0,2,0,18098,2:37,
22,2015-11-25,7:30 PM,,Boston Bruins,2,3,L,OT,11,8,3,L 1,,34,6,0,3,0,,22,6,0,3,0,20027,2:24,
23,2015-11-27,7:30 PM,,Edmonton Oilers,4,3,W,OT,12,8,3,W 1,,32,4,0,2,0,,24,4,1,2,0,20027,2:27,
24,2015-11-29,2:00 PM,,Florida Panthers,1,2,L,OT,12,8,4,L 1,,29,16,0,4,0,,32,14,0,5,0,20027,2:38,
25,2015-12-01,7:30 PM,,Buffalo Sabres,5,4,W,SO,13,8,4,W 1,,46,15,1,2,0,,32,11,2,5,0,20027,2:47,
26,2015-12-03,7:30 PM,,Arizona Coyotes,5,1,W,,14,8,4,W 2,,44,7,0,4,0,,27,13,0,1,0,20027,2:31,
27,2015-12-05,7:00 PM,,Nashville Predators,5,4,W,OT,15,8,4,W 3,,36,10,2,5,0,,32,12,3,4,0,20027,2:39,
28,2015-12-08,7:30 PM,@,Washington Capitals,2,3,L,SO,15,8,5,L 1,,23,10,0,1,0,,40,2,1,5,0,18506,2:41,
29,2015-12-10,7:30 PM,,Montreal Canadiens,3,2,W,,16,8,5,W 1,,29,6,1,6,0,,25,14,0,2,0,20027,2:34,
30,2015-12-11,7:00 PM,@,New Jersey Devils,2,3,L,OT,16,8,6,L 1,,29,6,2,3,0,,38,4,1,4,0,16514,2:34,
31,2015-12-14,7:30 PM,,Buffalo Sabres,1,2,L,,16,9,6,L 2,,33,6,0,2,0,,30,4,0,3,0,20027,2:26,
32,2015-12-18,7:30 PM,,Vancouver Canucks,3,4,L,SO,16,9,7,L 3,,28,6,0,3,0,,40,8,0,2,0,20027,2:44,
33,2015-12-20,7:00 PM,,Calgary Flames,4,2,W,,17,9,7,W 1,,35,8,0,3,0,,28,8,1,3,0,20027,2:25,
34,2015-12-22,7:30 PM,,New Jersey Devils,3,4,L,,17,10,7,L 1,,28,14,2,5,0,,17,16,1,5,0,20027,2:32,
35,2015-12-26,8:00 PM,@,Nashville Predators,3,2,W,,18,10,7,W 1,,23,4,1,3,0,,26,6,0,3,0,17208,2:26,
36,2015-12-28,8:00 PM,@,Minnesota Wild,1,3,L,,18,11,7,L 1,,29,6,0,2,0,,35,6,1,2,0,19110,2:25,
37,2015-12-29,8:00 PM,@,Winnipeg Jets,1,4,L,,18,12,7,L 2,,34,6,1,6,0,,25,12,1,2,1,15294,2:22,
38,2015-12-31,6:00 PM,,Pittsburgh Penguins,2,5,L,,18,13,7,L 3,,35,10,0,3,0,,37,12,2,3,0,20027,2:38,
39,2016-01-02,1:00 PM,@,Buffalo Sabres,4,3,W,,19,13,7,W 1,,23,10,1,2,0,,35,4,2,5,0,19070,2:28,
40,2016-01-04,7:00 PM,@,New Jersey Devils,1,0,W,,20,13,7,W 2,,21,4,0,1,0,,22,2,0,2,0,15547,2:17,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-07,10:30 PM,@,San Jose Sharks,2,1,W,,21,13,7,W 3,,25,8,0,2,0,,36,20,0,3,0,16856,2:29,
42,2016-01-10,8:00 PM,@,Anaheim Ducks,2,1,W,,22,13,7,W 4,,24,4,0,3,0,,31,6,0,2,0,17174,2:26,
43,2016-01-11,10:30 PM,@,Los Angeles Kings,2,4,L,,22,14,7,L 1,,27,6,0,2,0,,31,4,2,3,0,18230,2:23,
44,2016-01-14,9:00 PM,@,Arizona Coyotes,3,2,W,OT,23,14,7,W 1,,25,8,2,3,0,,29,8,1,3,0,12014,2:31,
45,2016-01-17,7:30 PM,,Philadelphia Flyers,1,2,L,SO,23,14,8,L 1,,30,12,0,4,0,,31,18,0,5,0,20027,2:39,
46,2016-01-20,8:00 PM,,St. Louis Blues,1,2,L,,23,15,8,L 2,,30,8,1,3,0,,20,10,0,3,0,20027,2:29,
47,2016-01-22,7:00 PM,@,Buffalo Sabres,3,0,W,,24,15,8,W 1,,45,2,0,4,0,,19,8,0,1,0,18601,2:30,
48,2016-01-23,7:00 PM,,Anaheim Ducks,3,4,L,,24,16,8,L 1,,27,8,0,4,0,,35,8,0,4,0,20027,2:33,
49,2016-01-25,7:00 PM,@,New York Islanders,4,2,W,,25,16,8,W 1,,26,4,1,1,0,,29,2,0,2,0,12086,2:21,
50,2016-02-03,8:00 PM,@,Tampa Bay Lightning,1,3,L,,25,17,8,L 1,,25,10,0,2,0,,23,8,2,3,0,19092,2:26,
51,2016-02-04,7:30 PM,@,Florida Panthers,3,6,L,,25,18,8,L 2,,39,10,2,7,0,,33,16,2,4,0,16991,2:32,
52,2016-02-06,2:00 PM,,New York Islanders,5,1,W,,26,18,8,W 1,,20,12,1,3,0,,29,8,1,5,0,20027,2:49,
53,2016-02-08,7:30 PM,,Florida Panthers,3,0,W,,27,18,8,W 2,,31,17,1,4,0,,23,15,0,5,0,20027,2:38,
54,2016-02-10,7:00 PM,,Ottawa Senators,3,1,W,,28,18,8,W 3,,29,12,0,2,0,,23,4,1,7,0,20027,2:28,
55,2016-02-12,7:30 PM,,Colorado Avalanche,2,3,L,SO,28,18,9,L 1,,45,6,1,5,0,,21,10,0,3,0,20027,2:38,
56,2016-02-14,3:30 PM,,Boston Bruins,6,5,W,,29,18,9,W 1,,35,6,2,5,0,,22,12,0,2,1,20027,2:33,
57,2016-02-15,1:00 PM,@,New York Islanders,1,4,L,,29,19,9,L 1,,29,10,0,4,0,,32,8,1,5,0,15795,2:21,
58,2016-02-18,7:00 PM,@,Pittsburgh Penguins,3,6,L,,29,20,9,L 2,,38,2,0,1,0,,39,2,0,1,0,18584,2:30,
59,2016-02-20,7:00 PM,@,Ottawa Senators,2,3,L,SO,29,20,10,L 3,,31,6,0,2,0,,27,6,0,2,0,18930,2:44,
60,2016-02-21,7:00 PM,@,New York Rangers,0,1,L,OT,29,20,11,L 4,,22,10,0,4,0,,30,10,0,4,0,18006,2:36,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-23,7:30 PM,,Columbus Blue Jackets,2,1,W,SO,30,20,11,W 1,,28,6,0,1,1,,29,2,0,3,0,20027,2:32,
62,2016-02-27,8:00 PM,@,Colorado Avalanche,5,3,W,,31,20,11,W 2,,28,6,0,5,0,,27,12,0,3,0,32767,2:39,
63,2016-02-29,8:30 PM,@,Dallas Stars,3,2,W,OT,32,20,11,W 3,,33,8,1,4,0,,41,8,0,4,0,18532,2:40,
64,2016-03-02,8:00 PM,,Chicago Blackhawks,2,5,L,,32,21,11,L 1,,33,8,1,4,0,,33,10,2,3,0,20027,2:28,
65,2016-03-06,5:00 PM,@,Chicago Blackhawks,1,4,L,,32,22,11,L 2,,34,8,0,3,0,,26,6,2,3,0,22247,2:24,
66,2016-03-08,7:00 PM,@,Columbus Blue Jackets,3,5,L,,32,23,11,L 3,,35,19,1,5,0,,32,19,2,5,0,14426,2:34,
67,2016-03-10,7:30 PM,,Winnipeg Jets,3,2,W,,33,23,11,W 1,,35,12,0,3,0,,25,20,0,4,0,20027,2:29,
68,2016-03-12,2:00 PM,,New York Rangers,3,2,W,OT,34,23,11,W 2,,43,8,1,4,0,,25,10,1,3,0,20027,2:37,
69,2016-03-13,7:30 PM,,Toronto Maple Leafs,0,1,L,,34,24,11,L 1,,38,4,0,3,0,,27,6,0,2,0,20027,2:40,
70,2016-03-15,7:30 PM,@,Philadelphia Flyers,3,4,L,,34,25,11,L 2,,37,12,0,2,0,,46,4,0,6,0,19806,2:43,
71,2016-03-17,7:00 PM,@,Columbus Blue Jackets,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-19,7:00 PM,@,Florida Panthers,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-22,7:30 PM,@,Tampa Bay Lightning,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-24,7:30 PM,,Montreal Canadiens,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-26,2:00 PM,,Pittsburgh Penguins,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-28,7:30 PM,,Buffalo Sabres,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-29,7:30 PM,@,Montreal Canadiens,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-01,7:30 PM,,Minnesota Wild,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-02,7:00 PM,@,Toronto Maple Leafs,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-06,8:00 PM,,Philadelphia Flyers,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,7:00 PM,@,Boston Bruins,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,12:30 PM,@,New York Rangers,,,,,,,,,,,,,,,,,,,,,,,
