
14,2015-11-08,5:00 PM,,Vancouver Canucks,4,3,W,OT,8,5,1,W 2,,28,49,1,5,1,,31,34,0,6,0,14896,2:54,
15,2015-11-10,7:00 PM,,St. Louis Blues,0,2,L,,8,6,1,L 1,,24,6,0,1,0,,28,4,0,2,0,13310,2:18,
16,2015-11-12,8:30 PM,@,Chicago Blackhawks,3,2,W,,9,6,1,W 1,,22,10,1,3,0,,29,6,1,5,0,21568,2:18,
17,2015-11-14,7:00 PM,,Pittsburgh Penguins,4,0,W,,10,6,1,W 2,,37,8,1,4,0,,21,12,0,3,0,16514,2:29,
18,2015-11-17,9:00 PM,@,Calgary Flames,2,3,L,,10,7,1,L 1,,20,8,1,3,0,,30,6,0,4,0,19289,2:27,
19,2015-11-20,9:00 PM,@,Edmonton Oilers,1,5,L,,10,8,1,L 2,,20,12,1,4,0,,27,8,1,6,0,16839,2:22,
20,2015-11-22,10:00 PM,@,Vancouver Canucks,3,2,W,,11,8,1,W 1,,22,16,1,5,0,,38,10,1,8,1,18268,2:35,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-25,7:00 PM,,Columbus Blue Jackets,1,2,L,,11,9,1,L 1,,28,6,0,5,0,,25,12,0,2,0,13567,2:20,
22,2015-11-27,7:00 PM,,Montreal Canadiens,2,3,L,SO,11,9,2,L 2,,27,8,1,4,0,,27,8,0,4,0,16514,2:46,
23,2015-11-28,7:00 PM,@,Montreal Canadiens,3,2,W,OT,12,9,2,W 1,,31,4,0,2,0,,32,4,1,2,0,21288,2:39,
24,2015-12-01,7:00 PM,,Colorado Avalanche,1,2,L,,12,10,2,L 1,,28,13,0,2,0,,25,11,0,3,0,14019,2:25,
25,2015-12-03,7:00 PM,@,Carolina Hurricanes,5,1,W,,13,10,2,W 1,,27,18,1,4,0,,31,22,0,2,0,9254,2:35,
26,2015-12-04,7:00 PM,,Philadelphia Flyers,3,4,L,OT,13,10,3,L 1,,18,15,1,4,0,,25,17,2,3,0,14825,2:34,
27,2015-12-06,7:00 PM,,Florida Panthers,4,2,W,,14,10,3,W 1,,18,10,0,2,0,,36,10,0,2,0,13643,2:28,
28,2015-12-08,7:30 PM,@,Toronto Maple Leafs,2,3,L,SO,14,10,4,L 1,,27,10,2,5,0,,37,10,1,5,0,19043,2:46,
29,2015-12-11,7:00 PM,,Detroit Red Wings,3,2,W,OT,15,10,4,W 1,,38,4,1,4,0,,29,6,2,3,0,16514,2:34,
30,2015-12-13,5:00 PM,@,New York Islanders,0,4,L,,15,11,4,L 1,,27,25,0,3,0,,30,13,0,4,0,13259,2:25,
31,2015-12-15,7:00 PM,@,Buffalo Sabres,2,0,W,,16,11,4,W 1,,21,6,0,1,0,,25,2,0,3,0,18297,2:22,
32,2015-12-17,7:00 PM,,Florida Panthers,1,5,L,,16,12,4,L 1,,16,6,1,3,0,,26,6,1,3,0,12512,2:21,
33,2015-12-19,7:00 PM,,Anaheim Ducks,1,2,L,,16,13,4,L 2,,22,0,0,2,0,,18,4,0,0,0,16514,2:20,
34,2015-12-20,5:00 PM,@,Boston Bruins,1,2,L,SO,16,13,5,L 3,,30,6,0,2,0,,39,8,0,1,0,17565,2:43,
35,2015-12-22,7:30 PM,@,Detroit Red Wings,4,3,W,,17,13,5,W 1,,17,16,1,5,0,,28,14,2,5,0,20027,2:32,
36,2015-12-26,7:00 PM,@,Carolina Hurricanes,1,3,L,,17,14,5,L 1,,20,2,0,1,0,,25,2,0,1,0,11654,2:15,
37,2015-12-29,7:00 PM,,Carolina Hurricanes,3,2,W,,18,14,5,W 1,,24,2,0,2,0,,28,4,0,1,0,16514,2:25,
38,2015-12-30,7:30 PM,@,Ottawa Senators,3,0,W,,19,14,5,W 2,,21,13,1,4,1,,36,13,0,4,0,19825,2:15,
39,2016-01-02,7:00 PM,,Dallas Stars,3,2,W,OT,20,14,5,W 3,,30,6,1,4,0,,31,8,0,3,0,16514,2:31,
40,2016-01-04,7:00 PM,,Detroit Red Wings,0,1,L,,20,15,5,L 1,,22,2,0,2,0,,21,4,0,1,0,15547,2:17,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-06,7:00 PM,@,Montreal Canadiens,1,2,L,,20,16,5,L 2,,20,4,0,3,0,,25,6,1,3,1,21288,2:30,
42,2016-01-08,7:00 PM,,Boston Bruins,1,4,L,,20,17,5,L 3,,20,13,0,2,0,,31,11,1,3,0,16514,2:18,
43,2016-01-10,8:00 PM,@,Minnesota Wild,2,1,W,,21,17,5,W 1,,17,9,0,2,0,,18,11,0,1,0,19028,2:19,
44,2016-01-12,8:00 PM,@,St. Louis Blues,2,5,L,,21,18,5,L 1,,24,30,0,3,0,,37,23,2,6,0,17951,2:39,
45,2016-01-14,9:00 PM,@,Colorado Avalanche,0,3,L,,21,19,5,L 2,,27,4,0,3,0,,26,6,0,2,1,15636,2:19,
46,2016-01-16,2:00 PM,@,Arizona Coyotes,2,0,W,,22,19,5,W 1,,16,17,0,2,0,,38,11,0,5,0,11745,2:25,
47,2016-01-19,7:00 PM,,Calgary Flames,4,2,W,,23,19,5,W 2,,26,8,0,2,0,,28,4,2,4,0,14319,2:22,
48,2016-01-21,7:00 PM,,Ottawa Senators,6,3,W,,24,19,5,W 3,,20,8,2,2,0,,32,4,1,4,0,14772,2:29,
49,2016-01-23,7:00 PM,@,Winnipeg Jets,3,1,W,,25,19,5,W 4,,16,2,1,2,0,,23,4,1,1,0,15294,2:21,
50,2016-01-26,7:00 PM,@,Pittsburgh Penguins,0,2,L,,25,20,5,L 1,,25,4,0,4,0,,31,8,1,2,0,18442,2:28,
51,2016-02-02,7:00 PM,,New York Rangers,3,2,W,,26,20,5,W 1,,25,8,2,2,0,,33,4,0,4,0,16514,2:29,
52,2016-02-04,7:30 PM,@,Toronto Maple Leafs,2,3,L,SO,26,20,6,L 1,,34,8,1,6,0,,39,10,0,4,0,18947,3:00,
53,2016-02-06,1:00 PM,,Washington Capitals,2,3,L,SO,26,20,7,L 2,,24,6,1,2,0,,29,4,0,3,0,16514,2:34,
54,2016-02-08,7:00 PM,@,New York Rangers,1,2,L,,26,21,7,L 3,,28,10,0,0,1,,37,10,0,5,0,18006,2:29,
55,2016-02-09,8:00 PM,,Edmonton Oilers,2,1,W,,27,21,7,W 1,,26,11,2,5,0,,20,15,0,3,0,16514,2:24,
56,2016-02-13,1:00 PM,@,Philadelphia Flyers,2,1,W,OT,28,21,7,W 2,,24,10,2,2,0,,32,8,1,4,0,19775,2:31,
57,2016-02-14,12:30 PM,,Los Angeles Kings,1,0,W,,29,21,7,W 3,,18,2,1,3,0,,28,6,0,1,0,16514,2:24,
58,2016-02-16,7:00 PM,,Philadelphia Flyers,3,6,L,,29,22,7,L 1,,24,22,1,7,0,,26,24,2,4,0,15482,2:39,
59,2016-02-19,7:00 PM,,New York Islanders,0,1,L,,29,23,7,L 2,,27,21,0,1,0,,24,2,0,4,0,16514,2:17,
60,2016-02-20,7:00 PM,@,Washington Capitals,3,4,L,,29,24,7,L 3,,24,4,0,1,0,,32,2,0,3,0,18506,2:26,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-23,7:00 PM,,New York Rangers,5,2,W,,30,24,7,W 1,,36,9,1,3,0,,19,23,0,0,0,16514,2:32,
62,2016-02-25,7:00 PM,@,Columbus Blue Jackets,1,6,L,,30,25,7,L 1,,26,9,0,4,0,,24,13,1,2,0,12590,2:23,
63,2016-02-26,7:00 PM,,Tampa Bay Lightning,0,4,L,,30,26,7,L 2,,21,24,0,1,0,,36,4,0,6,0,15968,2:33,
64,2016-03-01,7:00 PM,,Carolina Hurricanes,1,3,L,,30,27,7,L 3,,30,4,0,2,0,,19,6,1,2,0,14251,2:26,
65,2016-03-03,8:00 PM,@,Nashville Predators,5,4,W,OT,31,27,7,W 1,,33,4,3,3,0,,34,6,2,2,0,17113,2:50,
66,2016-03-04,8:30 PM,@,Dallas Stars,2,4,L,,31,28,7,L 1,,20,11,0,3,0,,25,11,0,3,1,18117,2:31,
67,2016-03-06,5:00 PM,,Pittsburgh Penguins,1,6,L,,31,29,7,L 2,,18,12,0,3,0,,30,10,1,4,0,15856,2:27,
68,2016-03-10,10:30 PM,@,San Jose Sharks,3,0,W,,32,29,7,W 1,,16,6,0,1,0,,30,2,0,3,0,16234,2:22,
69,2016-03-12,10:30 PM,@,Los Angeles Kings,2,1,W,OT,33,29,7,W 2,,24,10,0,1,0,,23,2,0,5,0,18412,2:30,
70,2016-03-14,10:00 PM,@,Anaheim Ducks,1,7,L,,33,30,7,L 1,,25,6,0,3,0,,27,6,1,3,0,15423,2:33,
71,2016-03-17,7:00 PM,,Minnesota Wild,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-19,7:00 PM,@,Columbus Blue Jackets,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-20,5:00 PM,,Columbus Blue Jackets,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-24,7:00 PM,@,Pittsburgh Penguins,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-25,7:00 PM,,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-27,5:00 PM,@,Carolina Hurricanes,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-29,7:00 PM,,Boston Bruins,,,,,,,,,,,,,,,,,,,,,,,
78,2016-03-31,7:30 PM,@,Florida Panthers,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-02,7:00 PM,@,Tampa Bay Lightning,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-05,7:00 PM,,Buffalo Sabres,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,7:00 PM,,Tampa Bay Lightning,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,7:00 PM,,Toronto Maple Leafs,,,,,,,,,,,,,,,,,,,,,,,
