
14,2015-11-05,9:00 PM,,Philadelphia Flyers,2,1,W,OT,4,9,1,W 1,,30,4,0,2,0,,27,2,0,2,0,19289,2:33,
15,2015-11-07,10:00 PM,,Pittsburgh Penguins,5,2,W,,5,9,1,W 2,,31,4,1,3,0,,25,6,1,2,0,19289,2:31,
16,2015-11-10,7:30 PM,@,Florida Panthers,3,4,L,,5,10,1,L 1,,28,9,1,1,0,,31,7,1,2,0,11242,2:24,
17,2015-11-12,7:30 PM,@,Tampa Bay Lightning,1,3,L,,5,11,1,L 2,,31,4,1,4,0,,29,8,1,2,0,19092,2:40,
18,2015-11-13,7:00 PM,@,Washington Capitals,3,2,W,OT,6,11,1,W 1,,29,9,0,2,0,,36,9,0,2,0,18506,2:35,
19,2015-11-15,8:30 PM,@,Chicago Blackhawks,1,4,L,,6,12,1,L 1,,26,2,0,2,0,,41,4,0,1,0,21629,2:23,
20,2015-11-17,9:00 PM,,New Jersey Devils,3,2,W,,7,12,1,W 1,,30,6,0,4,0,,20,8,1,3,0,19289,2:27,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-20,9:00 PM,,Chicago Blackhawks,2,1,W,OT,8,12,1,W 2,,37,6,0,2,0,,19,4,1,3,0,19289,2:32,
22,2015-11-24,10:00 PM,@,Anaheim Ducks,3,5,L,,8,13,1,L 1,,25,9,0,2,0,,32,9,2,2,0,15688,2:32,
23,2015-11-27,9:00 PM,@,Arizona Coyotes,1,2,L,OT,8,13,2,L 2,,26,6,1,6,0,,21,14,0,2,0,11495,2:32,
24,2015-11-28,10:00 PM,@,San Jose Sharks,2,5,L,,8,14,2,L 3,,27,9,0,3,0,,29,11,2,2,0,17283,2:21,
25,2015-12-01,9:00 PM,,Dallas Stars,4,3,W,SO,9,14,2,W 1,,32,4,0,3,0,,29,6,0,2,0,19237,2:32,
26,2015-12-04,9:00 PM,,Boston Bruins,5,4,W,OT,10,14,2,W 2,,37,4,0,4,0,,38,10,0,1,1,19289,2:41,
27,2015-12-08,9:00 PM,,San Jose Sharks,4,2,W,,11,14,2,W 3,,33,8,1,7,0,,33,14,1,3,0,19289,2:39,
28,2015-12-10,9:00 PM,,Buffalo Sabres,4,3,W,,12,14,2,W 4,,32,6,0,2,0,,30,4,2,3,0,18565,2:33,
29,2015-12-12,10:00 PM,,New York Rangers,5,4,W,OT,13,14,2,W 5,,27,10,0,3,0,,29,6,1,5,0,19289,2:32,
30,2015-12-15,8:00 PM,@,Nashville Predators,2,1,W,OT,14,14,2,W 6,,21,4,0,4,0,,22,8,0,2,0,15431,2:26,
31,2015-12-17,8:30 PM,@,Dallas Stars,3,1,W,,15,14,2,W 7,,27,11,0,3,0,,36,11,0,3,1,18410,2:25,
32,2015-12-19,3:00 PM,@,St. Louis Blues,2,3,L,,15,15,2,L 1,,38,5,0,4,0,,22,13,0,0,0,18163,2:33,
33,2015-12-20,7:00 PM,@,Detroit Red Wings,2,4,L,,15,16,2,L 2,,28,8,1,3,0,,35,8,0,3,0,20027,2:25,
34,2015-12-22,9:00 PM,,Winnipeg Jets,4,1,W,,16,16,2,W 1,,33,2,1,5,0,,20,10,0,1,0,19289,2:35,
35,2015-12-27,9:00 PM,,Edmonton Oilers,5,3,W,,17,16,2,W 2,,37,2,2,3,1,,31,6,0,1,0,19289,2:26,
36,2015-12-29,9:00 PM,,Anaheim Ducks,0,1,L,,17,17,2,L 1,,14,13,0,3,0,,21,25,0,2,0,19289,2:18,
37,2015-12-31,9:00 PM,,Los Angeles Kings,1,4,L,,17,18,2,L 2,,24,7,0,4,0,,24,13,1,1,0,19289,2:25,
38,2016-01-02,10:00 PM,@,Colorado Avalanche,4,0,W,,18,18,2,W 1,,34,4,1,7,0,,26,14,0,2,0,18087,2:26,
39,2016-01-05,9:00 PM,,Tampa Bay Lightning,3,1,W,,19,18,2,W 2,,24,0,0,1,0,,31,2,0,0,0,18966,2:21,
40,2016-01-07,9:00 PM,,Arizona Coyotes,1,2,L,,19,19,2,L 1,,26,6,1,3,0,,33,6,1,3,0,19272,2:27,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-11,9:00 PM,,San Jose Sharks,4,5,L,,19,20,2,L 2,,35,7,3,4,0,,18,13,1,1,0,19227,2:41,
42,2016-01-13,9:30 PM,,Florida Panthers,6,0,W,,20,20,2,W 1,,36,4,0,2,0,,15,4,0,2,0,18702,2:21,
43,2016-01-16,10:00 PM,@,Edmonton Oilers,1,2,L,SO,20,20,3,L 1,,32,2,0,5,0,,37,10,0,1,0,16839,2:45,
44,2016-01-19,7:00 PM,@,New Jersey Devils,2,4,L,,20,21,3,L 2,,28,4,2,4,0,,26,8,0,2,0,14319,2:22,
45,2016-01-21,7:00 PM,@,Columbus Blue Jackets,4,2,W,,21,21,3,W 1,,27,4,0,0,0,,29,2,0,1,0,12492,2:12,
46,2016-01-24,6:00 PM,@,Carolina Hurricanes,2,5,L,,21,22,3,L 1,,35,10,0,5,0,,36,10,1,5,0,9934,2:34,
47,2016-01-25,8:30 PM,@,Dallas Stars,1,2,L,,21,23,3,L 2,,24,6,0,5,0,,30,12,0,2,0,18532,2:25,
48,2016-01-27,9:30 PM,,Nashville Predators,1,2,L,,21,24,3,L 3,,27,6,0,4,0,,24,8,1,4,0,19289,2:30,
49,2016-02-03,9:30 PM,,Carolina Hurricanes,4,1,W,,22,24,3,W 1,,24,10,2,4,0,,29,8,0,5,0,18895,2:22,
50,2016-02-05,9:00 PM,,Columbus Blue Jackets,1,2,L,,22,25,3,L 1,,31,2,0,1,0,,18,4,0,0,0,19289,2:29,
51,2016-02-06,10:00 PM,@,Vancouver Canucks,4,1,W,,23,25,3,W 1,,30,7,0,2,0,,35,9,0,1,0,18570,2:19,
52,2016-02-09,9:00 PM,,Toronto Maple Leafs,4,3,W,,24,25,3,W 2,,22,6,1,3,1,,36,6,1,3,0,19289,2:37,
53,2016-02-11,10:30 PM,@,San Jose Sharks,6,5,W,SO,25,25,3,W 3,,22,16,2,5,0,,42,10,3,9,0,16854,2:51,
54,2016-02-12,9:00 PM,@,Arizona Coyotes,1,4,L,,25,26,3,L 1,,27,18,0,5,0,,35,16,3,7,0,13643,2:35,
55,2016-02-15,4:00 PM,,Anaheim Ducks,4,6,L,,25,27,3,L 2,,37,8,2,5,0,,28,10,3,3,0,19289,2:32,
56,2016-02-17,10:00 PM,,Minnesota Wild,3,5,L,,25,28,3,L 3,,28,6,1,5,0,,24,10,1,3,1,19289,2:28,
57,2016-02-19,9:00 PM,,Vancouver Canucks,5,2,W,,26,28,3,W 1,,33,14,0,2,0,,28,14,0,2,0,19289,2:27,
58,2016-02-21,7:00 PM,@,Anaheim Ducks,2,5,L,,26,29,3,L 1,,24,12,1,5,0,,33,14,2,5,0,17174,2:31,
59,2016-02-23,10:30 PM,@,Los Angeles Kings,1,2,L,,26,30,3,L 2,,23,10,1,2,0,,37,6,1,4,0,18230,2:38,
60,2016-02-25,9:00 PM,,New York Islanders,1,2,L,OT,26,30,4,L 3,,32,19,0,2,0,,34,19,0,2,0,19289,2:34,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-27,10:00 PM,,Ottawa Senators,4,6,L,,26,31,4,L 4,,38,6,1,3,0,,26,6,1,3,0,19289,2:36,
62,2016-02-29,7:00 PM,@,Philadelphia Flyers,3,5,L,,26,32,4,L 5,,32,8,1,4,0,,29,10,2,3,0,19065,2:37,
63,2016-03-01,7:00 PM,@,Boston Bruins,1,2,L,,26,33,4,L 6,,25,8,0,4,0,,25,8,1,5,0,17565,2:28,
64,2016-03-03,7:00 PM,@,Buffalo Sabres,3,6,L,,26,34,4,L 7,,29,16,1,3,0,,35,6,1,8,1,18651,2:31,
65,2016-03-05,3:00 PM,@,Pittsburgh Penguins,4,2,W,,27,34,4,W 1,,30,4,0,3,0,,31,6,0,2,0,18663,2:26,
66,2016-03-07,9:00 PM,,San Jose Sharks,1,2,L,OT,27,34,5,L 1,,48,19,1,7,0,,23,21,0,1,0,18740,2:26,
67,2016-03-09,9:30 PM,,Nashville Predators,3,2,W,OT,28,34,5,W 1,,34,4,0,3,0,,26,8,0,2,0,19289,2:29,
68,2016-03-11,9:00 PM,,Arizona Coyotes,1,4,L,,28,35,5,L 1,,25,8,0,3,1,,26,6,1,4,1,19289,2:26,
69,2016-03-14,9:00 PM,,St. Louis Blues,7,4,W,,29,35,5,W 1,,32,8,1,3,2,,35,6,1,4,0,19107,2:43,
70,2016-03-16,10:00 PM,,Winnipeg Jets,4,1,W,,30,35,5,W 2,,21,9,1,3,0,,29,11,0,2,0,18929,2:31,
71,2016-03-18,9:00 PM,,Colorado Avalanche,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-20,7:00 PM,@,Montreal Canadiens,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-21,7:30 PM,@,Toronto Maple Leafs,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-24,8:00 PM,@,Minnesota Wild,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-26,10:00 PM,,Chicago Blackhawks,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-28,10:00 PM,@,Arizona Coyotes,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-30,10:00 PM,@,Anaheim Ducks,,,,,,,,,,,,,,,,,,,,,,,
78,2016-03-31,10:30 PM,@,Los Angeles Kings,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-02,10:00 PM,@,Edmonton Oilers,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-05,9:00 PM,,Los Angeles Kings,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,9:00 PM,,Vancouver Canucks,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,7:00 PM,@,Minnesota Wild,,,,,,,,,,,,,,,,,,,,,,,
