
14,2015-11-07,1:00 PM,@,Buffalo Sabres,2,3,L,,6,4,4,L 2,,37,11,0,2,0,,22,11,1,2,0,19070,2:26,
15,2015-11-08,5:00 PM,@,New Jersey Devils,3,4,L,OT,6,4,5,L 3,,31,34,0,6,0,,28,49,1,5,1,14896,2:54,
16,2015-11-10,7:00 PM,@,Columbus Blue Jackets,5,3,W,,7,4,5,W 1,,30,6,0,3,0,,45,8,2,3,1,14148,2:27,
17,2015-11-12,7:30 PM,@,Ottawa Senators,2,3,L,,7,5,5,L 1,,35,8,1,3,0,,25,6,2,4,0,19229,2:23,
18,2015-11-14,7:00 PM,@,Toronto Maple Leafs,2,4,L,,7,6,5,L 2,,45,10,1,3,0,,40,6,1,4,0,19798,2:41,
19,2015-11-16,7:30 PM,@,Montreal Canadiens,3,4,L,OT,7,6,6,L 3,,26,6,2,6,0,,36,12,0,4,1,21288,2:37,
20,2015-11-18,7:30 PM,@,Winnipeg Jets,1,4,L,,7,7,6,L 4,,30,17,1,5,0,,34,19,1,4,0,15294,2:33,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-21,10:00 PM,,Chicago Blackhawks,6,3,W,,8,7,6,W 1,,20,9,3,4,0,,29,13,1,2,0,18570,2:24,
22,2015-11-22,10:00 PM,,New Jersey Devils,2,3,L,,8,8,6,L 1,,38,10,1,8,1,,22,16,1,5,0,18268,2:35,
23,2015-11-25,7:00 PM,@,Minnesota Wild,3,2,W,,9,8,6,W 1,,28,6,1,1,0,,33,2,1,3,0,18877,2:26,
24,2015-11-27,8:30 PM,@,Dallas Stars,2,3,L,SO,9,8,7,L 1,,36,8,1,7,0,,25,14,2,5,0,18532,2:41,
25,2015-11-30,10:00 PM,@,Anaheim Ducks,0,4,L,,9,9,7,L 2,,25,18,0,3,0,,30,8,1,3,0,14006,2:29,
26,2015-12-01,10:30 PM,@,Los Angeles Kings,1,2,L,OT,9,9,8,L 3,,16,12,1,4,0,,40,8,1,6,0,18230,2:30,
27,2015-12-03,10:00 PM,,Dallas Stars,2,4,L,,9,10,8,L 4,,16,15,0,1,0,,34,11,0,3,0,18302,2:34,
28,2015-12-05,10:00 PM,,Boston Bruins,0,4,L,,9,11,8,L 5,,17,31,0,3,0,,22,25,0,1,0,18570,2:24,
29,2015-12-07,10:00 PM,,Buffalo Sabres,5,2,W,,10,11,8,W 1,,31,6,1,6,0,,34,10,0,3,0,18278,2:28,
30,2015-12-09,10:00 PM,,New York Rangers,2,1,W,,11,11,8,W 2,,25,10,1,6,0,,33,12,0,5,0,18195,2:28,
31,2015-12-13,7:00 PM,@,Chicago Blackhawks,0,4,L,,11,12,8,L 1,,30,4,0,3,0,,30,4,1,2,0,21711,2:23,
32,2015-12-15,8:00 PM,@,Minnesota Wild,2,6,L,,11,13,8,L 2,,31,17,0,0,0,,41,7,3,5,0,18804,2:31,
33,2015-12-17,7:00 PM,@,Philadelphia Flyers,0,2,L,,11,14,8,L 3,,36,12,0,3,0,,31,10,0,4,0,17943,2:33,
34,2015-12-18,7:30 PM,@,Detroit Red Wings,4,3,W,SO,12,14,8,W 1,,40,8,0,2,0,,28,6,0,3,0,20027,2:44,
35,2015-12-20,4:00 PM,@,Florida Panthers,4,5,L,SO,12,14,9,L 1,,34,8,0,2,0,,42,4,2,4,0,13459,4:31,
36,2015-12-22,7:30 PM,@,Tampa Bay Lightning,2,1,W,,13,14,9,W 1,,19,27,0,1,0,,27,11,1,10,0,19092,2:30,
37,2015-12-26,10:00 PM,,Edmonton Oilers,2,1,W,OT,14,14,9,W 2,,24,6,0,2,0,,33,4,0,3,0,18570,2:34,
38,2015-12-28,10:00 PM,,Los Angeles Kings,0,5,L,,14,15,9,L 1,,27,20,0,4,0,,38,22,1,3,0,18570,2:29,
39,2016-01-01,10:00 PM,,Anaheim Ducks,2,1,W,SO,15,15,9,W 1,,25,4,0,3,0,,28,6,1,2,0,18570,2:30,
40,2016-01-04,10:00 PM,,Arizona Coyotes,2,3,L,,15,16,9,L 1,,37,4,1,2,0,,29,4,1,2,0,18377,2:36,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-06,10:00 PM,,Carolina Hurricanes,3,2,W,,16,16,9,W 1,,21,4,1,5,0,,28,10,0,2,1,18364,2:23,
42,2016-01-09,10:00 PM,,Tampa Bay Lightning,2,3,L,OT,16,16,10,L 1,,23,8,1,2,0,,35,4,0,4,0,18335,2:37,
43,2016-01-11,10:00 PM,,Florida Panthers,3,2,W,OT,17,16,10,W 1,,30,0,1,4,0,,28,8,0,1,0,18570,2:28,
44,2016-01-14,7:00 PM,@,Washington Capitals,1,4,L,,17,17,10,L 1,,30,6,1,3,0,,40,8,0,2,0,18605,2:23,
45,2016-01-15,7:00 PM,@,Carolina Hurricanes,3,2,W,OT,18,17,10,W 1,,22,6,0,0,0,,40,0,1,3,0,11657,2:30,
46,2016-01-17,4:00 PM,@,New York Islanders,2,1,W,SO,19,17,10,W 2,,26,10,0,4,0,,48,23,0,3,0,15795,2:50,
47,2016-01-19,7:00 PM,@,New York Rangers,2,3,L,OT,19,17,11,L 1,,20,2,0,1,0,,49,2,0,1,0,18006,2:31,
48,2016-01-21,7:00 PM,@,Boston Bruins,4,2,W,,20,17,11,W 1,,27,0,0,0,0,,30,0,0,0,0,17565,2:25,
49,2016-01-23,12:30 PM,@,Pittsburgh Penguins,4,5,L,,20,18,11,L 1,,32,10,0,1,1,,30,2,1,5,0,18539,2:18,
50,2016-01-26,10:00 PM,,Nashville Predators,1,2,L,,20,19,11,L 2,,29,11,0,2,0,,19,7,0,3,0,18570,2:17,
51,2016-02-04,10:00 PM,,Columbus Blue Jackets,1,2,L,SO,20,19,12,L 3,,38,4,1,3,0,,28,6,1,3,0,18199,2:34,
52,2016-02-06,10:00 PM,,Calgary Flames,1,4,L,,20,20,12,L 4,,35,9,0,1,0,,30,7,0,2,0,18570,2:19,
53,2016-02-09,9:00 PM,@,Colorado Avalanche,3,1,W,,21,20,12,W 1,,28,8,0,1,0,,30,2,0,4,0,14436,2:22,
54,2016-02-10,9:30 PM,@,Arizona Coyotes,2,1,W,,22,20,12,W 2,,26,6,0,4,0,,34,8,1,4,0,12255,2:39,
55,2016-02-13,7:00 PM,,Toronto Maple Leafs,2,5,L,,22,21,12,L 1,,19,12,0,3,0,,38,10,0,4,0,18570,2:30,
56,2016-02-15,10:00 PM,,Minnesota Wild,2,5,L,,22,22,12,L 2,,26,6,2,4,0,,34,8,1,4,0,18437,2:32,
57,2016-02-18,10:00 PM,,Anaheim Ducks,2,5,L,,22,23,12,L 3,,21,8,1,4,0,,33,10,1,3,0,18435,2:30,
58,2016-02-19,9:00 PM,@,Calgary Flames,2,5,L,,22,24,12,L 4,,28,14,0,2,0,,33,14,0,2,0,19289,2:27,
59,2016-02-21,10:00 PM,,Colorado Avalanche,5,1,W,,23,24,12,W 1,,29,8,1,2,0,,38,6,0,2,0,18431,2:28,
60,2016-02-25,10:00 PM,,Ottawa Senators,5,3,W,,24,24,12,W 2,,36,10,1,3,0,,30,10,0,3,1,18570,2:29,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-28,7:00 PM,,San Jose Sharks,1,4,L,,24,25,12,L 1,,24,8,0,1,0,,28,2,1,4,0,18570,2:19,
62,2016-03-01,10:00 PM,,New York Islanders,2,3,L,,24,26,12,L 2,,33,12,1,2,0,,24,12,0,1,0,18264,2:29,
63,2016-03-03,10:00 PM,,San Jose Sharks,2,3,L,,24,27,12,L 3,,30,13,0,1,0,,30,7,1,4,0,18422,2:24,
64,2016-03-05,10:00 PM,@,San Jose Sharks,4,2,W,,25,27,12,W 1,,26,8,3,7,0,,34,36,0,3,0,17562,2:36,
65,2016-03-07,10:30 PM,@,Los Angeles Kings,1,5,L,,25,28,12,L 1,,22,9,0,5,0,,29,17,1,2,0,18230,2:21,
66,2016-03-09,10:00 PM,,Arizona Coyotes,3,2,W,OT,26,28,12,W 1,,31,2,0,4,0,,34,8,1,1,0,18374,2:33,
67,2016-03-12,10:00 PM,,Nashville Predators,4,2,W,,27,28,12,W 2,,28,13,0,4,0,,37,15,0,3,0,18570,2:24,
68,2016-03-14,10:00 PM,,Winnipeg Jets,2,5,L,,27,29,12,L 1,,28,6,0,3,0,,29,8,0,2,0,18361,2:14,
69,2016-03-16,10:00 PM,,Colorado Avalanche,1,3,L,,27,30,12,L 2,,29,4,0,1,0,,34,2,0,2,0,18426,2:20,
70,2016-03-18,9:00 PM,@,Edmonton Oilers,,,,,,,,,,,,,,,,,,,,,,,
71,2016-03-19,10:00 PM,,St. Louis Blues,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-22,8:00 PM,@,Winnipeg Jets,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-24,8:00 PM,@,Nashville Predators,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-25,8:00 PM,@,St. Louis Blues,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-27,8:00 PM,,Chicago Blackhawks,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-29,10:00 PM,,San Jose Sharks,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-31,10:30 PM,@,San Jose Sharks,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-01,10:00 PM,@,Anaheim Ducks,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-04,10:00 PM,,Los Angeles Kings,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-06,10:00 PM,@,Edmonton Oilers,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,9:00 PM,@,Calgary Flames,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,10:00 PM,,Edmonton Oilers,,,,,,,,,,,,,,,,,,,,,,,
