
13,2015-11-07,8:00 PM,,St. Louis Blues,0,4,L,,8,3,2,L 1,,45,8,0,5,0,,28,12,2,3,0,17143,2:26,
14,2015-11-10,8:00 PM,,Ottawa Senators,7,5,W,,9,3,2,W 1,,38,6,1,3,0,,26,6,2,3,1,16963,2:41,
15,2015-11-12,8:00 PM,,Toronto Maple Leafs,1,2,L,SO,9,3,3,L 1,,22,6,1,4,0,,23,8,0,3,0,17231,2:37,
16,2015-11-14,7:00 PM,,Winnipeg Jets,7,0,W,,10,3,3,W 1,,34,72,2,5,0,,20,84,0,4,0,17113,2:42,
17,2015-11-17,8:00 PM,,Anaheim Ducks,3,2,W,,11,3,3,W 2,,21,17,1,6,0,,40,19,0,5,0,17113,2:30,
18,2015-11-20,7:00 PM,@,Columbus Blue Jackets,0,4,L,,11,4,3,L 1,,39,2,0,3,0,,18,6,0,1,0,13584,2:24,
19,2015-11-21,8:00 PM,@,Minnesota Wild,0,4,L,,11,5,3,L 2,,23,30,0,2,0,,27,16,2,4,0,19056,2:33,
20,2015-11-23,7:00 PM,@,New York Rangers,0,3,L,,11,6,3,L 3,,31,20,0,5,0,,19,12,1,4,0,18006,2:29,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-25,7:00 PM,@,Buffalo Sabres,3,2,W,,12,6,3,W 1,,20,4,0,3,0,,32,6,0,2,0,17871,2:24,
22,2015-11-27,3:30 PM,@,Philadelphia Flyers,2,3,L,OT,12,6,4,L 1,,35,7,0,2,0,,36,9,1,2,0,19818,2:41,
23,2015-11-28,8:00 PM,,Buffalo Sabres,1,4,L,,12,7,4,L 2,,29,17,1,3,0,,24,6,2,4,0,17217,2:36,
24,2015-12-01,8:00 PM,,Arizona Coyotes,5,2,W,,13,7,4,W 1,,41,4,1,2,0,,15,4,1,2,0,15091,2:28,
25,2015-12-03,8:00 PM,,Florida Panthers,1,2,L,,13,8,4,L 1,,33,4,0,2,0,,16,6,1,1,0,15405,2:26,
26,2015-12-05,7:00 PM,@,Detroit Red Wings,4,5,L,OT,13,8,5,L 2,,32,12,3,4,0,,36,10,2,5,0,20027,2:39,
27,2015-12-07,7:00 PM,@,Boston Bruins,3,2,W,,14,8,5,W 1,,33,18,2,7,0,,17,26,1,3,0,17565,2:36,
28,2015-12-08,8:30 PM,@,Chicago Blackhawks,1,4,L,,14,9,5,L 1,,37,6,0,2,0,,24,2,1,3,0,21432,2:26,
29,2015-12-10,8:00 PM,,Chicago Blackhawks,5,1,W,,15,9,5,W 1,,34,16,1,1,1,,36,12,0,3,0,17113,2:31,
30,2015-12-12,8:00 PM,,Colorado Avalanche,2,3,L,,15,10,5,L 1,,36,10,0,5,0,,25,12,1,5,0,17113,2:36,
31,2015-12-15,8:00 PM,,Calgary Flames,1,2,L,OT,15,10,6,L 2,,22,8,0,2,0,,21,4,0,4,0,15431,2:26,
32,2015-12-17,8:00 PM,@,St. Louis Blues,1,2,L,,15,11,6,L 3,,28,6,1,3,0,,33,8,1,2,0,17882,2:26,
33,2015-12-19,8:00 PM,,Minnesota Wild,3,2,W,,16,11,6,W 1,,39,2,1,5,0,,22,8,0,1,0,17117,2:26,
34,2015-12-21,8:00 PM,,Montreal Canadiens,5,1,W,,17,11,6,W 2,,19,10,1,3,0,,36,8,1,3,0,17113,2:32,
35,2015-12-26,8:00 PM,,Detroit Red Wings,2,3,L,,17,12,6,L 1,,26,6,0,3,0,,23,4,1,3,0,17208,2:26,
36,2015-12-28,8:00 PM,,New York Rangers,5,3,W,,18,12,6,W 1,,35,2,2,2,0,,29,4,0,1,0,17317,2:33,
37,2015-12-29,8:00 PM,@,St. Louis Blues,3,4,L,OT,18,12,7,L 1,,33,6,0,3,1,,25,6,0,3,0,19319,2:43,
38,2015-12-31,8:30 PM,@,Dallas Stars,1,5,L,,18,13,7,L 2,,34,2,0,1,0,,32,2,0,1,0,18532,2:32,
39,2016-01-02,7:00 PM,@,Carolina Hurricanes,2,1,W,OT,19,13,7,W 1,,21,6,0,4,1,,28,6,0,3,0,12149,2:36,
40,2016-01-05,8:00 PM,,Winnipeg Jets,1,4,L,,19,14,7,L 1,,44,6,0,4,0,,18,8,2,3,0,17113,2:25,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-08,9:00 PM,@,Colorado Avalanche,3,5,L,,19,15,7,L 2,,22,12,1,3,0,,27,6,2,6,0,17680,2:30,
42,2016-01-09,9:00 PM,@,Arizona Coyotes,0,4,L,,19,16,7,L 3,,26,6,0,3,0,,29,8,1,2,0,12345,2:27,
43,2016-01-12,8:30 PM,@,Chicago Blackhawks,2,3,L,,19,17,7,L 4,,43,10,1,5,0,,23,12,0,4,0,21618,2:28,
44,2016-01-14,8:00 PM,@,Winnipeg Jets,4,5,L,OT,19,17,8,L 5,,35,21,1,2,0,,24,15,1,5,0,15294,2:38,
45,2016-01-16,8:00 PM,,Minnesota Wild,3,0,W,,20,17,8,W 1,,25,6,1,2,0,,29,4,0,3,0,17302,2:29,
46,2016-01-19,8:00 PM,,Chicago Blackhawks,1,4,L,,20,18,8,L 1,,39,4,0,3,0,,27,6,0,2,0,17122,2:24,
47,2016-01-21,8:00 PM,@,Winnipeg Jets,4,1,W,,21,18,8,W 1,,28,13,1,3,0,,27,11,0,4,0,15294,2:24,
48,2016-01-23,10:00 PM,@,Edmonton Oilers,4,1,W,,22,18,8,W 2,,25,8,1,2,0,,24,16,0,3,0,16839,2:31,
49,2016-01-26,10:00 PM,@,Vancouver Canucks,2,1,W,,23,18,8,W 3,,19,7,0,3,0,,29,11,0,2,0,18570,2:17,
50,2016-01-27,9:30 PM,@,Calgary Flames,2,1,W,,24,18,8,W 4,,24,8,1,4,0,,27,6,0,4,0,19289,2:30,
51,2016-02-02,8:00 PM,,St. Louis Blues,0,1,L,,24,19,8,L 1,,16,6,0,3,0,,23,6,0,3,0,16045,2:22,
52,2016-02-04,8:00 PM,,Philadelphia Flyers,3,6,L,,24,20,8,L 2,,40,6,1,7,0,,19,14,1,3,0,17113,2:27,
53,2016-02-06,8:00 PM,,San Jose Sharks,6,2,W,,25,20,8,W 1,,30,15,0,2,1,,30,9,2,5,0,17192,2:35,
54,2016-02-09,8:00 PM,,Washington Capitals,3,5,L,,25,21,8,L 1,,26,6,1,6,0,,23,8,1,3,0,17113,2:33,
55,2016-02-12,7:30 PM,@,Tampa Bay Lightning,3,4,L,OT,25,21,9,L 2,,30,4,0,2,0,,28,4,1,3,0,19092,2:32,
56,2016-02-13,7:00 PM,@,Florida Panthers,5,0,W,,26,21,9,W 1,,28,16,2,3,1,,22,14,0,4,0,15591,2:32,
57,2016-02-15,8:00 PM,,Dallas Stars,2,3,L,OT,26,21,10,L 1,,26,14,0,2,0,,32,14,0,2,1,17113,2:32,
58,2016-02-18,8:00 PM,,Boston Bruins,2,0,W,,27,21,10,W 1,,24,8,0,2,0,,29,4,0,4,0,17113,2:35,
59,2016-02-20,8:00 PM,,Los Angeles Kings,1,2,L,OT,27,21,11,L 1,,34,4,1,6,0,,30,10,0,2,0,17369,2:35,
60,2016-02-22,7:30 PM,@,Montreal Canadiens,2,1,W,SO,28,21,11,W 1,,30,2,0,1,0,,29,2,0,1,0,21288,2:43,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-23,7:30 PM,@,Toronto Maple Leafs,3,2,W,,29,21,11,W 2,,26,8,1,2,0,,27,2,1,4,0,18844,2:30,
62,2016-02-25,8:00 PM,@,Chicago Blackhawks,3,1,W,,30,21,11,W 3,,32,4,0,1,0,,39,4,0,1,0,22058,2:22,
63,2016-02-27,3:00 PM,,St. Louis Blues,5,0,W,,31,21,11,W 4,,29,9,1,5,0,,28,17,0,1,0,17379,2:34,
64,2016-03-01,8:00 PM,,Dallas Stars,5,3,W,,32,21,11,W 5,,34,13,1,4,0,,38,15,1,3,0,17113,2:45,
65,2016-03-03,8:00 PM,,New Jersey Devils,4,5,L,OT,32,21,12,L 1,,34,6,2,2,0,,33,4,3,3,0,17113,2:50,
66,2016-03-05,3:00 PM,@,Colorado Avalanche,5,2,W,,33,21,12,W 1,,40,14,0,4,0,,36,18,0,3,0,17165,2:32,
67,2016-03-08,8:00 PM,@,Winnipeg Jets,4,2,W,,34,21,12,W 2,,31,16,0,5,0,,23,10,0,4,0,15294,2:30,
68,2016-03-09,9:30 PM,@,Calgary Flames,2,3,L,OT,34,21,13,L 1,,26,8,0,2,0,,34,4,0,3,0,19289,2:29,
69,2016-03-12,10:00 PM,@,Vancouver Canucks,2,4,L,,34,22,13,L 2,,37,15,0,3,0,,28,13,0,4,0,18570,2:24,
70,2016-03-14,9:00 PM,@,Edmonton Oilers,3,2,W,,35,22,13,W 1,,25,8,0,2,0,,30,6,0,3,0,16839,2:33,
71,2016-03-17,8:00 PM,,New York Islanders,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-18,7:00 PM,@,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-21,8:00 PM,,Los Angeles Kings,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-24,8:00 PM,,Vancouver Canucks,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-26,8:00 PM,,Columbus Blue Jackets,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-28,8:00 PM,,Colorado Avalanche,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-29,8:30 PM,@,Dallas Stars,,,,,,,,,,,,,,,,,,,,,,,
78,2016-03-31,7:00 PM,@,Pittsburgh Penguins,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-02,8:00 PM,,San Jose Sharks,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-05,8:00 PM,,Colorado Avalanche,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,8:00 PM,,Arizona Coyotes,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,8:00 PM,@,Dallas Stars,,,,,,,,,,,,,,,,,,,,,,,
