
14,2015-11-07,10:30 PM,,Anaheim Ducks,0,1,L,,7,7,0,L 1,,31,24,0,4,0,,17,28,0,2,0,17562,2:32,
15,2015-11-10,10:30 PM,,New York Islanders,2,4,L,,7,8,0,L 2,,36,6,0,2,0,,25,6,0,2,0,16558,2:27,
16,2015-11-13,7:30 PM,@,Detroit Red Wings,3,2,W,,8,8,0,W 1,,14,6,0,1,0,,28,4,0,2,0,20027,2:17,
17,2015-11-14,7:00 PM,@,Buffalo Sabres,2,1,W,OT,9,8,0,W 2,,32,4,1,3,0,,31,6,0,3,0,18611,2:33,
18,2015-11-17,7:00 PM,@,Boston Bruins,5,4,W,,10,8,0,W 3,,28,6,2,5,0,,29,8,2,3,0,17565,2:32,
19,2015-11-19,7:00 PM,@,Philadelphia Flyers,1,0,W,OT,11,8,0,W 4,,21,4,0,4,0,,34,8,0,2,0,18229,2:37,
20,2015-11-21,7:00 PM,@,Pittsburgh Penguins,3,1,W,,12,8,0,W 5,,29,12,0,4,0,,39,8,1,6,0,18534,2:29,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-22,5:00 PM,@,Columbus Blue Jackets,5,3,W,,13,8,0,W 6,,29,16,1,5,0,,31,30,0,3,0,13397,2:34,
22,2015-11-25,10:00 PM,,Chicago Blackhawks,2,5,L,,13,9,0,L 1,,29,6,1,5,0,,26,8,0,3,0,17562,2:25,
23,2015-11-28,10:00 PM,,Calgary Flames,5,2,W,,14,9,0,W 1,,29,11,2,2,0,,27,9,0,3,0,17283,2:21,
24,2015-12-01,10:30 PM,,Pittsburgh Penguins,1,5,L,,14,10,0,L 1,,34,4,1,3,0,,29,8,1,2,0,16624,2:27,
25,2015-12-04,10:00 PM,@,Anaheim Ducks,0,1,L,,14,11,0,L 2,,23,13,0,4,0,,26,11,0,4,0,15701,2:26,
26,2015-12-05,10:30 PM,,Tampa Bay Lightning,3,4,L,,14,12,0,L 3,,34,8,3,8,0,,20,14,1,4,0,16089,2:36,
27,2015-12-08,9:00 PM,@,Calgary Flames,2,4,L,,14,13,0,L 4,,33,14,1,3,0,,33,8,1,7,0,19289,2:39,
28,2015-12-09,9:30 PM,@,Edmonton Oilers,3,4,L,OT,14,13,1,L 5,,28,14,0,3,0,,20,18,0,1,0,16839,2:40,
29,2015-12-12,10:30 PM,,Minnesota Wild,0,2,L,,14,14,1,L 6,,25,2,0,2,0,,30,4,0,1,0,16766,2:25,
30,2015-12-15,7:30 PM,@,Montreal Canadiens,3,1,W,,15,14,1,W 1,,18,9,0,0,0,,27,5,0,2,0,21288,2:26,
31,2015-12-17,7:30 PM,@,Toronto Maple Leafs,5,4,W,OT,16,14,1,W 2,,44,4,2,3,0,,31,6,0,3,0,18966,2:41,
32,2015-12-18,7:30 PM,@,Ottawa Senators,2,4,L,,16,15,1,L 1,,33,6,1,4,0,,35,8,0,3,0,17990,2:34,
33,2015-12-20,7:00 PM,@,Chicago Blackhawks,3,4,L,OT,16,15,2,L 2,,36,7,1,3,0,,32,11,0,1,0,22096,2:41,
34,2015-12-22,10:30 PM,@,Los Angeles Kings,5,3,W,,17,15,2,W 1,,23,8,2,4,0,,36,8,0,3,0,18493,2:33,
35,2015-12-28,10:30 PM,,Colorado Avalanche,3,6,L,,17,16,2,L 1,,38,12,0,3,0,,26,4,4,6,0,17562,2:23,
36,2015-12-30,10:30 PM,,Philadelphia Flyers,4,2,W,,18,16,2,W 1,,33,15,3,6,0,,19,31,0,3,0,17562,2:32,
37,2016-01-02,10:00 PM,,Winnipeg Jets,1,4,L,,18,17,2,L 1,,28,6,1,5,0,,27,12,1,3,1,17562,2:26,
38,2016-01-07,10:30 PM,,Detroit Red Wings,1,2,L,,18,18,2,L 2,,36,20,0,3,0,,25,8,0,2,0,16856,2:29,
39,2016-01-09,7:00 PM,,Toronto Maple Leafs,7,0,W,,19,18,2,W 1,,31,11,0,4,1,,28,13,0,3,0,17281,2:26,
40,2016-01-11,9:00 PM,@,Calgary Flames,5,4,W,,20,18,2,W 2,,18,13,1,1,0,,35,7,3,4,0,19227,2:41,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-12,8:00 PM,@,Winnipeg Jets,4,1,W,,21,18,2,W 3,,27,16,1,6,1,,22,35,1,3,0,15294,2:28,
42,2016-01-14,10:30 PM,,Edmonton Oilers,2,1,W,SO,22,18,2,W 4,,37,2,0,4,0,,25,8,0,1,0,15379,2:29,
43,2016-01-16,10:30 PM,,Dallas Stars,4,3,W,OT,23,18,2,W 5,,39,2,2,2,0,,35,4,0,2,0,17562,2:38,
44,2016-01-18,10:30 PM,,Ottawa Senators,3,4,L,SO,23,18,3,L 1,,35,2,0,2,0,,17,4,1,1,1,16619,2:38,
45,2016-01-21,9:00 PM,@,Arizona Coyotes,3,1,W,,24,18,3,W 1,,23,2,1,2,0,,24,4,0,1,0,12251,2:22,
46,2016-01-23,4:00 PM,,Minnesota Wild,4,3,W,,25,18,3,W 2,,33,6,1,3,0,,28,6,1,3,0,16956,2:38,
47,2016-01-24,10:00 PM,,Los Angeles Kings,2,3,L,OT,25,18,4,L 1,,32,8,0,4,0,,32,8,1,4,0,17562,2:39,
48,2016-01-26,10:00 PM,,Colorado Avalanche,6,1,W,,26,18,4,W 1,,24,12,3,5,0,,22,32,1,5,0,17424,2:34,
49,2016-02-02,10:00 PM,@,Anaheim Ducks,2,3,L,,26,19,4,L 1,,32,8,0,3,0,,25,6,0,4,1,16588,2:27,
50,2016-02-04,8:00 PM,@,St. Louis Blues,3,1,W,,27,19,4,W 1,,32,8,0,4,0,,27,10,0,2,0,18803,2:25,
51,2016-02-06,8:00 PM,@,Nashville Predators,2,6,L,,27,20,4,L 1,,30,9,2,5,0,,30,15,0,2,1,17192,2:35,
52,2016-02-09,8:30 PM,@,Chicago Blackhawks,2,0,W,,28,20,4,W 1,,27,6,1,1,0,,33,2,0,3,0,21753,2:25,
53,2016-02-11,10:30 PM,,Calgary Flames,5,6,L,SO,28,20,5,L 1,,42,10,3,9,0,,22,16,2,5,0,16854,2:51,
54,2016-02-13,10:30 PM,,Arizona Coyotes,4,1,W,,29,20,5,W 1,,28,8,1,5,0,,23,12,0,3,0,17562,2:32,
55,2016-02-16,7:30 PM,@,Tampa Bay Lightning,4,2,W,,30,20,5,W 2,,31,4,0,3,0,,30,16,0,2,0,19092,2:22,
56,2016-02-18,7:30 PM,@,Florida Panthers,2,1,W,SO,31,20,5,W 3,,18,2,0,4,0,,20,8,0,1,0,13019,2:37,
57,2016-02-19,7:00 PM,@,Carolina Hurricanes,2,5,L,,31,21,5,L 1,,24,8,0,0,0,,37,4,1,2,0,11756,2:21,
58,2016-02-22,8:00 PM,@,St. Louis Blues,6,3,W,,32,21,5,W 1,,33,6,2,5,0,,28,21,2,3,0,19371,2:32,
59,2016-02-24,10:00 PM,@,Colorado Avalanche,3,4,L,SO,32,21,6,L 1,,33,4,0,1,0,,41,2,1,2,0,15564,2:35,
60,2016-02-26,10:30 PM,,Buffalo Sabres,1,3,L,,32,22,6,L 2,,25,0,0,0,0,,22,0,0,0,0,17562,2:17,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-28,7:00 PM,@,Vancouver Canucks,4,1,W,,33,22,6,W 1,,28,2,1,4,0,,24,8,0,1,0,18570,2:19,
62,2016-02-29,10:30 PM,,Montreal Canadiens,6,2,W,,34,22,6,W 2,,36,6,0,2,0,,23,4,0,3,0,16205,2:28,
63,2016-03-03,10:00 PM,@,Vancouver Canucks,3,2,W,,35,22,6,W 3,,30,7,1,4,0,,30,13,0,1,0,18422,2:24,
64,2016-03-05,10:00 PM,,Vancouver Canucks,2,4,L,,35,23,6,L 1,,34,36,0,3,0,,26,8,3,7,0,17562,2:36,
65,2016-03-07,9:00 PM,@,Calgary Flames,2,1,W,OT,36,23,6,W 1,,23,21,0,1,0,,48,19,1,7,0,18740,2:26,
66,2016-03-08,9:00 PM,@,Edmonton Oilers,3,0,W,,37,23,6,W 2,,22,9,1,2,0,,31,9,0,2,0,16839,2:22,
67,2016-03-10,10:30 PM,,New Jersey Devils,0,3,L,,37,24,6,L 1,,30,2,0,3,0,,16,6,0,1,0,16234,2:22,
68,2016-03-12,10:30 PM,,Washington Capitals,5,2,W,,38,24,6,W 1,,28,6,1,2,1,,25,4,1,3,0,17562,2:26,
69,2016-03-15,10:00 PM,,Boston Bruins,3,2,W,,39,24,6,W 2,,27,2,1,4,0,,23,8,0,1,1,16624,2:30,
70,2016-03-17,10:00 PM,@,Arizona Coyotes,,,,,,,,,,,,,,,,,,,,,,,
71,2016-03-19,4:00 PM,,New York Rangers,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-20,10:00 PM,,Arizona Coyotes,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-22,10:30 PM,,St. Louis Blues,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-24,10:30 PM,,Edmonton Oilers,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-26,4:00 PM,,Dallas Stars,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-28,10:00 PM,,Los Angeles Kings,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-29,10:00 PM,@,Vancouver Canucks,,,,,,,,,,,,,,,,,,,,,,,
78,2016-03-31,10:30 PM,,Vancouver Canucks,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-02,8:00 PM,@,Nashville Predators,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-05,8:00 PM,@,Minnesota Wild,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,10:30 PM,,Winnipeg Jets,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,10:30 PM,,Arizona Coyotes,,,,,,,,,,,,,,,,,,,,,,,
