
14,2015-11-09,10:00 PM,@,Anaheim Ducks,4,3,W,OT,7,6,1,W 1,,28,8,1,5,0,,36,10,1,4,0,13864,2:30,
15,2015-11-10,10:30 PM,@,Los Angeles Kings,3,2,W,,8,6,1,W 2,,25,4,0,3,0,,35,4,1,2,0,18230,2:26,
16,2015-11-12,9:00 PM,,Edmonton Oilers,4,1,W,,9,6,1,W 3,,21,8,1,3,0,,28,6,0,4,0,15545,2:26,
17,2015-11-14,7:00 PM,@,Columbus Blue Jackets,2,5,L,,9,7,1,L 1,,29,38,0,5,0,,21,30,2,4,0,13702,2:38,
18,2015-11-16,7:00 PM,@,New York Islanders,2,5,L,,9,8,1,L 2,,33,8,1,3,0,,32,6,1,4,0,11841,2:24,
19,2015-11-19,7:30 PM,@,Montreal Canadiens,3,2,W,,10,8,1,W 1,,20,10,1,2,0,,33,4,0,5,0,21288,2:37,
20,2015-11-21,7:00 PM,@,Winnipeg Jets,2,3,L,,10,9,1,L 1,,29,12,2,6,0,,23,12,0,5,1,15294,2:29,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-25,9:00 PM,,Anaheim Ducks,4,2,W,,11,9,1,W 1,,34,8,1,3,0,,31,8,2,3,0,11578,2:32,
22,2015-11-27,9:00 PM,,Calgary Flames,2,1,W,OT,12,9,1,W 2,,21,14,0,2,0,,26,6,1,6,0,11495,2:32,
23,2015-11-28,10:00 PM,,Ottawa Senators,4,3,W,,13,9,1,W 3,,19,6,0,2,0,,38,4,1,3,0,12727,2:34,
24,2015-12-01,8:00 PM,@,Nashville Predators,2,5,L,,13,10,1,L 1,,15,4,1,2,0,,41,4,1,2,0,15091,2:28,
25,2015-12-03,7:30 PM,@,Detroit Red Wings,1,5,L,,13,11,1,L 2,,27,13,0,1,0,,44,7,0,4,0,20027,2:31,
26,2015-12-04,7:00 PM,@,Buffalo Sabres,2,5,L,,13,12,1,L 3,,20,4,0,3,0,,28,6,0,2,1,18204,2:34,
27,2015-12-06,5:00 PM,@,Carolina Hurricanes,4,5,L,,13,13,1,L 4,,23,8,1,4,0,,18,8,1,4,0,9021,2:27,
28,2015-12-08,8:00 PM,@,St. Louis Blues,1,4,L,,13,14,1,L 5,,23,6,0,4,0,,22,8,0,3,1,16301,2:35,
29,2015-12-11,9:00 PM,,Minnesota Wild,2,1,W,OT,14,14,1,W 1,,21,8,1,6,0,,28,12,0,4,0,14404,2:36,
30,2015-12-12,9:00 PM,,Carolina Hurricanes,4,5,L,OT,14,14,2,L 1,,29,6,0,2,0,,33,4,2,3,0,12668,2:34,
31,2015-12-17,9:00 PM,,Columbus Blue Jackets,5,7,L,,14,15,2,L 2,,32,7,1,3,0,,21,11,0,1,0,11120,2:32,
32,2015-12-19,9:00 PM,,New York Islanders,1,0,W,,15,15,2,W 1,,29,6,0,2,0,,25,4,0,3,0,11878,2:23,
33,2015-12-22,9:00 PM,,Toronto Maple Leafs,3,2,W,,16,15,2,W 2,,26,9,0,4,0,,39,13,1,2,0,12234,2:39,
34,2015-12-26,9:00 PM,,Los Angeles Kings,3,4,L,OT,16,15,3,L 1,,27,19,3,6,0,,33,25,2,6,0,15277,2:36,
35,2015-12-27,8:00 PM,@,Colorado Avalanche,2,1,W,OT,17,15,3,W 1,,28,27,0,3,0,,39,17,1,3,0,18064,2:41,
36,2015-12-29,9:00 PM,,Chicago Blackhawks,5,7,L,,17,16,3,L 1,,37,8,2,8,0,,28,14,3,4,1,17197,2:43,
37,2015-12-31,9:00 PM,,Winnipeg Jets,4,2,W,,18,16,3,W 1,,21,8,2,5,0,,37,12,0,3,0,14027,2:34,
38,2016-01-02,4:00 PM,@,Edmonton Oilers,3,4,L,SO,18,16,4,L 1,,34,8,0,3,0,,41,8,1,4,0,16839,2:47,
39,2016-01-04,10:00 PM,@,Vancouver Canucks,3,2,W,,19,16,4,W 1,,29,4,1,2,0,,37,4,1,2,0,18377,2:36,
40,2016-01-07,9:00 PM,@,Calgary Flames,2,1,W,,20,16,4,W 2,,33,6,1,3,0,,26,6,1,3,0,19272,2:27,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-09,9:00 PM,,Nashville Predators,4,0,W,,21,16,4,W 3,,29,8,1,2,0,,26,6,0,3,0,12345,2:27,
42,2016-01-12,9:00 PM,,Edmonton Oilers,4,3,W,OT,22,16,4,W 4,,31,6,3,4,0,,28,8,2,3,0,11391,2:38,
43,2016-01-14,9:00 PM,,Detroit Red Wings,2,3,L,OT,22,16,5,L 1,,29,8,1,3,0,,25,8,2,3,0,12014,2:31,
44,2016-01-16,2:00 PM,,New Jersey Devils,0,2,L,,22,17,5,L 2,,38,11,0,5,0,,16,17,0,2,0,11745,2:25,
45,2016-01-18,9:00 PM,,Buffalo Sabres,1,2,L,,22,18,5,L 3,,27,40,0,5,0,,28,35,2,3,0,11134,2:32,
46,2016-01-21,9:00 PM,,San Jose Sharks,1,3,L,,22,19,5,L 4,,24,4,0,1,0,,23,2,1,2,0,12251,2:22,
47,2016-01-23,9:00 PM,,Los Angeles Kings,3,2,W,,23,19,5,W 1,,24,6,1,4,0,,28,20,0,2,0,14195,2:33,
48,2016-01-25,8:30 PM,@,Minnesota Wild,2,1,W,SO,24,19,5,W 2,,24,4,0,3,1,,35,6,0,2,0,19020,2:48,
49,2016-01-26,8:00 PM,@,Winnipeg Jets,2,5,L,,24,20,5,L 1,,34,13,0,5,0,,37,15,1,4,1,15294,2:27,
50,2016-02-02,9:00 PM,,Los Angeles Kings,2,6,L,,24,21,5,L 2,,26,16,0,5,0,,35,12,3,7,0,12261,2:36,
51,2016-02-04,9:00 PM,,Chicago Blackhawks,4,5,L,OT,24,21,6,L 3,,28,22,2,4,0,,40,10,0,4,1,17125,2:46,
52,2016-02-05,10:00 PM,@,Anaheim Ducks,2,5,L,,24,22,6,L 4,,25,14,1,5,0,,41,10,1,7,0,17342,2:41,
53,2016-02-10,9:30 PM,,Vancouver Canucks,1,2,L,,24,23,6,L 5,,34,8,1,4,0,,26,6,0,4,0,12255,2:39,
54,2016-02-12,9:00 PM,,Calgary Flames,4,1,W,,25,23,6,W 1,,35,16,3,7,0,,27,18,0,5,0,13643,2:35,
55,2016-02-13,10:30 PM,@,San Jose Sharks,1,4,L,,25,24,6,L 1,,23,12,0,3,0,,28,8,1,5,0,17562,2:32,
56,2016-02-15,9:00 PM,,Montreal Canadiens,6,2,W,,26,24,6,W 1,,27,8,2,4,0,,19,21,0,1,0,14338,2:16,
57,2016-02-18,9:00 PM,,Dallas Stars,6,3,W,,27,24,6,W 2,,42,8,1,3,0,,39,8,1,4,0,11853,2:35,
58,2016-02-20,9:00 PM,,St. Louis Blues,4,6,L,,27,25,6,L 1,,22,11,0,2,0,,40,9,1,3,0,15839,2:29,
59,2016-02-22,7:00 PM,@,Washington Capitals,2,3,L,,27,26,6,L 2,,27,8,0,6,0,,34,12,1,4,0,18506,2:38,
60,2016-02-23,7:30 PM,@,Tampa Bay Lightning,1,2,L,,27,27,6,L 3,,30,6,0,2,0,,36,6,0,2,1,19092,2:37,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-25,7:30 PM,@,Florida Panthers,2,3,L,,27,28,6,L 4,,24,10,1,3,0,,25,6,1,4,0,13134,2:35,
62,2016-02-27,1:00 PM,@,Philadelphia Flyers,2,4,L,,27,29,6,L 5,,31,13,0,4,0,,33,13,1,4,0,19773,2:30,
63,2016-02-29,7:00 PM,@,Pittsburgh Penguins,0,6,L,,27,30,6,L 6,,30,10,0,3,0,,33,6,1,5,0,18435,2:29,
64,2016-03-03,9:00 PM,,Anaheim Ducks,1,5,L,,27,31,6,L 7,,28,44,1,6,0,,21,38,3,7,0,11999,2:31,
65,2016-03-05,9:00 PM,,Florida Panthers,5,1,W,,28,31,6,W 1,,26,17,1,3,1,,33,13,0,5,0,14825,2:31,
66,2016-03-07,9:00 PM,@,Colorado Avalanche,1,3,L,,28,32,6,L 1,,38,4,0,3,0,,37,6,1,2,0,15393,2:29,
67,2016-03-09,10:00 PM,@,Vancouver Canucks,2,3,L,OT,28,32,7,L 2,,34,8,1,1,0,,31,2,0,4,0,18374,2:33,
68,2016-03-11,9:00 PM,@,Calgary Flames,4,1,W,,29,32,7,W 1,,26,6,1,4,1,,25,8,0,3,1,19289,2:26,
69,2016-03-12,10:00 PM,@,Edmonton Oilers,4,0,W,,30,32,7,W 2,,29,24,1,2,0,,44,32,0,3,0,16839,2:29,
70,2016-03-17,10:00 PM,,San Jose Sharks,,,,,,,,,,,,,,,,,,,,,,,
71,2016-03-19,10:00 PM,,Tampa Bay Lightning,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-20,10:00 PM,@,San Jose Sharks,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-22,10:00 PM,,Edmonton Oilers,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-24,10:00 PM,,Dallas Stars,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-26,10:00 PM,,Philadelphia Flyers,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-28,10:00 PM,,Calgary Flames,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-31,8:30 PM,@,Dallas Stars,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-02,10:00 PM,,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-04,8:00 PM,@,St. Louis Blues,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-05,8:30 PM,@,Chicago Blackhawks,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,8:00 PM,@,Nashville Predators,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,10:30 PM,@,San Jose Sharks,,,,,,,,,,,,,,,,,,,,,,,
