
14,2015-11-07,10:30 PM,@,San Jose Sharks,1,0,W,,5,7,2,W 4,,17,28,0,2,0,,31,24,0,4,0,17562,2:32,
15,2015-11-09,10:00 PM,,Arizona Coyotes,3,4,L,OT,5,7,3,L 1,,36,10,1,4,0,,28,8,1,5,0,13864,2:30,
16,2015-11-11,10:00 PM,,Edmonton Oilers,3,4,L,OT,5,7,4,L 2,,37,9,1,2,0,,27,9,1,2,0,16505,2:30,
17,2015-11-13,10:00 PM,,New York Islanders,1,4,L,,5,8,4,L 3,,25,17,1,3,0,,29,13,0,5,0,17174,2:28,
18,2015-11-16,7:00 PM,@,Carolina Hurricanes,4,1,W,,6,8,4,W 1,,20,6,0,0,0,,25,0,0,3,0,9305,2:22,
19,2015-11-17,8:00 PM,@,Nashville Predators,2,3,L,,6,9,4,L 1,,40,19,0,5,0,,21,17,1,6,0,17113,2:30,
20,2015-11-19,7:30 PM,@,Florida Panthers,3,1,W,,7,9,4,W 1,,41,11,1,3,1,,25,11,0,3,0,10947,2:30,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-21,7:00 PM,@,Tampa Bay Lightning,0,5,L,,7,10,4,L 1,,30,14,0,1,0,,24,8,2,4,0,19092,2:31,
22,2015-11-24,10:00 PM,,Calgary Flames,5,3,W,,8,10,4,W 1,,32,9,2,2,0,,25,9,0,2,0,15688,2:32,
23,2015-11-25,9:00 PM,@,Arizona Coyotes,2,4,L,,8,11,4,L 1,,31,8,2,3,0,,34,8,1,3,0,11578,2:32,
24,2015-11-27,5:00 PM,,Chicago Blackhawks,2,3,L,OT,8,11,5,L 2,,25,10,0,3,0,,32,8,1,4,0,17174,2:43,
25,2015-11-30,10:00 PM,,Vancouver Canucks,4,0,W,,9,11,5,W 1,,30,8,1,3,0,,25,18,0,3,0,14006,2:29,
26,2015-12-02,10:30 PM,,Tampa Bay Lightning,1,2,L,,9,12,5,L 1,,33,8,0,4,0,,22,8,1,4,0,14741,2:40,
27,2015-12-04,10:00 PM,,San Jose Sharks,1,0,W,,10,12,5,W 1,,26,11,0,4,0,,23,13,0,4,0,15701,2:26,
28,2015-12-06,8:00 PM,,Pittsburgh Penguins,2,1,W,,11,12,5,W 2,,25,6,0,1,0,,24,4,0,2,0,15836,2:29,
29,2015-12-11,10:00 PM,,Carolina Hurricanes,1,5,L,,11,13,5,L 1,,32,22,0,1,0,,24,9,1,3,0,17174,2:27,
30,2015-12-17,7:00 PM,@,Buffalo Sabres,0,3,L,,11,14,5,L 2,,44,8,0,3,0,,22,8,0,3,0,18801,2:31,
31,2015-12-19,7:00 PM,@,New Jersey Devils,2,1,W,,12,14,5,W 1,,18,4,0,0,0,,22,0,0,2,0,16514,2:20,
32,2015-12-21,7:00 PM,@,New York Islanders,2,5,L,,12,15,5,L 1,,29,13,0,1,0,,31,9,0,3,0,13578,2:26,
33,2015-12-22,7:00 PM,@,New York Rangers,2,3,L,OT,12,15,6,L 2,,19,20,0,4,0,,22,18,1,5,0,18006,2:38,
34,2015-12-27,8:00 PM,,Philadelphia Flyers,4,2,W,,13,15,6,W 1,,37,25,2,3,1,,26,23,1,5,0,17322,2:29,
35,2015-12-29,9:00 PM,@,Calgary Flames,1,0,W,,14,15,6,W 2,,21,25,0,2,0,,14,13,0,3,0,19289,2:18,
36,2015-12-31,9:00 PM,@,Edmonton Oilers,1,0,W,,15,15,6,W 3,,35,13,1,2,0,,21,11,0,3,0,16839,2:26,
37,2016-01-01,10:00 PM,@,Vancouver Canucks,1,2,L,SO,15,15,7,L 1,,28,6,1,2,0,,25,4,0,3,0,18570,2:30,
38,2016-01-03,9:00 PM,,Winnipeg Jets,4,1,W,,16,15,7,W 1,,35,17,2,2,0,,20,13,0,4,0,17174,2:28,
39,2016-01-06,10:00 PM,,Toronto Maple Leafs,0,4,L,,16,16,7,L 1,,39,31,0,2,0,,38,13,0,6,0,16283,2:35,
40,2016-01-08,10:00 PM,,St. Louis Blues,4,3,W,SO,17,16,7,W 1,,39,13,1,5,0,,28,15,0,4,0,16250,2:55,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-10,8:00 PM,,Detroit Red Wings,1,2,L,,17,17,7,L 1,,31,6,0,2,0,,24,4,0,3,0,17174,2:26,
42,2016-01-13,10:00 PM,,Ottawa Senators,4,1,W,,18,17,7,W 1,,38,14,1,3,0,,25,16,0,2,0,15791,2:26,
43,2016-01-15,10:00 PM,,Dallas Stars,4,2,W,,19,17,7,W 2,,35,8,1,3,0,,24,6,1,4,1,16201,2:36,
44,2016-01-17,9:00 PM,,Los Angeles Kings,2,3,L,,19,18,7,L 1,,32,14,0,3,0,,26,16,1,2,0,17227,2:40,
45,2016-01-20,10:30 PM,,Minnesota Wild,3,1,W,,20,18,7,W 1,,27,6,0,1,0,,26,2,0,3,0,15962,2:28,
46,2016-01-23,7:00 PM,@,Detroit Red Wings,4,3,W,,21,18,7,W 2,,35,8,0,4,0,,27,8,0,4,0,20027,2:33,
47,2016-01-26,7:00 PM,@,Boston Bruins,6,2,W,,22,18,7,W 3,,39,15,1,4,0,,34,15,0,4,0,17565,2:40,
48,2016-02-02,10:00 PM,,San Jose Sharks,3,2,W,,23,18,7,W 4,,25,6,0,4,1,,32,8,0,3,0,16588,2:27,
49,2016-02-04,10:00 PM,@,Los Angeles Kings,4,2,W,,24,18,7,W 5,,24,6,1,5,0,,25,12,1,2,0,18230,2:33,
50,2016-02-05,10:00 PM,,Arizona Coyotes,5,2,W,,25,18,7,W 6,,41,10,1,7,0,,25,14,1,5,0,17342,2:41,
51,2016-02-08,7:00 PM,@,Pittsburgh Penguins,2,6,L,,25,19,7,L 1,,38,12,0,2,0,,35,4,0,1,0,18418,2:34,
52,2016-02-09,7:00 PM,@,Philadelphia Flyers,4,1,W,,26,19,7,W 1,,26,23,1,4,0,,29,19,1,7,0,18717,2:37,
53,2016-02-11,7:00 PM,@,Columbus Blue Jackets,3,4,L,SO,26,19,8,L 1,,27,13,0,2,0,,34,9,1,4,0,12117,2:34,
54,2016-02-13,8:30 PM,@,Chicago Blackhawks,3,2,W,OT,27,19,8,W 1,,44,6,1,3,0,,23,6,1,2,0,22107,2:36,
55,2016-02-15,4:00 PM,@,Calgary Flames,6,4,W,,28,19,8,W 2,,28,10,3,3,0,,37,8,2,5,0,19289,2:32,
56,2016-02-16,9:00 PM,@,Edmonton Oilers,5,3,W,,29,19,8,W 3,,31,8,1,4,1,,27,6,2,4,0,16839,2:43,
57,2016-02-18,10:00 PM,@,Vancouver Canucks,5,2,W,,30,19,8,W 4,,33,10,1,3,0,,21,8,1,4,0,18435,2:30,
58,2016-02-21,7:00 PM,,Calgary Flames,5,2,W,,31,19,8,W 5,,33,14,2,5,0,,24,12,1,5,0,17174,2:31,
59,2016-02-24,10:30 PM,,Buffalo Sabres,1,0,W,,32,19,8,W 6,,29,8,1,3,0,,26,6,0,4,0,16543,2:33,
60,2016-02-26,10:00 PM,,Edmonton Oilers,2,1,W,OT,33,19,8,W 7,,34,6,1,3,0,,18,6,0,3,0,17174,2:18,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-28,9:00 PM,,Los Angeles Kings,4,2,W,,34,19,8,W 8,,29,12,3,5,0,,29,14,1,4,0,17174,2:44,
62,2016-03-02,10:00 PM,,Montreal Canadiens,3,2,W,SO,35,19,8,W 9,,35,13,1,5,0,,27,15,0,3,0,15273,2:47,
63,2016-03-03,9:00 PM,@,Arizona Coyotes,5,1,W,,36,19,8,W 10,,21,38,3,7,0,,28,44,1,6,0,11999,2:31,
64,2016-03-05,4:00 PM,@,Los Angeles Kings,3,2,W,,37,19,8,W 11,,22,44,2,2,0,,34,36,2,6,0,18230,2:36,
65,2016-03-07,10:00 PM,,Washington Capitals,1,2,L,SO,37,19,9,L 1,,28,4,0,4,0,,32,8,0,4,0,17174,2:38,
66,2016-03-09,10:00 PM,@,Colorado Avalanche,0,3,L,,37,20,9,L 2,,37,8,0,3,0,,26,10,0,2,0,14292,2:25,
67,2016-03-11,8:00 PM,@,St. Louis Blues,2,5,L,,37,21,9,L 3,,28,8,1,3,0,,23,6,0,3,0,19412,2:28,
68,2016-03-14,10:00 PM,,New Jersey Devils,7,1,W,,38,21,9,W 1,,27,6,1,3,0,,25,6,0,3,0,15423,2:33,
69,2016-03-16,10:30 PM,,New York Rangers,1,2,L,,38,22,9,L 1,,23,6,0,0,0,,23,0,0,3,0,15400,2:29,
70,2016-03-18,10:00 PM,,Boston Bruins,,,,,,,,,,,,,,,,,,,,,,,
71,2016-03-20,3:00 PM,@,Winnipeg Jets,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-22,7:30 PM,@,Montreal Canadiens,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-24,7:30 PM,@,Toronto Maple Leafs,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-26,7:00 PM,@,Ottawa Senators,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-28,9:00 PM,@,Edmonton Oilers,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-30,10:00 PM,,Calgary Flames,,,,,,,,,,,,,,,,,,,,,,,
77,2016-04-01,10:00 PM,,Vancouver Canucks,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-03,9:00 PM,,Dallas Stars,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-05,10:00 PM,,Winnipeg Jets,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-07,10:30 PM,@,Los Angeles Kings,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-09,5:30 PM,@,Colorado Avalanche,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-10,7:30 PM,@,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
