
14,2015-11-05,7:30 PM,@,Ottawa Senators,2,3,L,SO,8,4,2,L 1,,40,6,0,2,0,,31,4,0,3,0,17195,2:43,
15,2015-11-07,7:00 PM,,Philadelphia Flyers,0,3,L,,8,5,2,L 2,,28,17,0,5,0,,23,17,2,5,0,15294,2:27,
16,2015-11-10,8:00 PM,@,Minnesota Wild,3,5,L,,8,6,2,L 3,,28,15,1,2,0,,28,9,0,6,1,19153,2:31,
17,2015-11-12,8:30 PM,@,Dallas Stars,3,6,L,,8,7,2,L 4,,38,8,0,4,0,,34,6,2,4,0,18010,2:29,
18,2015-11-14,7:00 PM,@,Nashville Predators,0,7,L,,8,8,2,L 5,,20,84,0,4,0,,34,72,2,5,0,17113,2:42,
19,2015-11-16,8:00 PM,@,St. Louis Blues,2,3,L,,8,9,2,L 6,,18,15,0,5,0,,28,15,1,5,0,18680,2:33,
20,2015-11-18,7:30 PM,,Vancouver Canucks,4,1,W,,9,9,2,W 1,,34,19,1,4,0,,30,17,1,5,0,15294,2:33,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-21,7:00 PM,,Arizona Coyotes,3,2,W,,10,9,2,W 2,,23,12,0,5,1,,29,12,2,6,0,15294,2:29,
22,2015-11-23,8:00 PM,,Colorado Avalanche,1,4,L,,10,10,2,L 1,,21,11,0,2,0,,29,9,1,3,0,15294,2:19,
23,2015-11-25,7:00 PM,@,Washington Capitals,3,5,L,,10,11,2,L 2,,26,6,1,2,0,,34,6,1,2,0,18506,2:27,
24,2015-11-27,4:00 PM,@,Minnesota Wild,3,1,W,,11,11,2,W 1,,29,11,1,3,0,,15,15,0,1,0,19055,2:30,
25,2015-11-28,10:00 PM,@,Colorado Avalanche,3,5,L,,11,12,2,L 1,,28,11,0,2,1,,25,9,1,3,0,16311,2:23,
26,2015-12-02,7:30 PM,,Toronto Maple Leafs,6,1,W,,12,12,2,W 1,,35,6,1,5,0,,33,10,0,3,0,15294,2:27,
27,2015-12-05,3:00 PM,,Washington Capitals,2,1,W,OT,13,12,2,W 2,,36,15,1,5,0,,38,17,1,4,0,15294,2:46,
28,2015-12-06,5:00 PM,@,Chicago Blackhawks,1,3,L,,13,13,2,L 1,,31,6,0,2,0,,32,4,0,3,0,21749,2:41,
29,2015-12-10,8:00 PM,,Columbus Blue Jackets,6,4,W,,14,13,2,W 1,,35,15,1,3,0,,29,23,1,4,0,15294,2:34,
30,2015-12-11,8:30 PM,@,Chicago Blackhawks,0,2,L,,14,14,2,L 1,,25,10,0,5,0,,31,10,2,5,0,22021,2:22,
31,2015-12-15,8:00 PM,,St. Louis Blues,3,4,L,,14,15,2,L 2,,36,8,0,2,0,,26,6,2,3,0,15294,2:26,
32,2015-12-18,8:00 PM,,New York Rangers,5,2,W,,15,15,2,W 1,,36,6,0,3,0,,28,8,1,2,0,15294,2:25,
33,2015-12-21,9:00 PM,@,Edmonton Oilers,1,3,L,,15,16,2,L 1,,45,8,0,5,0,,21,12,0,2,0,16839,2:37,
34,2015-12-22,9:00 PM,@,Calgary Flames,1,4,L,,15,17,2,L 2,,20,10,0,1,0,,33,2,1,5,0,19289,2:35,
35,2015-12-27,8:00 PM,,Pittsburgh Penguins,1,0,W,,16,17,2,W 1,,28,4,0,2,0,,30,4,0,2,0,15294,2:20,
36,2015-12-29,8:00 PM,,Detroit Red Wings,4,1,W,,17,17,2,W 2,,25,12,1,2,1,,34,6,1,6,0,15294,2:22,
37,2015-12-31,9:00 PM,@,Arizona Coyotes,2,4,L,,17,18,2,L 1,,37,12,0,3,0,,21,8,2,5,0,14027,2:34,
38,2016-01-02,10:00 PM,@,San Jose Sharks,4,1,W,,18,18,2,W 1,,27,12,1,3,1,,28,6,1,5,0,17562,2:26,
39,2016-01-03,9:00 PM,@,Anaheim Ducks,1,4,L,,18,19,2,L 1,,20,13,0,4,0,,35,17,2,2,0,17174,2:28,
40,2016-01-05,8:00 PM,@,Nashville Predators,4,1,W,,19,19,2,W 1,,18,8,2,3,0,,44,6,0,4,0,17113,2:25,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-07,8:30 PM,@,Dallas Stars,1,2,L,SO,19,19,3,L 1,,33,6,0,3,0,,24,8,0,2,0,18532,2:42,
42,2016-01-10,3:00 PM,,Buffalo Sabres,2,4,L,,19,20,3,L 2,,44,11,1,2,0,,29,9,1,3,0,15294,2:44,
43,2016-01-12,8:00 PM,,San Jose Sharks,1,4,L,,19,21,3,L 3,,22,35,1,3,0,,27,16,1,6,1,15294,2:28,
44,2016-01-14,8:00 PM,,Nashville Predators,5,4,W,OT,20,21,3,W 1,,24,15,1,5,0,,35,21,1,2,0,15294,2:38,
45,2016-01-15,8:00 PM,@,Minnesota Wild,1,0,W,,21,21,3,W 2,,26,6,0,2,0,,24,4,0,3,0,19222,2:19,
46,2016-01-18,8:00 PM,,Colorado Avalanche,1,2,L,,21,22,3,L 1,,37,4,0,2,0,,34,2,1,2,0,15294,2:20,
47,2016-01-21,8:00 PM,,Nashville Predators,1,4,L,,21,23,3,L 2,,27,11,0,4,0,,28,13,1,3,0,15294,2:24,
48,2016-01-23,7:00 PM,,New Jersey Devils,1,3,L,,21,24,3,L 3,,23,4,1,1,0,,16,2,1,2,0,15294,2:21,
49,2016-01-26,8:00 PM,,Arizona Coyotes,5,2,W,,22,24,3,W 1,,37,15,1,4,1,,34,13,0,5,0,15294,2:27,
50,2016-02-02,8:00 PM,,Dallas Stars,3,5,L,,22,25,3,L 1,,24,10,1,3,0,,27,8,1,4,0,15294,2:24,
51,2016-02-05,8:00 PM,,Carolina Hurricanes,3,5,L,,22,26,3,L 2,,36,8,1,2,0,,29,4,1,4,0,15294,2:20,
52,2016-02-06,10:00 PM,@,Colorado Avalanche,4,2,W,,23,26,3,W 1,,39,36,1,2,0,,34,30,1,4,0,14983,2:45,
53,2016-02-09,8:00 PM,@,St. Louis Blues,2,1,W,SO,24,26,3,W 2,,33,6,0,5,0,,22,8,1,3,0,18323,2:41,
54,2016-02-11,8:00 PM,,Boston Bruins,2,6,L,,24,27,3,L 1,,36,23,1,5,0,,39,27,0,3,0,15294,2:34,
55,2016-02-13,10:00 PM,@,Edmonton Oilers,2,1,W,SO,25,27,3,W 1,,33,17,0,6,0,,22,19,0,5,1,16839,2:43,
56,2016-02-16,7:00 PM,@,Carolina Hurricanes,1,2,L,,25,28,3,L 1,,21,10,0,4,0,,29,6,2,5,0,10489,2:18,
57,2016-02-18,7:30 PM,@,Tampa Bay Lightning,5,6,L,SO,25,28,4,L 2,,41,17,2,4,1,,26,17,0,5,0,19092,2:47,
58,2016-02-20,7:00 PM,@,Florida Panthers,1,3,L,,25,29,4,L 3,,30,8,1,4,0,,32,8,1,4,0,16210,2:27,
59,2016-02-23,8:00 PM,,Dallas Stars,3,5,L,,25,30,4,L 4,,25,10,0,4,1,,27,8,2,5,0,15294,2:32,
60,2016-02-25,8:30 PM,@,Dallas Stars,6,3,W,,26,30,4,W 1,,28,12,0,2,0,,30,8,2,4,0,18532,2:31,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-27,3:00 PM,@,Pittsburgh Penguins,1,4,L,,26,31,4,L 1,,28,2,1,2,0,,33,4,0,1,0,18650,2:23,
62,2016-03-01,8:00 PM,,Florida Panthers,2,3,L,,26,32,4,L 2,,32,6,0,4,0,,22,8,1,3,0,15294,2:21,
63,2016-03-03,8:00 PM,,New York Islanders,3,4,L,OT,26,32,5,L 3,,29,8,1,4,0,,27,8,0,4,0,15294,2:32,
64,2016-03-05,7:00 PM,,Montreal Canadiens,4,2,W,,27,32,5,W 1,,30,4,0,3,0,,28,6,0,2,0,15294,2:20,
65,2016-03-06,7:00 PM,,Edmonton Oilers,1,2,L,,27,33,5,L 1,,40,4,0,2,0,,31,4,0,2,0,15294,2:21,
66,2016-03-08,8:00 PM,,Nashville Predators,2,4,L,,27,34,5,L 2,,23,10,0,4,0,,31,16,0,5,0,15294,2:30,
67,2016-03-10,7:30 PM,@,Detroit Red Wings,2,3,L,,27,35,5,L 3,,25,20,0,4,0,,35,12,0,3,0,20027,2:29,
68,2016-03-12,7:00 PM,,Colorado Avalanche,3,2,W,,28,35,5,W 1,,30,6,1,4,0,,37,8,1,3,0,15294,2:29,
69,2016-03-14,10:00 PM,@,Vancouver Canucks,5,2,W,,29,35,5,W 2,,29,8,0,2,0,,28,6,0,3,0,18361,2:14,
70,2016-03-16,10:00 PM,@,Calgary Flames,1,4,L,,29,36,5,L 1,,29,11,0,2,0,,21,9,1,3,0,18929,2:31,
71,2016-03-18,8:00 PM,,Chicago Blackhawks,,,,,,,,,,,,,,,,,,,,,,,
72,2016-03-20,3:00 PM,,Anaheim Ducks,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-22,8:00 PM,,Vancouver Canucks,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-24,8:00 PM,,Los Angeles Kings,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-26,1:00 PM,@,Buffalo Sabres,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-28,7:00 PM,@,Philadelphia Flyers,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-30,7:30 PM,,Ottawa Senators,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-01,8:00 PM,,Chicago Blackhawks,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-03,8:00 PM,,Minnesota Wild,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-05,10:00 PM,@,Anaheim Ducks,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,10:30 PM,@,San Jose Sharks,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,10:00 PM,@,Los Angeles Kings,,,,,,,,,,,,,,,,,,,,,,,
