
14,2015-11-06,9:00 PM,,Pittsburgh Penguins,1,2,L,,5,9,0,L 1,,28,8,0,2,0,,33,4,1,4,0,16839,2:33,
15,2015-11-08,8:00 PM,@,Chicago Blackhawks,2,4,L,,5,10,0,L 2,,36,10,1,1,0,,28,4,1,4,0,21611,2:33,
16,2015-11-11,10:00 PM,@,Anaheim Ducks,4,3,W,OT,6,10,0,W 1,,27,9,1,2,0,,37,9,1,2,0,16505,2:30,
17,2015-11-12,9:00 PM,@,Arizona Coyotes,1,4,L,,6,11,0,L 1,,28,6,0,4,0,,21,8,1,3,0,15545,2:26,
18,2015-11-14,10:00 PM,@,Los Angeles Kings,3,4,L,,6,12,0,L 2,,25,6,0,3,0,,28,6,0,4,0,18230,2:28,
19,2015-11-18,9:30 PM,,Chicago Blackhawks,3,4,L,OT,6,12,1,L 3,,37,4,0,3,0,,27,6,1,2,0,16839,2:33,
20,2015-11-20,9:00 PM,,New Jersey Devils,5,1,W,,7,12,1,W 1,,27,8,1,6,0,,20,12,1,4,0,16839,2:22,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-23,7:00 PM,@,Washington Capitals,0,1,L,,7,13,1,L 1,,33,6,0,3,0,,30,6,0,3,0,18506,2:21,
22,2015-11-25,7:00 PM,@,Carolina Hurricanes,1,4,L,,7,14,1,L 2,,31,2,1,4,0,,27,8,0,1,0,10911,2:18,
23,2015-11-27,7:30 PM,@,Detroit Red Wings,3,4,L,OT,7,14,2,L 3,,24,4,1,2,0,,32,4,0,2,0,20027,2:27,
24,2015-11-28,7:00 PM,@,Pittsburgh Penguins,3,2,W,SO,8,14,2,W 1,,36,8,1,4,0,,41,8,1,4,0,18656,2:45,
25,2015-11-30,7:30 PM,@,Toronto Maple Leafs,0,3,L,,8,15,2,L 1,,24,6,0,3,0,,26,6,1,3,0,19559,2:27,
26,2015-12-02,9:30 PM,,Boston Bruins,3,2,W,SO,9,15,2,W 1,,36,4,0,5,1,,40,10,0,2,0,16839,2:49,
27,2015-12-04,9:00 PM,,Dallas Stars,2,1,W,OT,10,15,2,W 2,,24,8,0,3,0,,43,6,0,4,0,16839,2:24,
28,2015-12-06,8:00 PM,,Buffalo Sabres,4,2,W,,11,15,2,W 3,,28,12,1,1,0,,34,6,1,4,0,16839,2:41,
29,2015-12-09,9:30 PM,,San Jose Sharks,4,3,W,OT,12,15,2,W 4,,20,18,0,1,0,,28,14,0,3,0,16839,2:40,
30,2015-12-11,9:30 PM,,New York Rangers,7,5,W,,13,15,2,W 5,,37,4,1,3,0,,34,6,1,2,0,16839,2:39,
31,2015-12-14,7:00 PM,@,Boston Bruins,3,2,W,OT,14,15,2,W 6,,24,11,0,3,0,,49,11,0,3,0,17565,2:38,
32,2015-12-15,7:00 PM,@,New York Rangers,2,4,L,,14,16,2,L 1,,20,8,1,6,0,,21,12,1,5,0,18006,2:21,
33,2015-12-17,8:30 PM,@,Chicago Blackhawks,0,4,L,,14,17,2,L 2,,33,4,0,0,0,,37,0,0,2,0,21451,2:25,
34,2015-12-19,10:00 PM,@,Colorado Avalanche,1,5,L,,14,18,2,L 3,,40,2,0,2,0,,29,2,1,1,1,17570,2:24,
35,2015-12-21,9:00 PM,,Winnipeg Jets,3,1,W,,15,18,2,W 1,,21,12,0,2,0,,45,8,0,5,0,16839,2:37,
36,2015-12-26,10:00 PM,@,Vancouver Canucks,1,2,L,OT,15,18,3,L 1,,33,4,0,3,0,,24,6,0,2,0,18570,2:34,
37,2015-12-27,9:00 PM,@,Calgary Flames,3,5,L,,15,19,3,L 2,,31,6,0,1,0,,37,2,2,3,1,19289,2:26,
38,2015-12-29,9:00 PM,,Los Angeles Kings,2,5,L,,15,20,3,L 3,,44,9,0,2,0,,33,9,1,2,0,16839,2:30,
39,2015-12-31,9:00 PM,,Anaheim Ducks,0,1,L,,15,21,3,L 4,,21,11,0,3,0,,35,13,1,2,0,16839,2:26,
40,2016-01-02,4:00 PM,,Arizona Coyotes,4,3,W,SO,16,21,3,W 1,,41,8,1,4,0,,34,8,0,3,0,16839,2:47,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-04,9:00 PM,,Carolina Hurricanes,1,0,W,OT,17,21,3,W 2,,27,2,0,2,0,,29,4,0,1,0,16839,2:24,
42,2016-01-08,9:00 PM,,Tampa Bay Lightning,2,3,L,,17,22,3,L 1,,26,4,1,3,0,,26,6,0,3,0,16839,2:32,
43,2016-01-10,9:30 PM,,Florida Panthers,1,2,L,,17,23,3,L 2,,25,15,0,3,0,,14,31,0,0,0,16839,2:25,
44,2016-01-12,9:00 PM,@,Arizona Coyotes,3,4,L,OT,17,23,4,L 3,,28,8,2,3,0,,31,6,3,4,0,11391,2:38,
45,2016-01-14,10:30 PM,@,San Jose Sharks,1,2,L,SO,17,23,5,L 4,,25,8,0,1,0,,37,2,0,4,0,15379,2:29,
46,2016-01-16,10:00 PM,,Calgary Flames,2,1,W,SO,18,23,5,W 1,,37,10,0,1,0,,32,2,0,5,0,16839,2:45,
47,2016-01-18,7:30 PM,@,Florida Panthers,4,2,W,,19,23,5,W 2,,24,11,0,1,0,,33,7,0,4,0,14897,2:27,
48,2016-01-19,7:30 PM,@,Tampa Bay Lightning,4,6,L,,19,24,5,L 1,,26,6,0,4,1,,31,10,0,2,1,19092,2:31,
49,2016-01-21,8:30 PM,@,Dallas Stars,2,3,L,,19,25,5,L 2,,25,4,1,3,0,,35,6,0,2,0,18532,2:35,
50,2016-01-23,10:00 PM,,Nashville Predators,1,4,L,,19,26,5,L 3,,24,16,0,3,0,,25,8,1,2,0,16839,2:31,
51,2016-02-02,9:00 PM,,Columbus Blue Jackets,5,1,W,,20,26,5,W 1,,35,14,2,3,0,,37,10,0,5,0,16839,2:34,
52,2016-02-04,7:30 PM,@,Ottawa Senators,7,2,W,,21,26,5,W 2,,28,23,3,3,0,,38,21,1,4,0,18564,2:38,
53,2016-02-06,2:00 PM,@,Montreal Canadiens,1,5,L,,21,27,5,L 1,,24,8,0,3,1,,36,8,1,3,0,21288,2:25,
54,2016-02-07,2:30 PM,@,New York Islanders,1,8,L,,21,28,5,L 2,,31,34,0,1,0,,31,18,2,4,0,14030,2:35,
55,2016-02-09,8:00 PM,@,New Jersey Devils,1,2,L,,21,29,5,L 3,,20,15,0,3,0,,26,11,2,5,0,16514,2:24,
56,2016-02-11,9:00 PM,,Toronto Maple Leafs,5,2,W,,22,29,5,W 1,,35,12,1,5,0,,36,22,0,5,0,16839,2:30,
57,2016-02-13,10:00 PM,,Winnipeg Jets,1,2,L,SO,22,29,6,L 1,,22,19,0,5,1,,33,17,0,6,0,16839,2:43,
58,2016-02-16,9:00 PM,,Anaheim Ducks,3,5,L,,22,30,6,L 2,,27,6,2,4,0,,31,8,1,4,1,16839,2:43,
59,2016-02-18,9:00 PM,,Minnesota Wild,2,5,L,,22,31,6,L 3,,33,6,0,2,0,,27,4,2,3,0,16839,2:25,
60,2016-02-20,10:00 PM,,Colorado Avalanche,2,3,L,,22,32,6,L 4,,27,11,0,3,0,,29,11,0,3,0,16939,2:29,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-23,9:00 PM,,Ottawa Senators,1,4,L,,22,33,6,L 5,,32,6,0,3,0,,25,8,1,2,0,16839,2:20,
62,2016-02-25,10:30 PM,@,Los Angeles Kings,1,2,L,,22,34,6,L 6,,27,2,0,1,0,,36,2,0,1,0,18230,2:39,
63,2016-02-26,10:00 PM,@,Anaheim Ducks,1,2,L,OT,22,34,7,L 7,,18,6,0,3,0,,34,6,1,3,0,17174,2:18,
64,2016-02-28,9:30 PM,,New York Islanders,3,1,W,,23,34,7,W 1,,26,8,0,1,0,,37,0,0,4,0,16839,2:23,
65,2016-03-01,7:30 PM,@,Buffalo Sabres,2,1,W,OT,24,34,7,W 2,,41,2,0,3,0,,32,4,0,1,0,19070,2:40,
66,2016-03-03,7:00 PM,@,Philadelphia Flyers,4,0,W,,25,34,7,W 3,,31,30,0,1,1,,35,18,0,7,0,18636,2:32,
67,2016-03-04,7:00 PM,@,Columbus Blue Jackets,3,6,L,,25,35,7,L 1,,36,16,1,3,0,,27,16,1,3,0,15010,2:38,
68,2016-03-06,7:00 PM,@,Winnipeg Jets,2,1,W,,26,35,7,W 1,,31,4,0,2,0,,40,4,0,2,0,15294,2:21,
69,2016-03-08,9:00 PM,,San Jose Sharks,0,3,L,,26,36,7,L 1,,31,9,0,2,0,,22,9,1,2,0,16839,2:22,
70,2016-03-10,8:00 PM,@,Minnesota Wild,2,1,W,,27,36,7,W 1,,25,8,0,2,0,,30,4,0,4,0,19058,2:23,
71,2016-03-12,10:00 PM,,Arizona Coyotes,0,4,L,,27,37,7,L 1,,44,32,0,3,0,,29,24,1,2,0,16839,2:29,
72,2016-03-14,9:00 PM,,Nashville Predators,2,3,L,,27,38,7,L 2,,30,6,0,3,0,,25,8,0,2,0,16839,2:33,
73,2016-03-16,9:30 PM,,St. Louis Blues,6,4,W,,28,38,7,W 1,,27,8,4,6,0,,28,27,1,3,0,16839,2:39,
74,2016-03-18,9:00 PM,,Vancouver Canucks,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-20,9:30 PM,,Colorado Avalanche,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-22,10:00 PM,@,Arizona Coyotes,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-24,10:30 PM,@,San Jose Sharks,,,,,,,,,,,,,,,,,,,,,,,
78,2016-03-26,10:00 PM,@,Los Angeles Kings,,,,,,,,,,,,,,,,,,,,,,,
79,2016-03-28,9:00 PM,,Anaheim Ducks,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-02,10:00 PM,,Calgary Flames,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-06,10:00 PM,,Vancouver Canucks,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,10:00 PM,@,Vancouver Canucks,,,,,,,,,,,,,,,,,,,,,,,
