
14,2015-11-07,8:00 PM,@,Nashville Predators,4,0,W,,10,3,1,W 2,,28,12,2,3,0,,45,8,0,5,0,17143,2:26,
15,2015-11-10,7:00 PM,@,New Jersey Devils,2,0,W,,11,3,1,W 3,,28,4,0,2,0,,24,6,0,1,0,13310,2:18,
16,2015-11-12,7:00 PM,@,New York Rangers,3,6,L,,11,4,1,L 1,,34,6,1,3,0,,22,8,1,2,0,18006,2:26,
17,2015-11-14,8:00 PM,,Chicago Blackhawks,2,4,L,,11,5,1,L 2,,31,17,1,6,0,,27,19,1,5,0,19808,2:40,
18,2015-11-16,8:00 PM,,Winnipeg Jets,3,2,W,,12,5,1,W 1,,28,15,1,5,0,,18,15,0,5,0,18680,2:33,
19,2015-11-17,7:00 PM,@,Columbus Blue Jackets,1,3,L,,12,6,1,L 1,,20,8,0,2,0,,38,4,0,4,0,12161,2:27,
20,2015-11-19,8:00 PM,,Buffalo Sabres,3,2,W,SO,13,6,1,W 1,,29,8,2,3,0,,34,7,0,4,0,17359,2:38,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-21,8:00 PM,,Detroit Red Wings,3,4,L,OT,13,6,2,L 1,,33,4,0,2,0,,32,4,1,2,0,18098,2:37,
22,2015-11-23,7:00 PM,@,Buffalo Sabres,2,1,W,,14,6,2,W 1,,26,11,0,0,0,,25,5,0,3,0,17563,2:28,
23,2015-11-25,7:00 PM,@,Pittsburgh Penguins,3,4,L,OT,14,6,3,L 1,,32,8,1,2,0,,34,4,1,4,0,18569,2:26,
24,2015-11-28,8:00 PM,,Columbus Blue Jackets,3,1,W,,15,6,3,W 1,,32,2,1,3,0,,24,6,0,1,0,19227,2:22,
25,2015-12-01,8:00 PM,,Florida Panthers,1,3,L,,15,7,3,L 1,,30,2,0,3,0,,23,6,0,1,0,15395,2:28,
26,2015-12-04,7:30 PM,@,New York Islanders,1,2,L,SO,15,7,4,L 2,,32,6,0,2,0,,25,6,0,2,0,12873,2:34,
27,2015-12-05,7:00 PM,,Toronto Maple Leafs,1,4,L,,15,8,4,L 3,,28,13,0,2,0,,29,11,0,4,0,18698,2:31,
28,2015-12-08,8:00 PM,,Arizona Coyotes,4,1,W,,16,8,4,W 1,,22,8,0,3,1,,23,6,0,4,0,16301,2:35,
29,2015-12-10,8:00 PM,,Philadelphia Flyers,2,4,L,,16,9,4,L 1,,37,4,1,2,0,,29,6,0,1,0,14428,2:27,
30,2015-12-12,8:00 PM,,Dallas Stars,3,0,W,,17,9,4,W 1,,26,20,1,3,0,,26,22,0,4,0,15023,2:33,
31,2015-12-13,6:00 PM,,Colorado Avalanche,1,3,L,,17,10,4,L 1,,43,4,1,1,0,,18,2,0,2,0,17961,2:19,
32,2015-12-15,8:00 PM,@,Winnipeg Jets,4,3,W,,18,10,4,W 1,,26,6,2,3,0,,36,8,0,2,0,15294,2:26,
33,2015-12-17,8:00 PM,,Nashville Predators,2,1,W,,19,10,4,W 2,,33,8,1,2,0,,28,6,1,3,0,17882,2:26,
34,2015-12-19,3:00 PM,,Calgary Flames,3,2,W,,20,10,4,W 3,,22,13,0,0,0,,38,5,0,4,0,18163,2:33,
35,2015-12-21,7:00 PM,@,Philadelphia Flyers,3,4,L,,20,11,4,L 1,,29,6,1,2,0,,31,6,1,3,1,19676,2:31,
36,2015-12-22,7:00 PM,@,Boston Bruins,2,0,W,,21,11,4,W 1,,29,5,0,1,0,,32,7,0,0,0,17565,2:26,
37,2015-12-26,8:00 PM,,Dallas Stars,3,2,W,SO,22,11,4,W 2,,37,2,1,4,0,,24,8,0,1,0,19185,2:51,
38,2015-12-27,6:00 PM,@,Dallas Stars,0,3,L,,22,12,4,L 1,,22,20,0,2,0,,38,18,2,3,0,18532,2:38,
39,2015-12-29,8:00 PM,,Nashville Predators,4,3,W,OT,23,12,4,W 1,,25,6,0,3,0,,33,6,0,3,1,19319,2:43,
40,2015-12-31,8:00 PM,,Minnesota Wild,1,3,L,,23,13,4,L 1,,34,4,1,3,0,,29,8,0,1,0,19194,2:20,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-02,7:00 PM,@,Toronto Maple Leafs,1,4,L,,23,14,4,L 2,,40,10,1,1,0,,33,4,1,5,0,19221,2:37,
42,2016-01-04,8:00 PM,,Ottawa Senators,2,3,L,OT,23,14,5,L 3,,38,11,1,3,0,,32,11,2,3,0,19152,2:39,
43,2016-01-06,10:00 PM,@,Colorado Avalanche,3,4,L,OT,23,14,6,L 4,,38,6,1,2,0,,33,4,0,3,0,13359,2:34,
44,2016-01-08,10:00 PM,@,Anaheim Ducks,3,4,L,SO,23,14,7,L 5,,28,15,0,4,0,,39,13,1,5,0,16250,2:55,
45,2016-01-09,10:30 PM,@,Los Angeles Kings,2,1,W,SO,24,14,7,W 1,,16,13,0,2,0,,27,22,0,4,0,18413,2:47,
46,2016-01-12,8:00 PM,,New Jersey Devils,5,2,W,,25,14,7,W 2,,37,23,2,6,0,,24,30,0,3,0,17951,2:39,
47,2016-01-14,8:00 PM,,Carolina Hurricanes,1,4,L,,25,15,7,L 1,,24,8,0,4,0,,28,10,1,3,0,19282,2:23,
48,2016-01-16,7:00 PM,,Montreal Canadiens,4,3,W,OT,26,15,7,W 1,,22,32,0,2,0,,49,12,1,7,0,19501,2:48,
49,2016-01-18,8:00 PM,,Pittsburgh Penguins,5,2,W,,27,15,7,W 2,,25,8,0,2,0,,38,6,0,3,0,19312,2:30,
50,2016-01-20,8:00 PM,@,Detroit Red Wings,2,1,W,,28,15,7,W 3,,20,10,0,3,0,,30,8,1,3,0,20027,2:29,
51,2016-01-22,9:00 PM,@,Colorado Avalanche,1,2,L,SO,28,15,8,L 1,,34,6,0,2,0,,41,4,0,3,0,16366,2:48,
52,2016-01-24,7:00 PM,@,Chicago Blackhawks,0,2,L,,28,16,8,L 2,,25,2,0,1,0,,25,2,1,1,0,22138,2:21,
53,2016-02-02,8:00 PM,@,Nashville Predators,1,0,W,,29,16,8,W 1,,23,6,0,3,0,,16,6,0,3,0,16045,2:22,
54,2016-02-04,8:00 PM,,San Jose Sharks,1,3,L,,29,17,8,L 1,,27,10,0,2,0,,32,8,0,4,0,18803,2:25,
55,2016-02-06,8:00 PM,,Minnesota Wild,4,1,W,,30,17,8,W 1,,24,16,3,6,0,,39,12,1,7,0,19318,2:43,
56,2016-02-09,8:00 PM,,Winnipeg Jets,1,2,L,SO,30,17,9,L 1,,22,8,1,3,0,,33,6,0,5,0,18323,2:41,
57,2016-02-12,7:30 PM,@,Florida Panthers,5,3,W,,31,17,9,W 1,,28,6,1,1,0,,32,4,0,3,0,13904,2:28,
58,2016-02-14,6:00 PM,@,Tampa Bay Lightning,2,1,W,,32,17,9,W 2,,21,11,0,3,0,,38,11,0,3,0,19092,2:31,
59,2016-02-16,8:00 PM,,Dallas Stars,2,1,W,OT,33,17,9,W 3,,22,12,1,5,0,,18,10,0,7,0,18156,2:35,
60,2016-02-18,8:00 PM,,Los Angeles Kings,2,1,W,OT,34,17,9,W 4,,32,16,1,6,0,,35,16,1,6,0,18923,2:42,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-20,9:00 PM,@,Arizona Coyotes,6,4,W,,35,17,9,W 5,,40,9,1,3,0,,22,11,0,2,0,15839,2:29,
62,2016-02-22,8:00 PM,,San Jose Sharks,3,6,L,,35,18,9,L 1,,28,21,2,3,0,,33,6,2,5,0,19371,2:32,
63,2016-02-25,8:00 PM,,New York Rangers,1,2,L,,35,19,9,L 2,,36,4,1,3,0,,23,6,0,2,0,17524,2:22,
64,2016-02-27,3:00 PM,@,Nashville Predators,0,5,L,,35,20,9,L 3,,28,17,0,1,0,,29,9,1,5,0,17379,2:34,
65,2016-02-28,3:00 PM,@,Carolina Hurricanes,5,2,W,,36,20,9,W 1,,40,6,0,2,1,,34,4,0,3,0,15128,2:30,
66,2016-03-01,7:30 PM,@,Ottawa Senators,4,3,W,SO,37,20,9,W 2,,48,10,2,4,0,,43,12,1,3,0,17207,2:51,
67,2016-03-06,8:00 PM,@,Minnesota Wild,4,2,W,,38,20,9,W 3,,35,8,0,1,0,,32,2,0,4,0,19040,2:35,
68,2016-03-09,8:00 PM,,Chicago Blackhawks,3,2,W,SO,39,20,9,W 4,,30,19,2,3,0,,35,4,1,4,0,19756,2:52,
69,2016-03-11,8:00 PM,,Anaheim Ducks,5,2,W,,40,20,9,W 5,,23,6,0,3,0,,28,8,1,3,0,19412,2:28,
70,2016-03-12,9:00 PM,@,Dallas Stars,5,4,W,OT,41,20,9,W 6,,36,8,0,4,0,,38,10,1,3,0,18532,2:35,
71,2016-03-14,9:00 PM,@,Calgary Flames,4,7,L,,41,21,9,L 1,,35,6,1,4,0,,32,8,1,3,2,19107,2:43,
72,2016-03-16,9:30 PM,@,Edmonton Oilers,4,6,L,,41,22,9,L 2,,28,27,1,3,0,,27,8,4,6,0,16839,2:39,
73,2016-03-19,10:00 PM,@,Vancouver Canucks,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-22,10:30 PM,@,San Jose Sharks,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-25,8:00 PM,,Vancouver Canucks,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-26,7:00 PM,@,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-29,8:30 PM,,Colorado Avalanche,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-01,8:00 PM,,Boston Bruins,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-03,8:00 PM,@,Colorado Avalanche,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-04,8:00 PM,,Arizona Coyotes,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,8:30 PM,@,Chicago Blackhawks,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,8:00 PM,,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
