
14,2015-11-06,9:00 PM,,New York Rangers,1,2,L,,4,9,1,L 2,,30,6,1,5,0,,33,12,1,2,0,17818,2:23,
15,2015-11-10,7:00 PM,@,Philadelphia Flyers,4,0,W,,5,9,1,W 1,,40,2,1,2,0,,25,4,0,1,0,18587,2:25,
16,2015-11-12,7:00 PM,@,Boston Bruins,3,2,W,,6,9,1,W 2,,30,17,0,3,0,,27,13,1,2,0,17565,2:34,
17,2015-11-14,7:00 PM,@,Montreal Canadiens,6,1,W,,7,9,1,W 3,,24,6,1,2,1,,40,4,0,4,0,21288,2:23,
18,2015-11-17,7:30 PM,@,Toronto Maple Leafs,1,5,L,,7,10,1,L 1,,35,10,0,4,0,,30,8,4,5,1,19238,2:25,
19,2015-11-19,7:00 PM,@,Pittsburgh Penguins,3,4,L,,7,11,1,L 2,,31,10,1,5,0,,30,12,1,4,0,18430,2:29,
20,2015-11-21,7:00 PM,@,Washington Capitals,3,7,L,,7,12,1,L 3,,27,25,1,1,0,,32,19,1,4,0,18506,2:34,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
21,2015-11-23,8:00 PM,@,Winnipeg Jets,4,1,W,,8,12,1,W 1,,29,9,1,3,0,,21,11,0,2,0,15294,2:19,
22,2015-11-25,9:30 PM,,Ottawa Senators,3,5,L,,8,13,1,L 1,,43,7,1,6,0,,29,27,0,1,1,16570,2:30,
23,2015-11-28,10:00 PM,,Winnipeg Jets,5,3,W,,9,13,1,W 1,,25,9,1,3,0,,28,11,0,2,1,16311,2:23,
24,2015-11-30,7:00 PM,@,New York Islanders,3,5,L,,9,14,1,L 1,,28,6,0,3,0,,28,6,1,3,0,11585,2:26,
25,2015-12-01,7:00 PM,@,New Jersey Devils,2,1,W,,10,14,1,W 1,,25,11,0,3,0,,28,13,0,2,0,14019,2:25,
26,2015-12-03,7:00 PM,@,New York Rangers,2,1,W,,11,14,1,W 2,,18,7,0,0,0,,25,5,0,1,0,18006,2:19,
27,2015-12-05,8:00 PM,@,Minnesota Wild,0,3,L,,11,15,1,L 1,,20,10,0,2,0,,44,6,0,4,0,19173,2:28,
28,2015-12-07,9:00 PM,,Minnesota Wild,2,1,W,OT,12,15,1,W 1,,20,6,0,0,0,,20,2,0,2,0,16589,2:33,
29,2015-12-09,10:00 PM,,Pittsburgh Penguins,2,4,L,,12,16,1,L 1,,26,4,0,5,0,,33,8,0,2,0,15838,2:29,
30,2015-12-12,8:00 PM,@,Nashville Predators,3,2,W,,13,16,1,W 1,,25,12,1,5,0,,36,10,0,5,0,17113,2:36,
31,2015-12-13,6:00 PM,@,St. Louis Blues,3,1,W,,14,16,1,W 2,,18,2,0,2,0,,43,4,1,1,0,17961,2:19,
32,2015-12-15,8:30 PM,@,Chicago Blackhawks,3,0,W,,15,16,1,W 3,,27,4,0,4,0,,29,8,0,2,0,21473,2:24,
33,2015-12-17,9:00 PM,,New York Islanders,2,1,W,,16,16,1,W 4,,30,8,0,2,0,,34,4,1,5,0,15811,2:23,
34,2015-12-19,10:00 PM,,Edmonton Oilers,5,1,W,,17,16,1,W 5,,29,2,1,1,1,,40,2,0,2,0,17570,2:24,
35,2015-12-21,9:00 PM,,Toronto Maple Leafs,4,7,L,,17,17,1,L 1,,28,6,1,4,0,,22,8,3,3,0,16084,2:35,
36,2015-12-27,8:00 PM,,Arizona Coyotes,1,2,L,OT,17,17,2,L 2,,39,17,1,3,0,,28,27,0,3,0,18064,2:41,
37,2015-12-28,10:30 PM,@,San Jose Sharks,6,3,W,,18,17,2,W 1,,26,4,4,6,0,,38,12,0,3,0,17562,2:23,
38,2015-12-31,8:00 PM,,Chicago Blackhawks,3,4,L,OT,18,17,3,L 1,,30,10,1,3,0,,43,6,2,6,0,18048,2:29,
39,2016-01-02,10:00 PM,,Calgary Flames,0,4,L,,18,18,3,L 2,,26,14,0,2,0,,34,4,1,7,0,18087,2:26,
40,2016-01-04,9:00 PM,,Los Angeles Kings,4,1,W,,19,18,3,W 1,,33,15,3,5,0,,31,15,1,5,0,15202,2:30,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,2016-01-06,10:00 PM,,St. Louis Blues,4,3,W,OT,20,18,3,W 2,,33,4,0,3,0,,38,6,1,2,0,13359,2:34,
42,2016-01-08,9:00 PM,,Nashville Predators,5,3,W,,21,18,3,W 3,,27,6,2,6,0,,22,12,1,3,0,17680,2:30,
43,2016-01-10,7:00 PM,@,Chicago Blackhawks,3,6,L,,21,19,3,L 1,,37,4,0,2,0,,35,4,1,2,0,22007,2:23,
44,2016-01-12,9:00 PM,,Tampa Bay Lightning,0,4,L,,21,20,3,L 2,,21,8,0,2,0,,38,4,0,4,0,14227,2:18,
45,2016-01-14,9:00 PM,,New Jersey Devils,3,0,W,,22,20,3,W 1,,26,6,0,2,1,,27,4,0,3,0,15636,2:19,
46,2016-01-16,7:00 PM,@,Columbus Blue Jackets,1,2,L,,22,21,3,L 1,,30,6,0,3,0,,21,4,0,3,0,17776,2:28,
47,2016-01-18,8:00 PM,@,Winnipeg Jets,2,1,W,,23,21,3,W 1,,34,2,1,2,0,,37,4,0,2,0,15294,2:20,
48,2016-01-20,10:00 PM,,Buffalo Sabres,2,1,W,,24,21,3,W 2,,35,4,0,3,0,,28,6,1,2,0,13274,2:20,
49,2016-01-22,9:00 PM,,St. Louis Blues,2,1,W,SO,25,21,3,W 3,,41,4,0,3,0,,34,6,0,2,0,16366,2:48,
50,2016-01-23,8:00 PM,@,Dallas Stars,3,1,W,,26,21,3,W 4,,15,10,0,1,2,,43,0,1,5,0,18532,2:32,
51,2016-01-26,10:00 PM,@,San Jose Sharks,1,6,L,,26,22,3,L 1,,22,32,1,5,0,,24,12,3,5,0,17424,2:34,
52,2016-01-27,10:30 PM,@,Los Angeles Kings,4,3,W,,27,22,3,W 1,,19,12,1,6,0,,38,14,0,5,1,18230,2:29,
53,2016-02-02,9:00 PM,,Chicago Blackhawks,1,2,L,,27,23,3,L 1,,23,6,0,2,0,,42,4,0,3,0,18007,2:26,
54,2016-02-04,9:00 PM,,Dallas Stars,3,4,L,OT,27,23,4,L 2,,24,8,0,3,0,,44,10,1,2,0,14351,2:38,
55,2016-02-06,10:00 PM,,Winnipeg Jets,2,4,L,,27,24,4,L 3,,34,30,1,4,0,,39,36,1,2,0,14983,2:45,
56,2016-02-09,9:00 PM,,Vancouver Canucks,1,3,L,,27,25,4,L 4,,30,2,0,4,0,,28,8,0,1,0,14436,2:22,
57,2016-02-11,7:30 PM,@,Ottawa Senators,4,3,W,,28,25,4,W 1,,27,8,3,4,0,,29,8,2,4,0,17632,2:25,
58,2016-02-12,7:30 PM,@,Detroit Red Wings,3,2,W,SO,29,25,4,W 2,,21,10,0,3,0,,45,6,1,5,0,20027,2:38,
59,2016-02-14,12:30 PM,@,Buffalo Sabres,1,4,L,,29,26,4,L 1,,35,6,0,6,0,,21,12,0,3,0,19070,2:25,
60,2016-02-17,8:00 PM,,Montreal Canadiens,3,2,W,,30,26,4,W 1,,28,8,1,3,1,,34,8,0,3,0,16271,2:27,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
61,2016-02-20,10:00 PM,@,Edmonton Oilers,3,2,W,,31,26,4,W 2,,29,11,0,3,0,,27,11,0,3,0,16939,2:29,
62,2016-02-21,10:00 PM,@,Vancouver Canucks,1,5,L,,31,27,4,L 1,,38,6,0,2,0,,29,8,1,2,0,18431,2:28,
63,2016-02-24,10:00 PM,,San Jose Sharks,4,3,W,SO,32,27,4,W 1,,41,2,1,2,0,,33,4,0,1,0,15564,2:35,
64,2016-02-27,8:00 PM,,Detroit Red Wings,3,5,L,,32,28,4,L 1,,27,12,0,3,0,,28,6,0,5,0,32767,2:39,
65,2016-03-01,8:00 PM,@,Minnesota Wild,3,6,L,,32,29,4,L 2,,33,4,1,3,0,,30,6,0,3,0,19107,2:23,
66,2016-03-03,9:00 PM,,Florida Panthers,3,2,W,,33,29,4,W 1,,26,6,1,3,0,,40,6,0,3,0,16194,2:24,
67,2016-03-05,3:00 PM,,Nashville Predators,2,5,L,,33,30,4,L 1,,36,18,0,3,0,,40,14,0,4,0,17165,2:32,
68,2016-03-07,9:00 PM,,Arizona Coyotes,3,1,W,,34,30,4,W 1,,37,6,1,2,0,,38,4,0,3,0,15393,2:29,
69,2016-03-09,10:00 PM,,Anaheim Ducks,3,0,W,,35,30,4,W 2,,26,10,0,2,0,,37,8,0,3,0,14292,2:25,
70,2016-03-12,7:00 PM,@,Winnipeg Jets,2,3,L,,35,31,4,L 1,,37,8,1,3,0,,30,6,1,4,0,15294,2:29,
71,2016-03-16,10:00 PM,@,Vancouver Canucks,3,1,W,,36,31,4,W 1,,34,2,0,2,0,,29,4,0,1,0,18426,2:20,
72,2016-03-18,9:00 PM,@,Calgary Flames,,,,,,,,,,,,,,,,,,,,,,,
73,2016-03-20,9:30 PM,@,Edmonton Oilers,,,,,,,,,,,,,,,,,,,,,,,
74,2016-03-24,9:00 PM,,Philadelphia Flyers,,,,,,,,,,,,,,,,,,,,,,,
75,2016-03-26,3:00 PM,,Minnesota Wild,,,,,,,,,,,,,,,,,,,,,,,
76,2016-03-28,8:00 PM,@,Nashville Predators,,,,,,,,,,,,,,,,,,,,,,,
77,2016-03-29,8:30 PM,@,St. Louis Blues,,,,,,,,,,,,,,,,,,,,,,,
78,2016-04-01,9:00 PM,,Washington Capitals,,,,,,,,,,,,,,,,,,,,,,,
79,2016-04-03,8:00 PM,,St. Louis Blues,,,,,,,,,,,,,,,,,,,,,,,
80,2016-04-05,8:00 PM,@,Nashville Predators,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Cumulative,Cumulative,Cumulative,Cumulative,,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
81,2016-04-07,8:30 PM,@,Dallas Stars,,,,,,,,,,,,,,,,,,,,,,,
82,2016-04-09,5:30 PM,,Anaheim Ducks,,,,,,,,,,,,,,,,,,,,,,,
